ACCE_ABSORB_COST	Kombinations omkostninger: %d
TOOLTIP_APPLY_ATTBONUS_MONSTER	Stærk mod monstre +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MOON	Stærk imod Måneskygge Monstre +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MYSTERY_DUNGEON	Stærk imod Mysterier +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Stærk mod ork +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Stærk mod shamaner +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Stærk mod sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Sværd Forsvars Brud +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	To-hånds Forsvars Brud +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Stærk mod ikke-døde +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Stærk mod kriger +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Stærk imod Lycans + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Blødnings angreb + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Blødnings Angrebs Modstand: +%d%%	SA
TOOLTIP_APPLY_BLOCK	Sandsynlighed for at blokere fysisk angreb %d%%	SA
TOOLTIP_APPLY_BLOCK_PENETRATE_PCT	Blokerings Gennemtrængning +%d%%	SA
TOOLTIP_APPLY_BONUS_BLOCK_PENETRATE_PCT	Blokerings Gennemtrængning +%d%% af total værdien	SA
TOOLTIP_APPLY_BONUS_HIT_PCT	Præcision +%d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Gendan i kamp alle 5 Sek. MP %d	SA
TOOLTIP_APPLY_CONFUSION_TO_MOB	Chance for Forvirret: %0.1f%%	SA
TOOLTIP_APPLY_CRITICAL_PCT	Sandsynlighed for et kritisk slag +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% sandsynlighed for at få MP tilbage efter et hit	SA
TOOLTIP_APPLY_DODGE	%d%% sandsynlighed at undvige pilangreb	SA
TOOLTIP_APPLY_ENCHANT_DARK	Mørkets Kraft +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Mørkets Kraft +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Jordens Kraft +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Jordens Kraft +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Lynets Kraft +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Lynets Kraft +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Ildens Kraft +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Ildens Kraft +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Isens Kraft +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Isens Kraft +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Vindens Kraft +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Vindens Kraft +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% sandsynlighed for erfarings-bonus	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% sandsynlighed at få doppelt Yang	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Immun overfor blødning	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Immun overfor væltning i kamp	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Immun overfor gift	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Forsvar mod sløvhed	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Forsvar imod besvimelse	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% sandsynlighed for at få doppelte genstande	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% sandsynlighed for at gendanne HP	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% sandsynlighed for at gendanne MP	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% sandsynlighed at overtage fjendens MP.	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max HP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max MP +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Modstand imod monster angreb %d	SA
TOOLTIP_APPLY_NOAFFECT	Ingen virkning
TOOLTIP_APPLY_NO_DEATH_PENALTY	Hvis din karakter dør mister du ingen erfaringspoint.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Drageguden tager dig under hans beskyttende vinger. Hvis du bliver genoplivet der hvor du døde, vil du ikke miste nogen erfaringspoint.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% sandsynlighed for gennemborende slag	SA
TOOLTIP_APPLY_POISON_PCT	Sandsynlighed for Forgiftning %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Giftmodstand %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Eliksir %d%% effektøgning	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%% sandsynlighed for at reflektere en forbandelse	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% sandsynlighed for at reflektere fysisk angreb	SA
TOOLTIP_APPLY_REFUSE_EXP	Ingen Erfaring Optjent	SNA
TOOLTIP_APPLY_RESIST_ASSASSIN	Forsvar mod ninjaangreb: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Klokkeforsvar %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Klo Forsvar +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Dolkforsvar %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Vifteforsvar %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Modstand imod Halv Mennesker %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Falds Modstand +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Forsvar mod shamanangreb: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Forsvar mod suraangreb: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Sværdforsvar %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Tohåndssværdforsvar %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Forsvar mod krigerangreb: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Luftmodstand %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Forsvars chance mod Lycan angreb %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Sandsynlighed at lære ved læsning af bøger er øget med faktor 2½	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Hvis læsningen mislykkes kan du læse en anden bog med det samme.	SNA
TOOLTIP_APPLY_SLOW_PCT	Chance for at sløve modstanderen %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% af skaden vil blive absorberet af HP	SA
TOOLTIP_APPLY_STEAL_SP	%d%% af skaden vil blive absorberet af MP	SA
TOOLTIP_APPLY_STUN_PCT	Besvimelses chance %d%%	SA
TOOLTIP_ARMOR	Rustning
TOOLTIP_ARROW	Pil
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_PER_ANIMAL	Stærk imod Dyr (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_CZ	Stærk imod Zodiac Monstre (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Stærk imod Ørken Monstre (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Stærk imod Djævle (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Stærk imod Halvmennesker (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_INSECT	Stærk imod Insekter (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Stærk imod Mystikere (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	Stærk imod Monstre (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_ORC	Stærk imod Orker (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_STONE	Stærk imod Metin-sten (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Stærk imod Udøde (+%d%% af total værdien)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% styrke imod Metin-sten	SA
TOOLTIP_ATT_GRADE	Angrebsværdi +%d	SA
TOOLTIP_ATT_SPEED	Angrebshastighed +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Angrebshastighed reduceret	SNA
TOOLTIP_AUTO_DAMAGE_POTION_REST	Resterende tid: %d
TOOLTIP_AUTO_PICKUP	Du har en %d%% chance til at samle genstande i nærheden automatisk i 30 sekunder	SA
TOOLTIP_AUTO_POTION_HP	Sol Eliksir
TOOLTIP_AUTO_POTION_REST	Resterende: %.2f%%
TOOLTIP_AUTO_POTION_SP	Måne Eliksir
TOOLTIP_AUTO_POTION_USING	Aktiv
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto-Jagt	SNA
TOOLTIP_BATTLE_POTION	Kamp Zone Kamp Eliksir	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	Uendelig Udholdenhed	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	Bevægelseshastighed øget	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	Bevægelseshastighed faldet	SNA
TOOLTIP_BOW_DISTANCE	Rækkevidde +%dm	SA
TOOLTIP_BUYPRICE	Pris: %s
TOOLTIP_CAST_SPEED	Magihastighed +%d%%	SA
TOOLTIP_CON	Vitalitet +%d	SA
TOOLTIP_CONFUSION_IMMUNE	Immun over for Forvirret
TOOLTIP_COSTUME_ATTR_BONUS	Kostume bonus %d%%	SA
TOOLTIP_CURSE_OF_DARKNESS_UI_CONTENT	Hvert brug øger Aamon's angreb og forsvar,\nog lader ham bruge færdigheder oftere.\nEfter 5 brug, kan du bruge Solskærvernes kræfter\nmed Albira's hjælp til at fjerne Måneskygge Forbandelsen.
TOOLTIP_CURSE_OF_DARKNESS_UI_TITLE	Måneskyggens Forbandelse (%dx)
TOOLTIP_CURSE_OF_ELEMENTAL	Elementær Forbandelse (%d stakke). Dit HP bliver drænet. Kan stables op til 10 gange.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorberer %d%% skade som HP	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorberer %d%% skade som MP	SA
TOOLTIP_DEF_GRADE	Forsvar +%d	SA
TOOLTIP_DEX	Smidighed +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Når du står af din ganger, bliver din bevægelseshastighed forøget med %d%% i 10 sekunder	SA
TOOLTIP_DRAGON_SOUL_DECK1	Himmel	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Jord	SNA
TOOLTIP_DS_SET	DSS Satte Effekt	SNA
TOOLTIP_DURATION	Varighed
TOOLTIP_EAR	Ørering
TOOLTIP_ENCHANT_PER_DARK	Mørkets Kraft (+%d%% af total værdien)	SA
TOOLTIP_ENCHANT_PER_EARTH	Jordens Kraft (+%d%% af total værdien)	SA
TOOLTIP_ENCHANT_PER_ELECT	Lynets Kraft (+%d%% af total værdien)	SA
TOOLTIP_ENCHANT_PER_FIRE	Ildens Kraft (+%d%% af total værdien)	SA
TOOLTIP_ENCHANT_PER_ICE	Isens Kraft (+%d%% af total værdien)	SA
TOOLTIP_ENCHANT_PER_WIND	Vindens Kraft (+%d%% af total værdien)	SA
TOOLTIP_ENERGY	Energi %d	SA
TOOLTIP_ETC	osv.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Points: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Styrke: %d
TOOLTIP_FISHINGROD_UPGRADE1	Giv til fiskeren
TOOLTIP_FISHINGROD_UPGRADE2	for at forbedre den
TOOLTIP_FISHINGROD_UPGRADE3	til en bedre fiskestang.
TOOLTIP_FISH_LEN	Længde: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Blomsterfrø
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. bonus +%d%%	SA
TOOLTIP_GLOVE	Handsker
TOOLTIP_GLOVE_BASE_EFFECT_INCREASE	Dine handskers basis egenskaber bliver øget med +%d%%.	SA
TOOLTIP_GOLDEN_LAND_OASIS_SHOP_MERCH_REMAIN_COUNT	Resterende køb: %d
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_1	Juvelér
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_2	(Sko, øreringe, armbånd, halskæder og talismaner)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	Rustningssmed
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(Rustning, skjolde og hjelme)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	Speciel Rustningssmed
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(Handsker og bælter)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	Våbensmed
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(Våben)
TOOLTIP_GUILD_BUILDING_GLOVE_1	Lædersmed
TOOLTIP_GUILD_BUILDING_GLOVE_2	(Handsker)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	Læder Værksted
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(Adgang til Indskriver)
TOOLTIP_GUILD_SKILL_ACCEL	Acceleration +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Dragegudens velsignelse +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Dragegudens blod +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Dragegudens vrede +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Magihjælp +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Hellig rustning +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	Balathor's Storm\nIngen besvimelse eller langsom\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	Balathor's Beslutsomhed\nIngen tilbageslag\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	Balathor's Vilje\nIngen lammelse, lænkelse eller frysning\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% genstands fald | +10% styrke imod monstre	SNA
TOOLTIP_HELMET	Hjelm
TOOLTIP_HIT_AREA_ELEC_ATTACK	Angrib nærliggende monstre med lyn nedslag, der skader ligeså meget som dine normale angreb.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	Du modtager Sol Eliksirens effekt under kampen	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Du modtager Måne Eliksirens effekt under kampen	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Optjen Mørkets Kraft i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Optjen Jordens Kraft i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Optjen Lynets Kraft i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Optjen Ildens Kraft i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Optjen Isens Kraft i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Optjen Vindens Kraft i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Optjen Mørkes Modstand i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Optjen Jord Modstand i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Optjen Lynmodstand i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Optjen Ildmodstand i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Optjen Is Modstand i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Optjen Luft Modstand i %d sek. i kamp	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Øger Sung Mas vilje (VIT) i kampen med 15 i %d sekunder	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Øger Sung Mas vilje (INT) i kampen med 15 i %d sekunder	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Øger Sung Mas vilje (RES) i kampen med 15 i %d sekunder	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Øger Sung Mas vilje (STR) i kampen med 15 i %d sekunder	SA
TOOLTIP_HIT_PCT	Præcision %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Når du angriber en Metin-sten, modtager du +%d%% skade (Stærk imod Metin-sten) i 5 sekunder	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Når du angriber en Metin-sten, modtager du +%d forsvar i 5 sekunder	SA
TOOLTIP_HP_REGEN	HP-regeneration +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Nuværende Level: %d
TOOLTIP_INT	Intelligens +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Angrebsværdi %d
TOOLTIP_ITEM_ATT_POWER	Angrebsværdi %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Angrebsværdi %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Angrebsværdi %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Angrebshastighed %s
TOOLTIP_ITEM_DEF_GRADE	Forsvar %d
TOOLTIP_ITEM_FAST	Hurtig
TOOLTIP_ITEM_LIMIT_CON	Maksimal Vitalitet: %d
TOOLTIP_ITEM_LIMIT_DEX	Smidigheds grænse: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligens-grænse: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Mindste lvl: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimums Champion Level: %d
TOOLTIP_ITEM_LIMIT_STR	Styrke-grænse: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magisk angrebsværdi %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magisk angrebsværdi %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magisk forsvar %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Langsom
TOOLTIP_ITEM_VERY_FAST	Meget hurtig
TOOLTIP_ITEM_VERY_SLOW	Meget langsom
TOOLTIP_ITEM_WEARABLE_JOB	[ Udrustning ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Når en boss er besejret, øges din smednings chance med %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Lykkental: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magisk angreb +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magisk angrebsværdi +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magisk forsvar +%d	SA
TOOLTIP_MALL_ATTBONUS	Angrebsværdi +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Angrebsværdi	SNA
TOOLTIP_MALL_AUTOLOOT	Automatisk samles alt Yang.	SNA
TOOLTIP_MALL_DEFBONUS	Forsvar +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Forsvar	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% mere EXP	SNA
TOOLTIP_MALL_FISH_MIND	Sandsynligheden at fange en fisk er øget	SNA
TOOLTIP_MALL_GOLDBONUS	Sandsynlighed for Yang er øget med %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Dobbelt Yang sandsynlighed	SNA
TOOLTIP_MALL_ITEMBONUS	Sandsynligheden for genstande er øget med %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Chance for plyndring af genstande plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Genstands drop chancen bliver øget med 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Kærlighedspoints gendannes hurtigere.	SNA
TOOLTIP_MALL_SAFEBOX	Du har øget lastrummet i din kiste.	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. udholdenhed +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magisk/nærkamps angreb +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-FEJL (%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Når du angriber, er der en %d%% chance for at alle monstrene der står rundt omkring dig vil angribe dig (Tapperhedens Kappe)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Indkommende skade er reduceret med %d%% hvis du har +90%% HP	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Når du klatrer op på en ganger, bliver skaden forøget med +%d%% i 10 sekunder	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% chance for ikke at slå fjenderne tilbage i 20 sekunder. Nedkøling: 2 min.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Lær %s hestefærdigheden?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Forbedre hestefærdighed?\nKræver: %d Gaya og %d Yang
TOOLTIP_MOV_SPEED	Bevægelseshastighed %d%%	SA
TOOLTIP_NECK	Halskæde
TOOLTIP_NEED_ALL_SP	Kræver MP: Max.
TOOLTIP_NEED_GSP	Kræver drageånd: %d
TOOLTIP_NEED_HP	Kræver HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sek.: %d
TOOLTIP_NEED_SKILL_POINT	Kræver færdighedspoints:
TOOLTIP_NEED_SP	Kræver MP: %d
TOOLTIP_NEED_SP_PER_SEC	MP / Sek.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Næste Level: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Næste Level: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% chance for at blokere angrebs skade	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Gennemsnitlig skade %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% angrebs skade imod bosser	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Gennemsnitlig skadesmodstand %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% angrebs skade fra bosser	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Du har en %d%% chance for at undgå døden, og genoprette 30%% af din maksimale HP	SA
TOOLTIP_NO_FALLEN	I kampen er der en %d%% chance til at modtage Falds Modstand i 15 sekunder.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Elementær bonus: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Mørke
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Jord
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Lyn
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Ild
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Is
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Ingen
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Vind
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Monster Level: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Monster Rang: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Flere end %d gruppemedlemmer
TOOLTIP_PARTY_INFO_GRADE_UP2	Angrebslevel +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Forsvarslevel +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	HP/MP fra alle gruppemedlemmer gendannes engang i 60 minutter.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	HP/MP fra alle gruppemedlemmer gendannes engang i 30 minutter.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Du bliver nød til at vente tre minutter efter gruppemedlemmets død.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Du kan til enhver tid påkalde gruppemedlemmer fra samme server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Angrebslevel +(Antal af gruppemedlemmer/2) angriber %d kan vælges
TOOLTIP_PARTY_INFO_SET_TANKER	Forsvars level +(antallet af gruppemedlemmer) nærkæmpere 1 kan blive valgt.
TOOLTIP_PARTY_SKILL_LEVEL	Level: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Angreb/Forsvar blev forbedret]
TOOLTIP_PARTY_TITLE_HEAL	[Gendan]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Flere end %d gruppemedlemmer får bonus-EXP %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Kald på]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Definer angriber]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Indstil til nærkamp]
TOOLTIP_PASSIVE_JOB_DECK	Levn Bonus	SNA
TOOLTIP_PEPSI_EVENT	5% EXP bonus og 5% øget chance for plyndring af genstande.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Kæledyrs varighed: %s timer	SA
TOOLTIP_PETBAG_PET_TYPE	Kæledyrs type: %s	SA
TOOLTIP_PICK_EXP	Points: %d / %d
TOOLTIP_PICK_LEVEL	Level: %d
TOOLTIP_PICK_UPGRADE1	Giv til brændehuggeren
TOOLTIP_PICK_UPGRADE2	for at få en bedre
TOOLTIP_PICK_UPGRADE3	Spidshakke.
TOOLTIP_POTION_CURE	Fjern negative effekter.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Elementær Forsvars Eliksir. +5% magisk/nærkamps angreb | +10% elementære modstande	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Angrebshastighed +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ANG BONUS MONSTER: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ANG: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ANG: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	FOR: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SKADE MODSTAND: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
