ACCE_ABSORB_COST	Combinatiekosten: %d
TOOLTIP_GLOVE	Handschoenen
TOOLTIP_GLOVE_BASE_EFFECT_INCREASE	De basisattributen van jouw handschoenen zijn verhoogd met +%d%%.	SA
TOOLTIP_GOLDEN_LAND_OASIS_SHOP_MERCH_REMAIN_COUNT	Resterende aankopen: %d
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_1	Juwelier
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_2	(Schoenen, oorbellen, armbanden, kettingen en talismans)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	Pantsersmid
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(Pantser, schilden en helmen)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	Speciale Pantsersmid
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(Handschoenen en riemen)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	Wapensmid
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(Wapens)
TOOLTIP_GUILD_BUILDING_GLOVE_1	Ledersmid
TOOLTIP_GUILD_BUILDING_GLOVE_2	(Handschoenen)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	Lederwerkplaats
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(Toegang tot Inschrijver)
TOOLTIP_GUILD_SKILL_ACCEL	Versnelling +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Zegening van de Draken God +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Bloed van de Draken God +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Wraak van de Draken God +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Tover Hulp +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Heilig Pantser +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	Balathor's Storm\nNiet flauwvallen of langzaamheid\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	Balathor's Vastberadenheid\nGeen terugslag\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	Balathor's Testament\nGeen overdondering, ketening of bevriezing\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% ERV | +5% item drops | +10% kracht tegen monsters	SNA
TOOLTIP_HELMET	Helm
TOOLTIP_HIT_AREA_ELEC_ATTACK	Val monsters in de buurt aan met bliksemschichten met schade gelijk aan je normale aanvallen.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	Je ontvangt het Zon Elixer-effect tijdens gevechten	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Je ontvangt het Maan Elixer-effect tijdens gevechten	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Ontvang Kracht van Duisternis gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Ontvang Kracht van Aarde gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Ontvang Kracht van Bliksem gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Ontvang Kracht van Vuur gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Ontvang Kracht van IJs gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Ontvang Kracht van Wind gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Ontvang Duisternis Weerstand gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Ontvang Aarde Weerstand gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Ontvang Bliksem Weerstand gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Ontvang Vuur Weerstand gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Ontvang IJs Weerstand gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Ontvang Wind Weerstand gedurende %d sec. tijdens een gevecht	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Verhoogt Sung Ma's wil (VIT) tijdens het gevecht met 15 gedurende %d seconden	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Verhoogt Sung Ma's wil (INT) tijdens het gevecht met 15 gedurende %d seconden	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Verhoogt Sung Ma's wil (WST) tijdens het gevecht met 15 gedurende %d seconden	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Verhoogt Sung Ma's wil (KRA) tijdens het gevecht met 15 gedurende %d seconden	SA
TOOLTIP_HIT_PCT	Precisie %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Wanneer je een Metin Steen aanvalt ontvang je +%d%% schade (Sterk tegen Metin Stenen) gedurende vijf seconden	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Wanneer je een Metin Steen aanvalt ontvang je +%d verdediging gedurende vijf seconden	SA
TOOLTIP_HP_REGEN	LP Regeneratie +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Huidig Level: %d
TOOLTIP_INT	Intelligentie +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Aanvals Waarde %d
TOOLTIP_ITEM_ATT_POWER	Aanvals Waarde %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Aanvals Waarde %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Aanvals Waarde %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Aanvals Snelheid %s
TOOLTIP_ITEM_DEF_GRADE	Verdediging %d
TOOLTIP_ITEM_FAST	Snel
TOOLTIP_ITEM_LIMIT_CON	Vitaliteits bovengrens: %d
TOOLTIP_ITEM_LIMIT_DEX	Behendigheids bovengrens: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligentie Boven Limiet: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Van Level: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimaal Kampioenslevel: %d
TOOLTIP_ITEM_LIMIT_STR	Kracht Boven Limiet: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magische Aanvals Waarde %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magische Aanvals Waarde %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magische Verdediging %d
TOOLTIP_ITEM_NORMAL	Normaal
TOOLTIP_ITEM_SLOW	Langzaam
TOOLTIP_ITEM_VERY_FAST	Heel snel
TOOLTIP_ITEM_VERY_SLOW	Heel langzaam
TOOLTIP_ITEM_WEARABLE_JOB	[ Draagbaar ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Wanneer een baas verslagen wordt stijgt je drop-kans met %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Geluks Nummer: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magische aanval +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magische Aanvals Waarde +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magische Verdediging +%d	SA
TOOLTIP_MALL_ATTBONUS	Aanvals Waarde +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Aanvalswaarde	SNA
TOOLTIP_MALL_AUTOLOOT	Een hand die automatisch gevallen Yang opraapt.	SNA
TOOLTIP_MALL_DEFBONUS	Verdediging +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Verdediging	SNA
TOOLTIP_MALL_EXPBONUS	ERV +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe ERV Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% meer ERV	SNA
TOOLTIP_MALL_FISH_MIND	Je kans om een zeldzame vis te vangen is verdubbeld.	SNA
TOOLTIP_MALL_GOLDBONUS	Kans om Yang buit te maken verhoogd met %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Dubbele Yang drop-kans	SNA
TOOLTIP_MALL_ITEMBONUS	Kans om items buit te maken verhoogd met %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Kans op buitmaken van items plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Item drop-kans verhoogt met 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Liefdespunten verhogen sneller.	SNA
TOOLTIP_MALL_SAFEBOX	Je opslag krijgt 2 opslag ruimtes	SNA
TOOLTIP_MAX_HP	Max. LP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. LP +%d%%	SA
TOOLTIP_MAX_SP	Max. TP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. TP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Uithoudingsvermogen +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magische/fysieke aanval +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Wanneer je aanvalt is er een kans van %d%% dat alle monsters die om je heen staan je zullen aanvallen (Moedigheids Mantel)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Ontvangen schade wordt verminderd met %d%% als je +90%% LP hebt	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Wanneer je een rijdier bestijgt zal je schade stijgen met +%d%% gedurende 10 seconden	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% kans om je vijanden 20 seconden lang terug te slaan. Afkoelperiode: 2 min.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	De paardenvaardigheid %s aanleren?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Paardenvaardigheid verbeteren?\nVereist: %d Gaya en %d Yang
TOOLTIP_MOV_SPEED	Beweeg Snelheid %d%%	SA
TOOLTIP_NECK	Ketting
TOOLTIP_NEED_ALL_SP	Benodigde TP: Max.
TOOLTIP_NEED_GSP	Benodigde Drankengeest: %d
TOOLTIP_NEED_HP	Benodigde LP: %d
TOOLTIP_NEED_HP_PER_SEC	LP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Benodigde vaardigheidspunten:
TOOLTIP_NEED_SP	Benodigde TP: %d
TOOLTIP_NEED_SP_PER_SEC	TP / Sec.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Volgende Level: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Volgende Level: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% kans om aanvalsschade te blokkeren	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Gemiddelde Schade %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% aanvalsschade tegen bazen	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Gemiddelde Schade Weerstand %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% aanvalsschade van bazen	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Je hebt een kans van %d%% dat je voorkomt dat je sterft en 30%% van je maximale LP herstelt	SA
TOOLTIP_NO_FALLEN	Tijdens het gevecht is er een kans van %d%% om gedurende 15 seconden Valweerstand te ontvangen.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Elementale bonus: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Duisternis
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Aarde
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Bliksem
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Vuur
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	IJs
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Geen
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Wind
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Monster Level: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Monster Rang: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Meer dan %d Groeps leden.
TOOLTIP_PARTY_INFO_GRADE_UP2	Aanvals Level +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Verdedigings Level +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Herstelet LP/TP voor alle Groepsleden voor 60 minuten.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Herstelt LP/TP voor alle Groepsleden voor 30 minuten
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Je moet 3 minuten wachten na de dood van een groepslid.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Je kunt Groepsleden die op dezelfde server zitten altijd roepen.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Aanvals Level +(Getal Groepsleden./2) Aanvaller %d kan gekozen worden.
TOOLTIP_PARTY_INFO_SET_TANKER	Verdedigings Level +( Getal Groepsleden) Mesvechters 1 kan gekozen worden.
TOOLTIP_PARTY_SKILL_LEVEL	Huidige Level: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Aanval/Verdediging geüpgrade]
TOOLTIP_PARTY_TITLE_HEAL	[herstel]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Wanneer je meer dan %d Groepsleden hebt krijg je %d%% Bonus ERV.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus ERV]
TOOLTIP_PARTY_TITLE_RECALL	[Roep]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Benoem Aanvaller]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Benoem Mes Vechter]
TOOLTIP_PASSIVE_JOB_DECK	Relikwie Bonus	SNA
TOOLTIP_PEPSI_EVENT	5% ERV-bonus en 5% hogere kans op buitmaken van items.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Huisdierduur: %s uur	SA
TOOLTIP_PETBAG_PET_TYPE	Huisdiertype: %s	SA
TOOLTIP_PICK_EXP	Punten: %d / %d
TOOLTIP_PICK_LEVEL	Level: %d
TOOLTIP_PICK_UPGRADE1	Geef het aan de Houthakker
TOOLTIP_PICK_UPGRADE2	om een
TOOLTIP_PICK_UPGRADE3	Pikhouweel.
TOOLTIP_POTION_CURE	Heel negative effecten.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Elementaal Verdedigings Brouwsel. +5% magische/fysieke aanval | +10% elementale weerstanden	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Aanvals snelheid +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ANV BONUS MONSTER: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ANV: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ANV: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	VER: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	BEH: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	ERV: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SCHADE WEERSTAND: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	LP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	LP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Beweeg snelheid +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	DUISTERNIS WEERSTAND: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	AARDE WEERSTAND: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	IJS WEERSTAND: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	MAGIE WEERSTAND: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	TP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	TP +%d
TOOLTIP_POTION_PLUS_STR_POINT	KRA: +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Duratie:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Immuun voor Elementale Vloek	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Deelnemen aan PvP Toernooi	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP Toernooi ERV +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Je moet Level 21 bereikt hebben.
TOOLTIP_REQUIREMENT_41_LEVEL	Je moet Level 41 bereikt hebben.
TOOLTIP_REQUIREMENT_LEVEL	Je moet Level %d bereikt hebben.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Level %d nodig.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d nodig
TOOLTIP_RESIST_BOW	Pijlverdediging %d%%	SA
TOOLTIP_RESIST_DARK	Weerstand tegen duisternis %d%%	SA
TOOLTIP_RESIST_EARTH	Aarde weerstand +%d%%	SA
TOOLTIP_RESIST_ELEC	Bliksem Weerstand %d%%	SA
TOOLTIP_RESIST_FIRE	Vuur Weerstand %d%%	SA
TOOLTIP_RESIST_ICE	IJsweerstand +%d%%	SA
TOOLTIP_RESIST_MAGIC	Magie Weerstand %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Magiepenetratie van %d%%	SA
TOOLTIP_RESIST_PER_DARK	Duisternis Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_EARTH	Aarde Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_ELEC	Bliksem Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_FIRE	Vuur Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_HUMAN	Weerstand tegen Halfmensen (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_ICE	IJs Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_MAGIC	Magie Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_RESIST_PER_WIND	Wind Weerstand (+%d%% van totale waarde)	SA
TOOLTIP_REST_USABLE_COUNT	Over: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Leiderbonus: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Huidig Level: %d
TOOLTIP_SCROLL_DOWN	Naar beneden scrollen
TOOLTIP_SCROLL_UP	Naar boven scrollen
TOOLTIP_SEALED	Zielsgebonden
TOOLTIP_SEASON_PVE_BUFF	Verhoogt PvE-schade met 40% gedurende 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Verhoogt rangpunten met 20% gedurende 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2de bonus +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s: %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Je kunt hier een item gebruiken:
TOOLTIP_SELLPRICE	Prijs: %s
TOOLTIP_SET_ITEM	Set Bonus	SNA
TOOLTIP_SET_ITEM_1	Heilig 
TOOLTIP_SET_ITEM_2	Glor. 
TOOLTIP_SET_ITEM_3	Ridder. 
TOOLTIP_SET_ITEM_4	Konink. 
TOOLTIP_SET_ITEM_5	Majest. 
TOOLTIP_SHAMAN	Sjamaan
TOOLTIP_SHIELD	Schild
TOOLTIP_SHOES	Shoenen
TOOLTIP_SKILL	Vaardigheden	SNA
TOOLTIP_SKILLBOOK_NAME	Vaardigheden Boek
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Aanvals Waarde: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Aanvals Waarde:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Aanvals Snelheid: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Verdediging:
TOOLTIP_SKILL_AFFECT_DODGE	Opponent Aanvals Waarde: -
TOOLTIP_SKILL_AFFECT_HEAL	Herstel LP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Beweeg Snelheid: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Kans om fysieke aanvallen te weerkaatsen:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Weertand tegen Lichaam Schade:
TOOLTIP_SKILL_COOL_TIME	Laadtijd: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Overval Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Vliegende Talisman Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Vaardigheid Schade %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% vaardighedenschade tegen bazen	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Ontbied Bliksem Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Bliksem Klauw Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Rollend Mes Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Verscheur Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Zwaard Dreun Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Geest Slag (Z) Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Gif Pijl Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Wolf Stoot Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Snelle Aanval Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Duw Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Vuur Pijl Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Vlam Slag Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Pijlen Regen Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Donkere Orb Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Donker Slag Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Gooi Bliksem Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Opheffing Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Draken Brul Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Zwaard Wervel +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Wolvenklauw Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Wolvenadem Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Drieweg Snede Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Gif Wolk Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Vinger Slag Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Stoten Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Herhalend Schot Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Schietende Draak Schade +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Draken Wervel Schade +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Weerstand tegen Vaardigheden Schade %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% vaardighedenschade van bazen	SA
TOOLTIP_SKILL_DURATION	Duur: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Verborgenheid Duur +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Aura van het Zwaard Duur +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Vederlicht Lopen Duur +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Bloedrode Wolf Ziel Duur +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Boek der Vergetelheid
TOOLTIP_SKILL_LEVEL	Huidige Level: %d
TOOLTIP_SKILL_LEVEL_MASTER	Huidige Level: %d (Meester)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Huidige Level: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Volgende level: %d
TOOLTIP_SOCKET_EMPTY	Leeg
TOOLTIP_SOCKET_REFINABLE_ITEM	[Voorwerp met een fitting]
TOOLTIP_SP_REGEN	TP Regeneratie +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Duisternis
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Aarde
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Bliksem
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Vuur
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	IJs
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Wind
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Blauw
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Groen
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Rood
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Geel
TOOLTIP_STR	Kracht +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Sung Ma's wil boost	SNA
TOOLTIP_SUNGMA_HP	%d Sung Ma's wil (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d Sung Ma's wil (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d Sung Ma's wil (WST)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% Sung Ma's wil (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% Sung Ma's wil (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% Sung Ma's wil (WST)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% Sung Ma's wil (KRA)	SA
TOOLTIP_SUNGMA_STR	%d Sung Ma's wil (KRA)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3de bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Tijdopladen %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Tijd opladen %d%%	SA
TOOLTIP_UNIQUE	Uniek
TOOLTIP_UNSEAL_LEFT_TIME	Verwijdering van zielsgebonden over: %du %dm
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbeert %d%% LP met Hinderlaag	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Vliegende Talisman Afkoelperiode: -%d sec. met 10%% kans	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Vliegende Talisman Afkoelperiode: -%d sec. met 20%% kans	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorbeert tot %d%% LP met Ontbied Bliksem	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbeert %d%% LP met Bliksem Klauw	SA
