ACCE_ABSORB_COST	Combination costs: %d
TOOLTIP_ENCHANT_PER_ELECT	Power of Lightning (+%d%% of total value)	SA
TOOLTIP_ENCHANT_PER_FIRE	Power of Fire (+%d%% of total value)	SA
TOOLTIP_ENCHANT_PER_ICE	Power of Ice (+%d%% of total value)	SA
TOOLTIP_ENCHANT_PER_WIND	Power of the Wind (+%d%% of total value)	SA
TOOLTIP_ENERGY	Energy %d	SA
TOOLTIP_ETC	And so on
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5th bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1st bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Points %d / %d
TOOLTIP_FISHINGROD_LEVEL	Strength: %d
TOOLTIP_FISHINGROD_UPGRADE1	Give to the Fisherman
TOOLTIP_FISHINGROD_UPGRADE2	to get a better
TOOLTIP_FISHINGROD_UPGRADE3	Fishing Pole.
TOOLTIP_FISH_LEN	Lenght: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Flower Seeds
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4th bonus +%d%%	SA
TOOLTIP_GLOVE	Gloves
TOOLTIP_GLOVE_BASE_EFFECT_INCREASE	The basic attributes of your gloves are increased by +%d%%.	SA
TOOLTIP_GOLDEN_LAND_OASIS_SHOP_MERCH_REMAIN_COUNT	Remaining purchases: %d
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_1	Jeweller
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_2	(Shoes, earrings, bracelets, necklaces and talismans)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	Armoursmith
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(Armour, shields and helmets)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	Special Armoursmith
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(Gloves and belts)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	Weaponsmith
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(Weapons)
TOOLTIP_GUILD_BUILDING_GLOVE_1	Leathersmith
TOOLTIP_GUILD_BUILDING_GLOVE_2	(Gloves)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	Leather Workshop
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(Access to Inscriber)
TOOLTIP_GUILD_SKILL_ACCEL	Acceleration +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Blessing of the Dragon God +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Blood of the Dragon God +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Wrath of the Dragon God +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Casting Aid +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Holy Armour +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	Balathor's Storm\nNo fainting or slow\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	Balathor's Resolve\nNo knockback\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	Balathor's Will\nNo stun, shackle or freeze\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% item drops | +10% strength against monsters	SNA
TOOLTIP_HELMET	Helmet
TOOLTIP_HIT_AREA_ELEC_ATTACK	Attack nearby monsters with lightning bolts with damage equal to your normal attacks.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	You receive the Sun Elixir effect during combat	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	You receive the Moon Elixir effect during combat	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Earn Power of Darkness for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Earn Power of Earth for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Earn Power of Lightning for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Earn Power of Fire for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Earn Power of Ice for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Earn Power of the Wind for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Earn Darkness Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Earn Earth Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Earn Lightning Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Earn Fire Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Earn Ice Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Earn Wind Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Increases Sung Ma's will (VIT) in combat by 15 for %d seconds	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Increases Sung Ma's will (INT) in combat by 15 for %d seconds	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Increases Sung Ma's will (RES) in combat by 15 for %d seconds	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Increases Sung Ma's will (STR) in combat by 15 for %d seconds	SA
TOOLTIP_HIT_PCT	Precision %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	When attacking a Metin stone, you receive +%d%% damage (Strong against Metin stones) for 5 seconds	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	When attacking a Metin stone, you receive +%d defence for 5 seconds	SA
TOOLTIP_HP_REGEN	HP Regeneration +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Current Level: %d
TOOLTIP_INT	Intelligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Attack Value %d
TOOLTIP_ITEM_ATT_POWER	Attack Value %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Attack Value %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Attack Value %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Attacking Speed %s
TOOLTIP_ITEM_DEF_GRADE	Defence %d
TOOLTIP_ITEM_FAST	Fast
TOOLTIP_ITEM_LIMIT_CON	Vitality Upper Limit: %d
TOOLTIP_ITEM_LIMIT_DEX	Dexterity Upper Limit: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligence Upper Limit: %d
TOOLTIP_ITEM_LIMIT_LEVEL	From Level: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimum Champion Level: %d
TOOLTIP_ITEM_LIMIT_STR	Strenght Upper Limit: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magical Attack Value %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magical Attack Value %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magical Defence %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Slow
TOOLTIP_ITEM_VERY_FAST	Very fast
TOOLTIP_ITEM_VERY_SLOW	Very slow
TOOLTIP_ITEM_WEARABLE_JOB	[Wearable]
TOOLTIP_KILL_BOSS_ITEM_BONUS	When a boss is defeated, your drop chance increases by %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Lucky Number: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magic attack +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magical Attack Value +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magical Defence +%d	SA
TOOLTIP_MALL_ATTBONUS	Attack Value +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Attack Value	SNA
TOOLTIP_MALL_AUTOLOOT	A hand that picks up dropped Yang automatically	SNA
TOOLTIP_MALL_DEFBONUS	Defence +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Defence	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% more EXP	SNA
TOOLTIP_MALL_FISH_MIND	Your chance of catching a rare fish is doubled.	SNA
TOOLTIP_MALL_GOLDBONUS	Yang drop chance increased by %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Double Yang drop chance	SNA
TOOLTIP_MALL_ITEMBONUS	Item drop chance increased by %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Chance of looting items plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Item drop chance increased by 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Lovepoints raise faster.	SNA
TOOLTIP_MALL_SAFEBOX	Your Storeroom gets 2 storage rooms	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Endurance +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magic/melee attack +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	When attacking there is a %d%% chance that all the monsters standing around you will attack you (Bravery Cape)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Incoming damage is reduced by %d%% if you have +90%% HP	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	When climbing on a mount, damage is increased by +%d%% for 10 seconds	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% chance of not knocking enemies back for 20 seconds. Cooldown: 2 min.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Learn the %s horse skill?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Improve horse skill?\nRequires: %d Gaya and %d Yang
TOOLTIP_MOV_SPEED	Movement Speed %d%%	SA
TOOLTIP_NECK	Necklace
TOOLTIP_NEED_ALL_SP	Needed SP: Max.
TOOLTIP_NEED_GSP	Needed Dragon ghost: %d
TOOLTIP_NEED_HP	Needed HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Needed Skill Points:
TOOLTIP_NEED_SP	Needed SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP / Sec.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Next Level: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Next Level: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% chance to block attack damage	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Average Damage %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% attack damage against bosses	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Average Damage Resistance %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% attack damage from bosses	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	You have a %d%% chance of evading death and restoring 30%% of your maximum HP	SA
TOOLTIP_NO_FALLEN	In combat there is a %d%% chance to receive Fall Resistance for 15 seconds.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Elemental bonus: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Darkness
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Earth
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Lightning
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Fire
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Ice
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	None
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Wind
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Monster Level: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Monster Rank: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	More than %d Group members
TOOLTIP_PARTY_INFO_GRADE_UP2	Attack Level +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Defence Level +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restore HP/SP of all Group members all 60 minutes.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restore HP/SP of all Group members all 30 minutes
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	You have to wait 3 minutes after the death of a group member.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	You can call Group members who are on the same server anytime.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Attack Level +(Number of Group members./2) Attacker %d can be chosen.
TOOLTIP_PARTY_INFO_SET_TANKER	Defence Level +(Number of Group members) blade fighters 1 can be chosen.
TOOLTIP_PARTY_SKILL_LEVEL	Current Level: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attack/Defence upgraded]
TOOLTIP_PARTY_TITLE_HEAL	[Restore]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	When you have more than %d Group members you get %d%% Bonus EXP .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Call]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constitute Attacker]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constitute Blade Fighter]
TOOLTIP_PASSIVE_JOB_DECK	Relic Bonus	SNA
TOOLTIP_PEPSI_EVENT	5% EXP bonus and 5% increased chance of looting items.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Pet duration: %s hours	SA
TOOLTIP_PETBAG_PET_TYPE	Pet type: %s	SA
TOOLTIP_PICK_EXP	Points: %d / %d
TOOLTIP_PICK_LEVEL	Level: %d
TOOLTIP_PICK_UPGRADE1	Give to the Lumberjack
TOOLTIP_PICK_UPGRADE2	to get a better
TOOLTIP_PICK_UPGRADE3	Pickaxe.
TOOLTIP_POTION_CURE	Cure negative effects.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Elemental Defence Potion. +5% magic/melee attack | +10% elemental resistances	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Attack speed +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ATK BONUS MONSTER: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	DAMAGE RESIST: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Movement speed +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	DARKNESS RESIST: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	EARTH RESIST: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ICE RESIST: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	MAGIC RESIST: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Duration:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Immune against Elemental Curse	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Join PvP Tournament	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP Tournament EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	You must have reached Level 21.
TOOLTIP_REQUIREMENT_41_LEVEL	You must have reached Level 41.
TOOLTIP_REQUIREMENT_LEVEL	You must have reached Level %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Level %d needed.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d needed
TOOLTIP_RESIST_BOW	Arrow Defence %d%%	SA
TOOLTIP_RESIST_DARK	Resistance against darkness %d%%	SA
TOOLTIP_RESIST_EARTH	Earth resistance +%d%%	SA
TOOLTIP_RESIST_ELEC	Lightning Resistance %d%%	SA
TOOLTIP_RESIST_FIRE	Fire Resistance %d%%	SA
TOOLTIP_RESIST_ICE	Ice resistance +%d%%	SA
TOOLTIP_RESIST_MAGIC	Magic Resistance %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Magic penetration of %d%%	SA
TOOLTIP_RESIST_PER_DARK	Darkness Resistance (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_EARTH	Earth Resistance (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_ELEC	Lightning Resistance (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_FIRE	Fire Resistance (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_HUMAN	Resistance to Half Humans (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_ICE	Ice Resistance (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_MAGIC	Magic Resistance (+%d%% of total value)	SA
TOOLTIP_RESIST_PER_WIND	Wind Resistance (+%d%% of total value)	SA
TOOLTIP_REST_USABLE_COUNT	Left: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Leader Bonus: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Current Level: %d
TOOLTIP_SCROLL_DOWN	Scroll down
TOOLTIP_SCROLL_UP	Scroll up
TOOLTIP_SEALED	Soulbound
TOOLTIP_SEASON_PVE_BUFF	Increases PvE damage by 40% for 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Increases rank points by 20% for 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2nd bonus +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s: %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	You can use an item here:
TOOLTIP_SELLPRICE	Price: %s
TOOLTIP_SET_ITEM	Set Bonus	SNA
TOOLTIP_SET_ITEM_1	Holy 
TOOLTIP_SET_ITEM_2	Glor. 
TOOLTIP_SET_ITEM_3	Chiv. 
TOOLTIP_SET_ITEM_4	Royal 
TOOLTIP_SET_ITEM_5	Maj. 
TOOLTIP_SHAMAN	Shaman
TOOLTIP_SHIELD	Shield
TOOLTIP_SHOES	Shoes
TOOLTIP_SKILL	Skills	SNA
TOOLTIP_SKILLBOOK_NAME	Skill Book
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Attack Value: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Attack Value:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Attack Speed: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defence:
TOOLTIP_SKILL_AFFECT_DODGE	Opponent Attack Value: -
TOOLTIP_SKILL_AFFECT_HEAL	Restore HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Movement Speed: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance to reflect close combat attack:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistance against Body Damage:
TOOLTIP_SKILL_COOL_TIME	Recharge: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Ambush Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Flying Talisman Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Skill Damage %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% skill damage against bosses	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Summon Lightning Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Lightning Claw Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Rolling Dagger Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Shred Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Sword Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Spirit Strike (W) Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Poison Arrow Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Wolf Pounce Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Fast Attack Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Bash Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Fire Arrow Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Flame Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Arrow Shower Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Dark Orb Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Dark Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Lightning Throw Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Dispel Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Dragon's Roar Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Sword Spin Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Wolf Claw Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Wolf's Breath Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Three-Way Cut Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Poisonous Cloud Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Finger Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Dash Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Repetitive Shot Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Shooting Dragon Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Dragon Swirl Damage +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistance against Skill Damage %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% skill damage from bosses	SA
TOOLTIP_SKILL_DURATION	Duration: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Stealth Duration +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Aura of the Sword Duration +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Feather Walk Duration +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Crimson Wolf Soul Duration +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Book of Forgetfulness
TOOLTIP_SKILL_LEVEL	Current Level: %d
TOOLTIP_SKILL_LEVEL_MASTER	Current Level: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Current Level: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Next level: %d
TOOLTIP_SOCKET_EMPTY	Empty
TOOLTIP_SOCKET_REFINABLE_ITEM	[Item with Socket]
TOOLTIP_SP_REGEN	SP Regeneration +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Darkness
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Earth
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Lightning
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Fire
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Ice
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Wind
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Blue
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Green
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Red
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Yellow
TOOLTIP_STR	Strength +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Sung Ma's will boost	SNA
TOOLTIP_SUNGMA_HP	%d Sung Ma's will (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d Sung Ma's will (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d Sung Ma's will (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% Sung Ma's will (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% Sung Ma's will (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% Sung Ma's will (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% Sung Ma's will (STR)	SA
TOOLTIP_SUNGMA_STR	%d Sung Ma's will (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3rd bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Time charging %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Time charging %d%%	SA
TOOLTIP_UNIQUE	Unique
TOOLTIP_UNSEAL_LEFT_TIME	Removing soulbind in: %d hrs. %d mins.
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbs %d%% HP with Ambush	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Flying Talisman Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Flying Talisman Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorb up to %d%% HP with Summon Lightning	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbs %d%% HP with Lightning Claw	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% stun chance with Rolling Dagger	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Increased chance of critical attacks for %d sec. with Shred	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbs %d%% HP with Shred	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Increased casting speed for %d sec. with Indigo Wolf Soul	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Increased movement speed for %d sec. with Indigo Wolf Soul	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	When using Aether Ward, there is a %d%% chance\nto reduce its next cooldown by 5 seconds.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Increased casting speed for %d sec. with Strong Body	SA
