ACCE_ABSORB_COST	Coste de combinación: %d
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Recibirás poder del hielo en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Recibirás poder del viento en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Recibirás resistencia a oscuridad en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Recibirás resistencia a tierra en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Recibirás resistencia a relámpago en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Recibirás resistencia a fuego en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Recibirás resistencia a hielo en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Recibirás resistencia a viento en batalla durante %d segundos	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Incrementa la Voluntad de SungMa (VIT) en combate durante %d segundos en 15.	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Incrementa la Voluntad de SungMa (INT) en combate durante %d segundos en 15.	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Incrementa la Voluntad de SungMa (RES) en combate durante %d segundos en 15.	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Incrementa la Voluntad de SungMa (STR) en combate durante %d segundos en 15.	SA
TOOLTIP_HIT_PCT	Precisión %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Al atacar una Piedra Metin, recibes durante 5 segundos +%d %% de daño (fuerza contra Piedras Metin).	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Al atacar una Piedra Metin, recibes durante 5 segundos +%d de defensa.	SA
TOOLTIP_HP_REGEN	Regeneración de HP +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_INT	Inteligencia +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valor de Ataque %d
TOOLTIP_ITEM_ATT_POWER	Valor de Ataque %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valor de Ataque %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valor de Ataque %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Velocidad de Ataque %s
TOOLTIP_ITEM_DEF_GRADE	Defensa %d
TOOLTIP_ITEM_FAST	Rápido
TOOLTIP_ITEM_LIMIT_CON	Límite superior de vitalidad: %d
TOOLTIP_ITEM_LIMIT_DEX	Límite superior de destreza: %d
TOOLTIP_ITEM_LIMIT_INT	Límite superior de Inteligencia: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Desde el nivel: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Nivel de campeón mínimo: %d
TOOLTIP_ITEM_LIMIT_STR	Límite superior de Fuerza: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valor de Ataque Mágico %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valor de Ataque Mágico %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Defensa Mágica %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Muy rápido
TOOLTIP_ITEM_VERY_SLOW	Muy lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipable ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Al derrotar a un jefe, tu probabilidad de botín aumenta en un %d %%.	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Número de la suerte: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Ataque mágico +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valor de Ataque Mágico +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Defensa Mágica +%d	SA
TOOLTIP_MALL_ATTBONUS	Valor de Ataque +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valor de ataque	SNA
TOOLTIP_MALL_AUTOLOOT	Una mano que recoge automáticamente el Yang tirado	SNA
TOOLTIP_MALL_DEFBONUS	Defensa +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Defensa	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50 % más de EXP	SNA
TOOLTIP_MALL_FISH_MIND	Tu probabilidad de capturar un pez raro se duplica.	SNA
TOOLTIP_MALL_GOLDBONUS	Probabilidad de obtener botín de Yang incrementada en un %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Doble probabilidad de obtener botín de Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Probabilidad de caída de objetos incrementada en un %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	Probabilidad de iCafe de conseguir botines de objetos mas %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Probabilidad de caída de objetos incrementada en un 200 %.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Los puntos de amor aumentan más rápido.	SNA
TOOLTIP_MALL_SAFEBOX	Tu almacén obtiene 2 áreas de almacenaje más	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Resistencia +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Ataque mágico/cuerpo a cuerpo +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Al atacar, hay una probabilidad de un %d %% de que todos los monstruos a tu alrededor te ataquen (Capa de valor).	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Si cuentas con más de 90 %% HP, el daño que recibas se reducirá en %d %%.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Al subir a una montura, el daño se incrementa durante 10 segundos en un +%d %%.	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	Probabilidad del %d %% de no empujar a los enemigos durante 20 segundos. Tiempo de carga de 2 minutos.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	¿Quieres aprender la habilidad de montura %s?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	¿Quieres mejorar la habilidad de tu caballo? \n Se necesitan Gaya y Yang: %d Gaya, %d Yang
TOOLTIP_MOV_SPEED	Veloc. Movim. %d%%	SA
TOOLTIP_NECK	Collar
TOOLTIP_NEED_ALL_SP	SP Requerido: Max.
TOOLTIP_NEED_GSP	Dragón Fantasma requerido: %d
TOOLTIP_NEED_HP	HP Requerido: %d
TOOLTIP_NEED_HP_PER_SEC	HP / seg.: %d
TOOLTIP_NEED_SKILL_POINT	Puntos de habilidad requeridos:
TOOLTIP_NEED_SP	SP Requerido: %d
TOOLTIP_NEED_SP_PER_SEC	SP / seg.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Siguiente Nivel: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Siguiente Nivel: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Bloqueo de daño de ataque con probabilidad del %d %%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Daño de Media %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Daño de ataque contra jefes +%d %%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Resistencia de Daño de Media %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Daño de ataque de jefes -%d %%	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Tienes una probabilidad de un %d %% de evitar quedarte fuera de combate y recuperar un 30 %% de tus HP totales.	SA
TOOLTIP_NO_FALLEN	Tienes una probabilidad del %d %% de recibir en combate resistencia contra caídas durante 15 segundos.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Boni. elementales: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Oscuridad
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Tierra
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Relámpago
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Fuego
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Hielo
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Ninguno
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Viento
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Nivel de monstruo: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Rango de monstruo: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Más de %d Miembros de Grupo
TOOLTIP_PARTY_INFO_GRADE_UP2	Nivel de Ataque +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Nivel de Defensa +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restaura HP/SP de todos los miembros del grupo cada 60 minutos.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restaura HP/SP de todos los miembros del grupo cada 30 minutos
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Debes esperar 3 minutos tras la muerte de un miembro del grupo.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Puedes llamar a los miembros del grupo que están en el mismo servidor en cualquier momento.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Nivel de Ataque +(Número de miembros de grupo./2) Atacante %d puede ser elegido.
TOOLTIP_PARTY_INFO_SET_TANKER	Nivel de Defensa +(Número de miembros de grupo) luchadores con hoja 1 pueden ser elegidos.
TOOLTIP_PARTY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Ataque/Defensa mejorada]
TOOLTIP_PARTY_TITLE_HEAL	[restaurar]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Cuando haya más de %d miembros de grupo tendrás %d%% Bonus EXP .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Llamar]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constituir Atacante]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constituir Luchador con Hoja]
TOOLTIP_PASSIVE_JOB_DECK	Bonificación de reliquia	SNA
TOOLTIP_PEPSI_EVENT	5% de bonificación de EXP y 5% más de probabilidad de conseguir botines de objetos.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Duración de mascota: %s horas	SA
TOOLTIP_PETBAG_PET_TYPE	Tipo de mascota: %s	SA
TOOLTIP_PICK_EXP	Puntos: %d / %d
TOOLTIP_PICK_LEVEL	Nivel: %d
TOOLTIP_PICK_UPGRADE1	Entrégale al leñador
TOOLTIP_PICK_UPGRADE2	para obtener
TOOLTIP_PICK_UPGRADE3	un pico mejor.
TOOLTIP_POTION_CURE	Cura efectos negativos.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Poción protectora de los elementos. +5 % de ataque mágico y cuerpo a cuerpo | +10 % de resistencia elemental	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Velocidad de ataque +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONI. ATQ. MONSTRUO: +%d %%
TOOLTIP_POTION_PLUS_ATT_POINT	ATQ: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATQ: +%d %%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d %%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RES. AL DAÑO: +%d %%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Velocidad de movimiento +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RES. A OSCURIDAD: +%d %%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RES. A TIERRA: +%d %%
TOOLTIP_POTION_PLUS_RESIST_ICE	RES. A HIELO: +%d %%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RES. A MAGIA: +%d %%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Seg.
TOOLTIP_POTION_TIME	Duración:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Inmune a maldición elemental	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Participación en el torneo JcJ	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP torneo JcJ +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Debes alcanzar el nivel 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Debes alcanzar el nivel 41.
TOOLTIP_REQUIREMENT_LEVEL	Debes alcanzar el nivel %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Nivel %d necesario.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necesario
TOOLTIP_RESIST_BOW	Defensa de flecha +%d%%	SA
TOOLTIP_RESIST_DARK	Resistencia contra oscuridad %d%%	SA
TOOLTIP_RESIST_EARTH	Resistencia de tierra +%d%%	SA
TOOLTIP_RESIST_ELEC	Resistencia de Relámpago %d%%	SA
TOOLTIP_RESIST_FIRE	Resistencia de Fuego %d%%	SA
TOOLTIP_RESIST_ICE	Resistencia de hielo +%d%%	SA
TOOLTIP_RESIST_MAGIC	Resistencia de Magia %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Aumenta la penetración mágica en un %d%%	SA
TOOLTIP_RESIST_PER_DARK	Resistencia a la oscuridad (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_EARTH	Resistencia a la tierra (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_ELEC	Resistencia al relámpago (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_FIRE	Resistencia al fuego (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_HUMAN	Resistencia a mediohumanos (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_ICE	Resistencia al hielo (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_MAGIC	Resistencia a la magia (+%d %% del valor total)	SA
TOOLTIP_RESIST_PER_WIND	Resistencia al viento (+%d %% del valor total)	SA
TOOLTIP_REST_USABLE_COUNT	Restante: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonificación de líder: %d %%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SCROLL_DOWN	Desplazarse hacia abajo
TOOLTIP_SCROLL_UP	Desplazarse hacia arriba
TOOLTIP_SEALED	Unión al alma
TOOLTIP_SEASON_PVE_BUFF	Aumenta el daño JcE en un 40 % durante 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Aumenta los puntos de clasificación en un 20 % durante 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2.ª bonificación añadida +%d %%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s : %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Aquí puedes utilizar un objeto:
TOOLTIP_SELLPRICE	Precio: %s
TOOLTIP_SET_ITEM	Set bonificación	SNA
TOOLTIP_SET_ITEM_1	(Div.) 
TOOLTIP_SET_ITEM_2	(Luj.) 
TOOLTIP_SET_ITEM_3	(Ref.) 
TOOLTIP_SET_ITEM_4	(Ost.) 
TOOLTIP_SET_ITEM_5	(Maj.) 
TOOLTIP_SHAMAN	Chamán
TOOLTIP_SHIELD	Escudo
TOOLTIP_SHOES	Zapatos
TOOLTIP_SKILL	Habilidades	SNA
TOOLTIP_SKILLBOOK_NAME	Manual de Habilidad
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valor de Ataque: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valor de Ataque:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Velocidad de Ataque: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defensa:
TOOLTIP_SKILL_AFFECT_DODGE	Valor de Ataque del Oponente: -
TOOLTIP_SKILL_AFFECT_HEAL	Restaurar HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Velocidad de Movimiento: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Probabilidad de reflejar ataques de cuerpo a cuerpo:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistencia contra Daños Corporales:
TOOLTIP_SKILL_COOL_TIME	Tiempo de carga: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Daño de Emboscada +%d %%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Daño de Talismán volador +%d %%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Daño de Habilidad %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Daño de habilidad contra jefes +%d %%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Daño de Llamada del relámpago +%d %%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Daño de Garra del relámpago +%d %%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Daño de Daga rodante +%d %%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Daño de Desgarrar +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Daño de Golpe de espada +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Daño de Pulso espiritual +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Daño de Flecha venenosa +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Daño de Salto lobuno +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Daño de Ataque rápido +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Daño de Golpe +%d %%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Daño de Flecha de fuego +%d %%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Daño de Golpe de llama +%d %%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Daño de Lluvia de flechas +%d %%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Daño de Orbe oscuro +%d %%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Daño de Golpe oscuro +%d %%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Daño de Tiro relámpago +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Daño de Anular magia +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Daño de Rugido del dragón +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Daño de Giro de espada +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Daño de Garras lobunas +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Daño de Aliento del lobo +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Daño de Corte de tres maneras +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Daño de Nube tóxica +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Daño de Golpe de dedo +%d %%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Daño de Rociada +%d %%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Daño de Disparo repetido +%d %%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Daño de Disparo de Dragón +%d %%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Daño de Remolino de Dragón +%d %%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistencia contra Daño de Habilidad %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Daño de habilidad de jefes -%d %%	SA
TOOLTIP_SKILL_DURATION	Duración: %d s
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Duración de Camuflaje +%d segundos.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Duración de Aura de espada +%d segundos.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Duración de Camino pluma +%d segundos.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Duración de Alma lobuna escarlata +%d segundos.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Libro del olvido
TOOLTIP_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SKILL_LEVEL_MASTER	Nivel actual: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nivel actual: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Siguiente nivel: %d
TOOLTIP_SOCKET_EMPTY	Vacío
TOOLTIP_SOCKET_REFINABLE_ITEM	[Objeto con socket]
TOOLTIP_SP_REGEN	Regeneración de SP +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Oscuridad
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Tierra
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Relámpago
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Fuego
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Hielo
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Viento
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Azul
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Verde
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Rojo
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Amarillo
TOOLTIP_STR	Fuerza +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Potenciador de voluntad de SungMa	SNA
TOOLTIP_SUNGMA_HP	%d de voluntad de SungMa (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d de voluntad de SungMa (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d de voluntad de SungMa (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%d %% de voluntad de SungMa (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d %% de voluntad de SungMa (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d %% de voluntad de SungMa (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%d %% de voluntad de SungMa (STR)	SA
TOOLTIP_SUNGMA_STR	%d de voluntad de SungMa (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3.ª bonificación añadida +%d %%	SA
TOOLTIP_TIME_CHARGER_FIX	Recarga de tiempo %d seg.	SA
TOOLTIP_TIME_CHARGER_PER	Recarga de tiempo %d%%	SA
TOOLTIP_UNIQUE	Único
TOOLTIP_UNSEAL_LEFT_TIME	Separación del alma en: %d h %d min
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbe %d %% HP al utilizar Emboscada	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Talismán volador: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Talismán volador: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorberás hasta %d %% de HP al utilizar Llamada del relámpago.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbe %d %% HP al utilizar Garra del relámpago	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Daga rodante aturde al enemigo con una probabilidad del %d %%	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Aumenta la probabilidad de ataque crítico durante %d segundos al utilizar Desgarrar	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbe %d %% HP al utilizar Desgarrar	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Aumenta la velocidad de hechizo durante %d segundos al utilizar Alma lobuna índigo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Aumenta la velocidad de movimiento durante %d segundos al utilizar Alma lobuna índigo	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	Al utilizar Escudo etéreo, tienes un %d %% de probabilidades\nde reducir el tiempo de carga del siguiente Escudo etéreo en 5 segundos.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Aumenta la velocidad de hechizo durante %d segundos al utilizar Cuerpo fuerte	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Restaura el tiempo de carga de tus habilidades con una probabilidad de un %d %%.	SA
TOOLTIP_USE_SKILL_FINISH_NEXT_COOLTIME_DECREASE_PCT	Al utilizar Terremoto, tienes un %d %% de probabilidades de reducir el siguiente tiempo de carga en 5 segundos.	SA
TOOLTIP_USE_SKILL_GEOMAGGWI_NEXT_COOLTIME_DECREASE_PCT	Al utilizar Golpe infernal, tienes un %d %% de probabilidades de reducir el siguiente tiempo de carga en 5 segundos.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Golpe de espada: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Golpe de espada: -%d segundos con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Ayuda del dragón	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Pulso espiritual aturde al enemigo con una probabilidad del %d %%	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Flecha venenosa	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Deseo de vivir	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Salto lobuno contraataca al enemigo con una probabilidad del %d %%	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Salto lobuno aturde al enemigo con una probabilidad del %d %%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Ataque rápido: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Ataque rápido: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Recibirás una bonificación de defensa durante %d segundos al utilizar Hoja encantada	SA
