ACCE_ABSORB_COST	Kombinationskosten: %d
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	Rüstungsschmiede
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(Rüstungen, Schilde und Helme)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	Spezial-Rüstungsschmiede
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(Handschuhe und Gürtel)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	Waffenschmiede
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(Waffen)
TOOLTIP_GUILD_BUILDING_GLOVE_1	Lederschmiede
TOOLTIP_GUILD_BUILDING_GLOVE_2	(Handschuhe)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	Lederwerkstatt
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(Zugang zur Inskriptorin)
TOOLTIP_GUILD_SKILL_ACCEL	Beschleunigung +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Segnung des Drachengottes +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Blut des Drachengottes +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Wut des Drachengottes +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Zauberhilfe +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Heilige Rüstung +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	Balathors Sturm \nKeine Ohnmacht und Verlangsamung\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	Balathors Unbeugsamkeit \nKein Rückstoß\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	Balathors Wille \nKeine Betäubung, Fessel und Einfrieren\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% Itemdrop | +10% Stark gegen Monster	SNA
TOOLTIP_HELMET	Helm
TOOLTIP_HIT_AREA_ELEC_ATTACK	Greife Monster in der Nähe mit Blitzen an, deren Schaden dem des normalen Angriffs entspricht.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	Während des Kampfes erhältst du den Effekt des Elixiers der Sonne	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Während des Kampfes erhältst du den Effekt des Elixiers des Mondes	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Erhalte Kraft d. Dunkelheit für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Erhalte Kraft d. Erde für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Erhalte Kraft d. Blitze für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Erhalte Kraft d. Feuers für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Erhalte Kraft d. Eises für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Erhalte Kraft d. Windes für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Erhalte Widerstand vs Dunkelheit für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Erhalte Erdwiderstand für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Erhalte Blitzwiderstand für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Erhalte Feuerwiderstand für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Erhalte Eiswiderstand für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Erhalte Windwiderstand für %d Sek. im Kampf	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Erhöht den SungMa-Willen (VIT) im Kampf für %d Sekunden um 15	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Erhöht den SungMa-Willen (INT) im Kampf für %d Sekunden um 15	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Erhöht den SungMa-Willen (RES) im Kampf für %d Sekunden um 15	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Erhöht den SungMa-Willen (STR) im Kampf für %d Sekunden um 15	SA
TOOLTIP_HIT_PCT	Präzision %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Beim Angriff auf einen Metinstein erhältst du 5 Sekunden lang +%d%% Schaden (Stark gegen Metinsteine)	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Beim Angriff auf einen Metinstein erhältst du 5 Sekunden lang +%d Verteidigung	SA
TOOLTIP_HP_REGEN	TP-Regeneration +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Aktuelles Level: %d
TOOLTIP_INT	Intelligenz +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Angriffswert %d
TOOLTIP_ITEM_ATT_POWER	Angriffswert %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Angriffswert %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Angriffswert %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Angriffsgeschwindigkeit %s
TOOLTIP_ITEM_DEF_GRADE	Verteidigung %d
TOOLTIP_ITEM_FAST	Schnell
TOOLTIP_ITEM_LIMIT_CON	Vitalitätsobergrenze: %d
TOOLTIP_ITEM_LIMIT_DEX	Beweglichkeitsobergrenze: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligenzobergrenze: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Ab Lvl: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimales Championlevel: %d
TOOLTIP_ITEM_LIMIT_STR	Stärkeobergrenze: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magischer Angriffswert %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magischer Angriffswert %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magische Verteidigung %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Langsam
TOOLTIP_ITEM_VERY_FAST	Sehr schnell
TOOLTIP_ITEM_VERY_SLOW	Sehr langsam
TOOLTIP_ITEM_WEARABLE_JOB	[Ausrüstbar]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Wenn ein Boss besiegt wird, erhöht sich deine Dropchance um %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Glückszahl: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magischer Angriff +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magischer Angriffswert +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magische Verteidigung +%d	SA
TOOLTIP_MALL_ATTBONUS	Angriffswert +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Angriffswert	SNA
TOOLTIP_MALL_AUTOLOOT	Autom. wird das Yang aufgenommen.	SNA
TOOLTIP_MALL_DEFBONUS	Verteidigung +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Verteidigung	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50 % mehr EXP	SNA
TOOLTIP_MALL_FISH_MIND	Die Chance, einen Fisch zu fangen, ist erhöht.	SNA
TOOLTIP_MALL_GOLDBONUS	Dropchance Yang um %d%% erhöht	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Doppelte Dropchance Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Dropchance von Gegenständen um %d%% erhöht	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Chance auf Erbeuten von Gegenständen plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Dropchance von Gegenständen um 200% erhöht.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Liebespunkte wachsen schneller an.	SNA
TOOLTIP_MALL_SAFEBOX	Es steht mehr Lagerraum zur Verfügung.	SNA
TOOLTIP_MAX_HP	Max. TP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. TP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Ausdauer +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magie-/Nahkampfangriff +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-FEHLER(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Beim Angriff besteht eine Chance von %d%%, dass alle umstehenden Monster dich angreifen (Tapferkeitsumhang)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Hast du mehr als 90%% TP, reduziert sich dein erhaltener Schaden um %d%%.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Beim Aufsteigen auf ein Reittier wird der Schaden 10 Sekunden lang um +%d%% erhöht	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% Chance, 20 Sekunden lang Gegner nicht zurückzustoßen. 2 Minuten Abklingzeit.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Möchtest du die Pferdefertigkeit %s erlernen?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Möchtest du die Fertigkeit deines Pferdes verbessern? \n Benötigte Gaya und Yang: %d Gaya / %d Yang
TOOLTIP_MOV_SPEED	Bewegungsgeschw. %d%%	SA
TOOLTIP_NECK	Halskette
TOOLTIP_NEED_ALL_SP	Benötigte MP: Max.
TOOLTIP_NEED_GSP	Benötigter Drachengeist: %d
TOOLTIP_NEED_HP	Benötigte TP: %d
TOOLTIP_NEED_HP_PER_SEC	TP / Sek.: %d
TOOLTIP_NEED_SKILL_POINT	Benötigte Fertigkeitspunkte:
TOOLTIP_NEED_SP	Benötigte MP: %d
TOOLTIP_NEED_SP_PER_SEC	MP / Sek.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Nächstes Level: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Nächstes Level: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Angriffsschaden geblockt mit %d%% Chance	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Durchschn. Schaden %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Angriffsschaden gegen Bosse +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Durchschn. Schadenswiderstand %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Angriffsschaden von Bossen -%d%%	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Du hast %d%% Chance, dem Tod zu entgehen und 30%% deiner Gesamt-HP wiederherzustellen	SA
TOOLTIP_NO_FALLEN	Erhalte im Kampf mit %d%% Chance Widerstand gegen Sturz für 15 Sekunden.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Elementarboni: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Dunkelheit
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Erde
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Blitze
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Feuer
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Eis
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Keine
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Wind
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Monsterlevel: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Monsterrang: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Mehr als %d Gruppenmitglieder
TOOLTIP_PARTY_INFO_GRADE_UP2	Angriffsstufe +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Verteidigungsstufe +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	TP/MP aller Gruppenmitglieder einmal in 60 Minuten wiederherstellen.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	TP/MP aller Gruppenmitglieder einmal in 30 Minuten wiederherstellen.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Du musst drei Minuten nach dem Tod des Gruppenmitglieds warten.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Du kannst jederzeit Gruppenmitglieder auf dem gleichen Server herbeirufen.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Angriffsstufe +(Anzahl der Gruppenmitgl./2) Angreifer %d können ausgewählt werden.
TOOLTIP_PARTY_INFO_SET_TANKER	Verteidigungsstufe +(Anzahl der Gruppenmitgl.) Nahkämpfer 1 können ausgewählt werden.
TOOLTIP_PARTY_SKILL_LEVEL	Aktuelles Level: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Angriff/Verteidigung verbessert]
TOOLTIP_PARTY_TITLE_HEAL	[Wiederherstellen]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Mehr als %d Gruppenmitglieder gibt Bonus-EXP %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Herbeirufen]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Angreifer festlegen]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Nahkämpfer festlegen]
TOOLTIP_PASSIVE_JOB_DECK	Reliktbonus	SNA
TOOLTIP_PEPSI_EVENT	5% EXP-Bonus und 5% höhere Chance, Gegenstände zu erbeuten.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Pet-Laufzeit: %s Stunden	SA
TOOLTIP_PETBAG_PET_TYPE	Pet-Typ: %s	SA
TOOLTIP_PICK_EXP	Punkte: %d / %d
TOOLTIP_PICK_LEVEL	Level: %d
TOOLTIP_PICK_UPGRADE1	Dem Holzfäller geben,
TOOLTIP_PICK_UPGRADE2	um eine bessere
TOOLTIP_PICK_UPGRADE3	Spitzhacke zu erhalten.
TOOLTIP_POTION_CURE	Negative Effekte zurücksetzen.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Schutztrank der Elemente. +5% Magie-/Nahkampfangriff | +10% Elementwiderstände	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Angriffsgeschwindigkeit +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ANG-BONUS MONSTER : +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ANG: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ANG: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	VERT: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SCHADEN-WIDERSTAND : +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	TP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	TP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Bewegungsgeschwindigkeit +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	DUNKEL-RESI : +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ERD-RESI : +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	EIS-RESI : +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	MAGIE-RESI : +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Sek.
TOOLTIP_POTION_TIME	Dauer:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Immun gegen Elementarfluch	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Teilnahme am PvP-Turnier	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP-Turnier EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Du musst Level 21 erreicht haben
TOOLTIP_REQUIREMENT_41_LEVEL	Du musst Level 41 erreicht haben
TOOLTIP_REQUIREMENT_LEVEL	Du musst Level %d erreicht haben
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Level %d erforderlich
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d erforderlich
TOOLTIP_RESIST_BOW	Pfeilverteidigung %d%%	SA
TOOLTIP_RESIST_DARK	Widerstand gegen Dunkelheit %d%%	SA
TOOLTIP_RESIST_EARTH	Erdwiderstand +%d%%	SA
TOOLTIP_RESIST_ELEC	Blitzwiderstand %d%%	SA
TOOLTIP_RESIST_FIRE	Feuerwiderstand %d%%	SA
TOOLTIP_RESIST_ICE	Eiswiderstand +%d%%	SA
TOOLTIP_RESIST_MAGIC	Magiewiderstand %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Magiebruch um %d%%	SA
TOOLTIP_RESIST_PER_DARK	Widerstand gegen Dunkelheit (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_EARTH	Erdwiderstand (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_ELEC	Blitzwiderstand (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_FIRE	Feuerwiderstand (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_HUMAN	Widerstand gegen Halbmenschen (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_ICE	Eiswiderstand (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_MAGIC	Magiewiderstand (+%d%% d. Gesamtwerts)	SA
TOOLTIP_RESIST_PER_WIND	Windwiderstand (+%d%% d. Gesamtwerts)	SA
TOOLTIP_REST_USABLE_COUNT	Verbleibend: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Anführerbonus: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Aktuelles Level: %d
TOOLTIP_SCROLL_DOWN	Nach unten scrollen
TOOLTIP_SCROLL_UP	Nach oben scrollen
TOOLTIP_SEALED	Seelengebunden
TOOLTIP_SEASON_PVE_BUFF	Erhöht PvE-Schaden 10 Min. um 40%.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Erhöht Rangpunkte 10 Min. um 20%.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. hinzugefügter Bonus +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s : %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Du kannst hier einen Gegenstand anwenden:
TOOLTIP_SELLPRICE	Preis: %s
TOOLTIP_SET_ITEM	Set-Bonus	SNA
TOOLTIP_SET_ITEM_1	Heil. 
TOOLTIP_SET_ITEM_2	Prächt. 
TOOLTIP_SET_ITEM_3	Ritt. 
TOOLTIP_SET_ITEM_4	Fürstl. 
TOOLTIP_SET_ITEM_5	Majest. 
TOOLTIP_SHAMAN	Schamane
TOOLTIP_SHIELD	Schild
TOOLTIP_SHOES	Schuhe
TOOLTIP_SKILL	Fertigkeit	SNA
TOOLTIP_SKILLBOOK_NAME	Fertigkeitsbuch
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Angriffswert: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Angriffswert:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Angriffsgeschwindigkeit: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Verteidigung:
TOOLTIP_SKILL_AFFECT_DODGE	Gegnerischer Angriffswert: -
TOOLTIP_SKILL_AFFECT_HEAL	TP wiederherstellen:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Bewegungsgeschwindigkeit: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance, Nahkampfangriff zu reflektieren:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Widerstand gegen körperlichen Schaden:
TOOLTIP_SKILL_COOL_TIME	Aufladezeit: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Schaden von Hinterhalt +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Schaden von Fliegender Talisman +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Fertigkeitsschaden %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Fertigkeitsschaden gegen Bosse +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Schaden von Blitz heraufbeschwören +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Blitzkrallenschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Schaden von Degenwirbel +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Schaden von Zerreißen +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Schwertschlagschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Durchschlagsschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Giftpfeilschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Schaden von Wolfssprung +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Schaden von Blitzangriff +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Schaden von Heftiges Schlagen +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Feuerpfeilschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Schaden von Flammenschlag +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Pfeilregenschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Schaden von Dunkler Stein +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Schaden von Dunkler Schlag +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Blitzwurfschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Schaden von Zauber aufheben +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Schaden von Drachengebrüll +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Schaden von Schwertwirbel +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Wolfskrallenschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Schaden von Atem des Wolfes +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Dreiwege-Schnitt-Schaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Schaden von Giftwolke +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Fingerschlagschaden +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Schaden von Sausen +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Schaden von Wiederholter Schuss +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Schaden von Drachenschießen +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Schaden von Drachenwirbel +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Widerstand gegen Fertigkeitsschaden %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Fertigkeitsschaden von Bossen -%d%%	SA
TOOLTIP_SKILL_DURATION	Dauer: %d Sek.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Dauer von Tarnung +%d Sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Dauer von Aura des Schwertes +%d Sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Dauer von Federschreiten +%d Sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Dauer von Purpurwolfseele +%d Sek.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Buch des Vergessens
TOOLTIP_SKILL_LEVEL	Aktuelles Level: %d
TOOLTIP_SKILL_LEVEL_MASTER	Aktuelles Level: %d (Meister)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktuelles Level: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Nächste Stufe: %d
TOOLTIP_SOCKET_EMPTY	Leer
TOOLTIP_SOCKET_REFINABLE_ITEM	[Gegenstand mit Fassung]
TOOLTIP_SP_REGEN	MP-Regeneration +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Dunkelheit
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Erde
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Blitz
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Feuer
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Eis
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Wind
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Blau
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Grün
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Rot
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Gelb
TOOLTIP_STR	Stärke +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	SungMa-Willensbooster	SNA
TOOLTIP_SUNGMA_HP	%d SungMa-Wille (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d SungMa-Wille (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d SungMa-Wille (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% SungMa-Wille (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% SungMa-Wille (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% SungMa-Wille (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% SungMa-Wille (STR)	SA
TOOLTIP_SUNGMA_STR	%d SungMa-Wille (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. hinzugefügter Bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Zeitaufladung %d Sek.	SA
TOOLTIP_TIME_CHARGER_PER	Zeitaufladung %d%%	SA
TOOLTIP_UNIQUE	Einzigartig
TOOLTIP_UNSEAL_LEFT_TIME	Seelenlösung in: %d Std. %d Min.
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbiert %d%% TP beim Verwenden von Hinterhalt	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Abklingzeit Fliegender Talisman: -%d Sek. mit 10%% Chance	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Abklingzeit Fliegender Talisman: -%d Sekunden mit 20%% Chance	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Du absorbierst bis zu %d%% TP bei Verwendung von Blitz heraufbeschwören.	SA
