ACCE_ABSORB_COST	ÊßÇáíİ ÇáÏãÌ: %d
TOOLTIP_APPLY_ENCHANT_ICE	ŞæÉ ÇáÌáíÏ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	ŞæÉ ÇáÌáíÏ +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	ŞæÉ ÇáÑíÇÍ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	ŞæÉ ÇáÑíÇÍ +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% İÑÕ ÇáÍÕæá Úáì äŞÇØ ÎÈÑÉ ÅÖÇİíÉ	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% İÑÕ ÅÓŞÇØ ÖÚİ ßãíÉ ÇáíÇäÛ.	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	ãõÍÕä ÖÏ ÇáäÒíİ	SNA
TOOLTIP_APPLY_IMMUNE_FALL	ãõÍÕä ÖÏ ÇáæŞæÚ	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	ãõÍÕä ÖÏ ÇáÓã	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	ÇáÏİÇÚ ÖÏ ÇáÊÈÇØÄ	SNA
TOOLTIP_APPLY_IMMUNE_STUN	ÏİÇÚ ÖÏ ÇáÅÛãÇÁ	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% İÑÕ ÅÓŞÇØ ÖÚİ ßãíÉ ÇáÃÔíÇÁ.	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% İÑÕ ÇÓÊÚÇÏÉ äŞÇØ ÇáÍíÇÉ	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% İÑÕ ÇÓÊÚÇÏÉ äŞÇØ ÇáÃÓáæÈ	SA
TOOLTIP_APPLY_MANA_BURN_PCT	İÑÕ äåÈ äŞÇØ ÇáÃÓáæÈ %d%%	SA
TOOLTIP_APPLY_MAX_HP_PCT	äŞÇØ ÇáÍíÇÉ ÇáŞÕæì HP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	ÃŞÕì MP äŞÇØ ÇáÃÓáæÈ +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	ãŞÇæãÉ ÖÏ åÌæã ÇáæÍæÔ %d	SA
TOOLTIP_APPLY_NOAFFECT	ÈÏæä ÊÃËíÑ
TOOLTIP_APPLY_NO_DEATH_PENALTY	ÈÚÏ ÅÚÇÏÉ ÅÍíÇÁ ÇááÇÚÈ İí ãßÇä ÇáãæÊ¡ áä íÊã ÎÕã Ãí äŞÇØ ááÎÈÑÉ.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	íÃÎĞß ÇáÊäíä ÇáÃÓØæÑí ÊÍÊ ÃÌäÍÊå ÇáÍÇãíÉ. ÅĞÇ Êã ÅÍíÇÆß İí ãßÇä æİÇÊß¡ İáä ÊİŞÏ äŞÇØ ÇáÎÈÑÉ.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% İÑÕ ÊÍÕíá ÖÑÈÉ ÎÇÑŞÉ	SA
TOOLTIP_APPLY_POISON_PCT	İÑÕÉ ÇáÊÓãã: %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	ãŞÇæãÉ ÇáÓãæã %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	ÒíÇÏÉ İí ÊÃËíÑ ÇáÌÑÚÉ ÈäÓÈÉ %d%%	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%% İÑÕ ÚßÓ ÇááÚäÉ	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% İÑÕõ ÚßÓ ÖÑÈÇÊ ÇáåÌãÇÊ Úä ŞÑÈ.	SA
TOOLTIP_APPLY_REFUSE_EXP	ÚÏã ßÓÈ ÇáÎÈÑÉ	SNA
TOOLTIP_APPLY_RESIST_ASSASSIN	İÑÕ ÇáÏİÇÚ ÖÏ åÌæã ÇáäíäÌÇ %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	ÏİÇÚ ÌÑÓí %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	ÏİÇÚ ãÎáÈí +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	ÏİÇÚ ÎäÌÑí %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	ÏİÇÚ ãÑæÍí %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	ãŞÇæãÉ äÕİ ÇáÈÔÑ %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	ãŞÇæãÉ ÇáÓŞæØ +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	İÑÕ ÇáÏİÇÚ ÖÏ åÌæã ÇáÔÇãÇä %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	İÑÕ ÇáÏİÇÚ ÖÏ åÌæã ÇáÓæÑÇ %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	ÏİÇÚ Óíİí %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	ÏİÇÚ Óíİ ÇáíÏíä %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	İÑÕ ÇáÏİÇÚ ÖÏ åÌæã ÇáãÍÇÑÈíä %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	ãŞÇæãÉ ÇáÑíÇÍ %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	İÑÕ ÇáÏİÇÚ ÖÏ åÌæã ÇááøíßÇäÑ %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	İÑÕÉ ÇáÇÓÊİÇÏÉ ãä ÇáßÊÈ ÊÑÊİÚ ÈÚÇãá 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	ÓÊÍÕá ÅĞÇ İÔá ÇáÊøÚáã ÇáÍÕæá Úáì İÑÕÉ ÅÖÇİíÉ áÅÚÇÏÉ ÇáãÍÇæáÉ.	SNA
TOOLTIP_APPLY_SLOW_PCT	İÑÕ ÇáÊÈØíÁ: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	ÊÓÊæÚÈ äŞÇØ ÇáÍíÇÉ %d%% ãä ÇáÖÑÑ.	SA
TOOLTIP_APPLY_STEAL_SP	ÊÓÊæÚÈ äŞÇØ ÇáÃÓáæÈ %d%% ãä ÇáÖÑÑ.	SA
TOOLTIP_APPLY_STUN_PCT	İÑÕ ÇáÅÛãÇÁ %d%%	SA
TOOLTIP_ARMOR	ÏÑæÚ
TOOLTIP_ARROW	Óåã
TOOLTIP_ASSASSIN	äíäÌÇ
TOOLTIP_ATTBONUS_PER_ANIMAL	Şæí ÖÏ ÇáÍíæÇäÇÊ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_CZ	Şæí ÖÏ æÍæÔ ÒæÏíÇß (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Şæí ÖÏ æÍæÔ ÇáÕÍÑÇÁ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Şæí ÖÏ ÇáÔíØÇä (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Şæí ÖÏ äÕİ ÈÔÑ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_INSECT	Şæí ÖÏ ÇáÍÔÑÇÊ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Şæí ÖÏ ÇáØÇÆİÉ ÇáÓÑíÉ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	Şæí ÖÏ ÇáæÍæÔ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_ORC	Şæí ÖÏ ÇáÛíáÇä (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_STONE	Şæí ÖÏ ÃÍÌÇÑ ÇáãÇÊíä (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Şæí ÖÏ ÇáÒæãÈí (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% Şæí ÖÏ ÃÍÌÇÑ ÇáãÇÊíä	SA
TOOLTIP_ATT_GRADE	ŞíãÉ ÇáåÌæã +%d	SA
TOOLTIP_ATT_SPEED	ÓÑÚÉ ÇáåÌæã +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	ÎİÖ ÓÑÚÉ ÇáåÌæã	SNA
TOOLTIP_AUTO_DAMAGE_POTION_REST	ÇáæŞÊ ÇáãÊÈŞí: %d
TOOLTIP_AUTO_PICKUP	áÏíß İÑÕÉ %d%% áÃáÊŞÇØ ÇáÈäæÏ ãä Íæáß áãÏÉ 30 ËÇäíÉ	SA
TOOLTIP_AUTO_POTION_HP	ÅßÓíÑ ÇáÔãÓ
TOOLTIP_AUTO_POTION_REST	ÇáßãíÉ ÇáãÊÈŞíÉ: %.2f%%
TOOLTIP_AUTO_POTION_SP	ÅßÓíÑ ÇáŞãÑ
TOOLTIP_AUTO_POTION_USING	ãõİÚøá
TOOLTIP_AUTO_SYSTEM_PRIMIUM	ÕíÏ ÊáŞÇÆí	SNA
TOOLTIP_BATTLE_POTION	ÌÑÚÉ ŞÊÇá ãäØŞÉ ÇáãÚÑßÉ	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	ÊÍãøá áÇ íäÊåí	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	ÇÑÊŞÚÊ ÓÑÚÉ ÇáÊÍÑß	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	ÇäÎİÖÊ ÓÑÚÉ ÇáÊÍÑß	SNA
TOOLTIP_BOW_DISTANCE	ãÏì ÇáÑãÇíÉ +%dm	SA
TOOLTIP_BUYPRICE	ÇáÓÚÑ: %s
TOOLTIP_CAST_SPEED	ÓÑÚÉ ÇáÓÍÑ: +%d%%	SA
TOOLTIP_CON	ŞæÉ ÇáÍíÇÉ +%d	SA
TOOLTIP_CONFUSION_IMMUNE	ãõÍÕä ÖÏ ÇáÇÑÊÈÇß
TOOLTIP_COSTUME_ATTR_BONUS	ÚáÇæÉ ÇáÒí %d%%	SA
TOOLTIP_CURSE_OF_DARKNESS_UI_CONTENT	íÒíÏ ãä åÌæã æÏİÇÚ Âãæä\n ãÚ ßá ÇÓÊÎÏÇã æíÓãÍ áå ÈÇÓÊÎÏÇã ÇáãåÇÑÇÊ ÈÔßá ãÊßÑÑ.\nÈÚÏ 5 ÇÓÊÎÏÇãÇÊ¡ íãßäß ÇÓÊÎÏÇã ŞæÉ ÔÙÇíÇ ÇáÔãÓ\n ÈãÓÇÚÏÉ ÃáÈíÑÇ áÑİÚ áÚäÉ Ùá ÇáŞãÑ.
TOOLTIP_CURSE_OF_DARKNESS_UI_TITLE	áÚäÉ Ùá ÇáŞãÑ (%d ãÑÉ)
TOOLTIP_CURSE_OF_ELEMENTAL	áÚäÉ ÇáÚäÇÕÑ (%dãßÏÓÉ) ÓÊäÎİÖ äŞÇØ ÍíÇÊß ÈÇÓÊãÑÇÑ. íãßä ÊßÏíÓåÇ ÍÊì 10 ãÑÇÊ.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	íÓÊæÚÈ ÇáÖÑÑ ÈäÓÈÉ %d%% ãä äŞÇØ ÇáÍíÇÉ	SA
TOOLTIP_DAMAGE_SP_RECOVERY	íÓÊæÚÈ ÇáÖÑÑ ÈäÓÈÉ %d%% ãä äŞÇØ ÇáÃÓáæÈ	SA
TOOLTIP_DEF_GRADE	ÏİÇÚ +%d	SA
TOOLTIP_DEX	ÇáãäÇæÑÉ +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	ÚäÏ ÇáäÒæá Úä ÙåÑ ÇáÏÇÈÉ ÓÊÒÏÇÏ ÓÑÚÉ ÇáÊÍÑß ÈãŞÏÇÑ %d%% áãÏÉ 10 ËæÇäí	SA
TOOLTIP_DRAGON_SOUL_DECK1	ÓãÇÁ	SNA
TOOLTIP_DRAGON_SOUL_DECK2	ÃÑÖ	SNA
TOOLTIP_DS_SET	ÊÃËíÑ ØŞã ÍÌÑ ÇáÊäíä	SNA
TOOLTIP_DURATION	ÇáãÏÉ
TOOLTIP_EAR	ÍáŞ
TOOLTIP_ENCHANT_PER_DARK	ŞæÉ ÇáÙáÇã (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ENCHANT_PER_EARTH	ŞæÉ ÇáÃÑÖ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ENCHANT_PER_ELECT	ŞæÉ ÇáÈÑŞ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ENCHANT_PER_FIRE	ŞæÉ ÇáäÇÑ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ENCHANT_PER_ICE	ŞæÉ ÇáÌáíÏ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ENCHANT_PER_WIND	ŞæÉ ÇáÑíÇÍ (+%d%% ÇáŞíãÉ ÇáÅÌãÇáíÉ)	SA
TOOLTIP_ENERGY	ØÇŞÉ %d	SA
TOOLTIP_ETC	ÅáÎ.
TOOLTIP_EXP_BONUS_EVENT	ÎÈÑÉ EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. ÅÖÇİÉ ÚáÇæÉ +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. ÅÖÇİÉ ÚáÇæÉ +%d%%	SA
TOOLTIP_FISHINGROD_EXP	äŞÇØ: %d / %d
TOOLTIP_FISHINGROD_LEVEL	ÇáŞæÉ: %d
TOOLTIP_FISHINGROD_UPGRADE1	ÇãäÍå ááÕíÇÏ
TOOLTIP_FISHINGROD_UPGRADE2	áßí ÊÍÕá Úáì
TOOLTIP_FISHINGROD_UPGRADE3	ÕäÇÑÉ ÕíÏ ÃİÖá ÈßËíÑ.
TOOLTIP_FISH_LEN	ÇáØæá: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	ÈĞæÑ ÒåÑÉ
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. ÅÖÇİÉ ÚáÇæÉ +%d%%	SA
TOOLTIP_GLOVE	ŞİÇÒÇÊ
TOOLTIP_GLOVE_BASE_EFFECT_INCREASE	íÊã ÒíÇÏÉ ÇáÓãÇÊ ÇáÃÓÇÓíÉ áŞİÇÒÇÊß ÈãŞÏÇÑ +%d%%.	SA
TOOLTIP_GOLDEN_LAND_OASIS_SHOP_MERCH_REMAIN_COUNT	ÇáãÔÊÑíÇÊ ÇáãÊÈŞíÉ: %d
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_1	ÌæÇåÑí
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_2	(ÇáÃÍĞíÉ¡ ÇáÃŞÑÇØ¡ ÇáÃÓÇæÑ¡ ÇáŞáÇÏÇÊ¡ æÇáÊÚÇæíĞ)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	ÍÏÇÏí ÇáÏÑæÚ
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(ÇáÏÑæÚ¡ ÇáÏÑæÚ ÇáæÇŞíÉ¡ æÇáÎæĞ)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	ÍÏÇÏ ÇáÏÑæÚ ÇáÎÇÕÉ
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(ÇáŞİÇÒÇÊ æÇáÃÍÒãÉ)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	ÍÏÇÏí ÇáÃÓáÍÉ
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(ÇáÃÓáÍÉ)
TOOLTIP_GUILD_BUILDING_GLOVE_1	ÍÏÇÏ ÇáÌáæÏ
TOOLTIP_GUILD_BUILDING_GLOVE_2	(ÇáŞİÇÒÇÊ)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	æÑÔÉ ÇáÌáæÏ
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(ÇáæÕæá Åáì ÇáäŞÇÔ)
TOOLTIP_GUILD_SKILL_ACCEL	ÊÓÑíÚ +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	ÈÑßÉ ÇáÊäíä ÇáÃÓØæÑí +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Ïã ÇáÊäíä ÇáÃÓØæÑí +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	ÛÖÈ ÇáÊäíä ÇáÃÓØæÑí +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	ãÓÇÚÏÉ ÇáÓÍÑ +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	ÏÑæÚ ãŞÏÓÉ +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	ÚÇÕİÉ ÈÇáËæÑ \náÇ ÅÛãÇÁ Ãæ ÊÈÇØæÁ\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	ÕãæÏ ÈÇáËæÑ \náÇ ÅÓŞÇØ ÇáÎÕã\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	ÅÑÇÏÉ ÈÇáËæÑ \náÇ ÇÑÊÈÇß Ãæ ÊÍÌÑ Çæ ÊÌãÏ\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP ÎÈÑÉ | +5% ÅÓŞÇØ ÇáÈäæÏ | +10% ŞæÉ ÖÏ ÇáæÍæÔ	SNA
TOOLTIP_HELMET	ÎæĞÉ
TOOLTIP_HIT_AREA_ELEC_ATTACK	åÇÌã ÇáæÍæÔ ÇáŞÑíÈÉ ÈÇáÈÑŞ ÇáĞí íÓÈÈ ÖÑÑğÇ ãÓÇæíğÇ ááåÌæã ÇáÚÇÏí.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	ÎáÇá ÇáãÚÑßÉ ÓÊÍÕá Úáì ÊÃËíÑ ÅßÓíÑ ÇáÔãÓ	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	ÎáÇá ÇáãÚÑßÉ ÓÊÍÕá Úáì ÊÃËíÑ ÅßÓíÑ ÇáŞãÑ	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	ÃÍÕá Úáì ŞæÉ ÇáÙáÇã áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	ÃÍÕá Úáì ŞæÉ ÇáÃÑÖ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	ÃÍÕá Úáì ŞæÉ ÇáÈÑŞ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	ÃÍÕá Úáì ŞæÉ ÇáäÇÑ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	ÃÍÕá Úáì ŞæÉ ÇáËáÌ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	ÃÍÕá Úáì ŞæÉ ÇáÑíÇÍ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	ÃÍÕá Úáì ãŞÇæãÉ ÇáÙáÇã áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	ÃÍÕá Úáì ãŞÇæãÉ ÇáÃÑÖ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	ÃÍÕá Úáì ãŞÇæãÉ ÇáÈÑŞ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	ÃÍÕá Úáì ãŞÇæãÉ ÇáäÇÑ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	ÃÍÕá Úáì ãŞÇæãÉ ÇáËáÌ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	ÃÍÕá Úáì ãŞÇæãÉ ÇáÑíÇÍ áãÏÉ %d ËÇäíÉ İí ÇáãÚÑßÉ	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	ÒíÇÏÉ ÅÑÇÏÉ ÓæäÛ ãÇåí (ÍíæíÉ) ÈãŞÏÇÑ 15 áãÏÉ %d ËÇäíÉ	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	ÒíÇÏÉ ÅÑÇÏÉ ÓæäÛ ãÇåí (ĞßÇÁ) ÈãŞÏÇÑ 15 áãÏÉ %d ËÇäíÉ	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	ÒíÇÏÉ ÅÑÇÏÉ ÓæäÛ ãÇåí (ãŞÇæãÉ) ÈãŞÏÇÑ 15 áãÏÉ %d ËÇäíÉ	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	ÒíÇÏÉ ÅÑÇÏÉ ÓæäÛ ãÇåí (ŞæÉ) ÈãŞÏÇÑ 15 áãÏÉ %d ËÇäíÉ	SA
TOOLTIP_HIT_PCT	ÇáÏŞÉ %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	ÇáåÌæã Úáì ÍÌÑ ÇáãÇÊíä íãäÍß +%d%% ÖÑÑ áãÏÉ 5 ËæÇäí (Şæí ÖÏ ÍÌÑ ÇáãÇÊíä)	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	ÇáåÌæã Úáì ÍÌÑ ÇáãÇÊíä íãäÍß +%d ÏİÇÚ áãÏÉ 5 ËæÇäí	SA
TOOLTIP_HP_REGEN	ÊÌÏíÏ äŞÇØ ÇáÍíÇÉ +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	ÇáãÓÊæì ÇáÍÇáí: %d
TOOLTIP_INT	ĞßÇÁ +%d	SA
TOOLTIP_ITEM_ATT_GRADE	ŞíãÉ ÇáåÌæã %d
TOOLTIP_ITEM_ATT_POWER	ŞíãÉ ÇáåÌæã %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	ŞíãÉ ÇáåÌæã %d
TOOLTIP_ITEM_ATT_POWER_REFINE	ŞíãÉ ÇáåÌæã %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	ÓÑÚÉ ÇáåÌæã %s
TOOLTIP_ITEM_DEF_GRADE	ÏİÇÚ %d
TOOLTIP_ITEM_FAST	ÓÑíÚ
TOOLTIP_ITEM_LIMIT_CON	ÇáÍÏ ÇáÃŞÕì ãä ŞæÉ ÇáÍíÇÉ: %d
TOOLTIP_ITEM_LIMIT_DEX	ÇáÍÏ ÇáÃŞÕì ááãäÇæÑÉ: %d
TOOLTIP_ITEM_LIMIT_INT	ÇáÍÏ ÇáÃŞÕì ááĞßÇÁ: %d
TOOLTIP_ITEM_LIMIT_LEVEL	ÇÈÊÏÇÁ ãä ÇáãÓÊæì: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	ÇáÍÏ ÇáÃÏäì áãÓÊæì ÇáÈØá: %d
TOOLTIP_ITEM_LIMIT_STR	ÇáÍÏ ÇáÃŞÕì ááŞæÉ: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	ŞíãÉ ÇáåÌæã ÇáÓÍÑí %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	ŞíãÉ ÇáåÌæã ÇáÓÍÑí %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	ÇáÏİÇÚ ÇáÓÍÑí %d
TOOLTIP_ITEM_NORMAL	ØÈíÚí
TOOLTIP_ITEM_SLOW	ÈØíÁ
TOOLTIP_ITEM_VERY_FAST	ÓÑíÚ ÌÏÇğ
TOOLTIP_ITEM_VERY_SLOW	ÈØíÁ ÌÏÇğ
TOOLTIP_ITEM_WEARABLE_JOB	[ŞÇÈá ááÊÌåíÒ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	ÚäÏ åÒíãÉ ÃÍÏ ÇáÒÚãÇÁ ÊÒÏÇÏ İÑÕÉ ÇáÅÓŞÇØ ÇáÎÇÕÉ Èß ÈŞíãÉ %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	ÑŞã ÇáÍÙ: %d
TOOLTIP_MAGIC_ATTBONUS_PER	åÌæã ÓÍÑí +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	ŞíãÉ ÇáåÌæã ÇáÓÍÑí +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	ÏİÇÚ ÓÍÑí +%d	SA
TOOLTIP_MALL_ATTBONUS	ŞíãÉ ÇáåÌæã +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	ŞíãÉ ÇáåÌæã	SNA
TOOLTIP_MALL_AUTOLOOT	ÓíÊã ÊáŞÇÆíÇğ ÊÓÌíá ÇáíÇäÛ.	SNA
TOOLTIP_MALL_DEFBONUS	ÇáÏİÇÚ +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	ÏİÇÚ	SNA
TOOLTIP_MALL_EXPBONUS	äŞÇØ ÇáÎÈÑÉ +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	äŞÇØ ÇáÎÈÑÉ áãŞåì ÇáÅäÊÑäÊ ÇáÅÖÇİíÉ +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50 % ÎÈÑÉ ÅÖÇİíÉ	SNA
TOOLTIP_MALL_FISH_MIND	ÇÑÊİÇÚ äÌÇÍ İÑÕ ÕíÏ ÇáÓãß.	SNA
TOOLTIP_MALL_GOLDBONUS	ÅÑÊİÚÊ İÑÕ ÅÓŞÇØ ÇáíÇäÛ ÈãŞÏÇÑ %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	İÑÕ ãÖÇÚİÉ İí ÅÓŞÇØ ÇáíÇäÛ	SNA
TOOLTIP_MALL_ITEMBONUS	ÅÑÊİÚÊ İÑÕ ÅÓŞÇØ ÇáÃÔíÇÁ ÈãŞÏÇÑ %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	ãŞåì ÅäÊÑäÊ İÑÕ Ûäã ÈäæÏ ÒÇÆÏ %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	ÅÑÊİÚÊ İÑÕ ÅÓŞÇØ ÇáÃÔíÇÁ ÈäÓÈÉ 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	ÒíÇÏÉ äŞÇØ ÇáÍÈ ÈÓÑÚÉ ÃßÈÑ.	SNA
