ACCE_ABSORB_COST	Êüóôïò óõíäõáóìïı: %d
TOOLTIP_AFFECT_GUILD_WHITE_DRAGON_LAIR_BUFF_POTION	+15% Áíôßóôáóç åíÜíôéá óôç ÆçìéÜ Éêáíüôçôáò\n+15% Áíôßóôáóç åíÜíôéá óôç ÆçìéÜ ×ôõğŞìáôïò	SNA
TOOLTIP_AFFECT_GUILD_WHITE_DRAGON_LAIR_RAGE_DEBUFF	Ç åîáğïëõìİíç äıíáìç ôïõ Ìğáëáèüñ ğñïêáëåß ğáãùíéÜ. Ç Ôá÷ıôçôá åğßèåóçò åßíáé ìåéùìİíç.	SNA
TOOLTIP_AFFECT_HEAVY_BLEEDING	ÄõíáôŞ Áéìïññáãßá	SNA
TOOLTIP_AFFECT_ICECREAM	×ùíÜêé ğáãùôü\nÔá÷ıôçôá êßíçóçò +10\nÅğßèåóç ìáãåßáò/åî åğáöŞò +5%\nÅÌĞ +10%\n	SNA
TOOLTIP_AFFECT_IMMUNE_MINE_TOWER_SKILL	ÅéóéôŞñéï Ğñïóôáóßáò ÅêñŞîåùí	SNA
TOOLTIP_AFFECT_INCREASE_REFINE_PCT	Åõëïãßá, ğïõ ìåôÜ ôçí åíåñãïğïßçóç áõîÜíåé ìéá öïñÜ ôçí ğéèáíüôçôá åğéôõ÷ßáò ôïõ åğüìåíïõ åîåõãåíéóìïı êáôÜ %d%%.	SA
TOOLTIP_AFFECT_INVINCIBILITY_DECCAN	Áóğßäá Nezerath: Ôá ôİñáôá ğïõ êáëåß ï Nezerath ôïí ğñïóôáôåıïõí áğü êáëåóìİíá ôİñáôá.	SNA
TOOLTIP_AFFECT_IRON_DRAGON_BLESS	Õğüëïéğá Öïñôßá ãéá 10%% ìåßùóç æçìéÜò: %d
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Øõ÷İò (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Ğïëıôéìåò øõ÷İò (%d/150)	SA
TOOLTIP_AFFECT_LOOTING_SYSTEM	ĞÜóï ëåßáò	SNA
TOOLTIP_AFFECT_LUCKY_EVENT	Buff ÔåñÜôùí	SNA
TOOLTIP_AFFECT_MERCENARY_MAX_ACTIVE_INCREASE	ÁõîÜíåé ôç ìİãéóôç Áíôï÷Ş êáôÜ +%d	SA
TOOLTIP_AFFECT_MIND_CONTROL	ÓêïôåéíŞ ÅğéññïŞ	SNA
TOOLTIP_AFFECT_MI_BUFF	Buff ÊáôÜêôçóçò \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Ğôşóç áğü æşï éğğáóßáò	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_ATTACK_SPEED	Ôá÷ıôáôç Èıåëëá	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EFFECT_UP	Åíéó÷ıåé ôçí Åğßäñáóç éğğáóßáò	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EXP	ÅÌĞ	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_GYEONGGONG	ÂÜäéóìá Öôåñïı	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_HIT_PCT	Áêñßâåéá	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_INVINCIBILITY	ÁŞôôçôïò	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_ASSASIN	Äıíáìç åíÜíôéá óå Íßíôæá
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SHAMAN	Äıíáìç åíÜíôéá óå ÓáìÜíïõò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SURA	Äıíáìç åíÜíôéá óå Sura
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WARRIOR	Äıíáìç åíÜíôéá óå Ğïëåìéóôİò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WOLF	Äıíáìç åíÜíôéá óå Ëõêáíïıò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_KNOCKBACK	Êáìßá ÁíÜêñïõóç	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_NIMBLE	ÃñŞãïñï Ğİôáëï	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_ANIMAL	Äıíáìç åíÜíôéá óå Æşá
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_CZ	Äıíáìç åíÜíôéá óå ÆùäéáêÜ ôİñáôá
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DESSERT	Äıíáìç åíÜíôéá óå Ôİñáôá åñŞìïõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DEVIL	Äõíáôü åíÜíôéá óå Äéáâüëïõò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_HUMAN	Äıíáìç åíÜíôéá óå Çìéáíèñşğïõò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_INSECT	Äıíáìç åíÜíôéá óå ¸íôïìá
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MILGYO	Äıíáìç åíÜíôéá óå Åóşôåñïõò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MONSTER	Äıíáìç åíÜíôéá óå üëá ôá ôİñáôá
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_UNDEAD	Äıíáìç åíÜíôéá óå Áğİèáíôïõò
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_WONGGUI	Äıíáìç åíÜíôéá óå Ïñê
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_HP	Èİëçóç SungMa (VIT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_IMMUNE	Èİëçóç SungMa (INT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_MOVE	Èİëçóç SungMa (RES)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_STR	Èİëçóç SungMa (STR)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_TO_STRONG	Éğğáóßá	SNA
TOOLTIP_AFFECT_NORMAL_ATTACK_DAMAGE_BUFF	%0.1f x êáíïíéêŞ æçìéÜ åğßèåóçò
TOOLTIP_AFFECT_NORMAL_ATTACK_FORCE_TYPE	Ç÷ş ôçò Äıíáìçò
TOOLTIP_AFFECT_NO_FALLEN	Áíôßóôáóç óå ğôşóç	SNA
TOOLTIP_AFFECT_OTHER_WORLD_DEAD_SOUL	Ïé ìİãéóôïé HP ìåéşèçêáí êáôÜ %d%%.	SA
TOOLTIP_AFFECT_OTHER_WORLD_GOBLIN_PROTECTION	Óôçí ÊáôÜñá äåí ìğïñåß íá óå âñåé ç ÊáôÜñá ôïõ Áóìüäåïõ.	SNA
TOOLTIP_AFFECT_OTHER_WORLD_YEOMWANG_CURSE	Ç æçìéÜ ğïõ ğñïêáëåßôáé óå ôİñáôá åßíáé 30% ìåãáëıôåñåò.	SNA
TOOLTIP_AFFECT_PASWAE	Ìåéşíåé ôçí ¢ìõíá êáé ôçí Ôá÷ıôçôá Êßíçóçò ãéá 5 äåõôåñüëåğôá.
TOOLTIP_AFFECT_POLYMORPH	Ğïëõìïñößá	SNA
TOOLTIP_AFFECT_POLYMORPH_DEBUFF	Ìåôáìüñöùóç (debuff)	SNA
TOOLTIP_AFFECT_PREMIUM_MEMBERSHIP_BUFF	Éäéüôçôá ìİëïõò Metin+\n\nÈá âñåéò üëåò ôéò ëåğôïìİñåéåò êáé ñõèìßóåéò ãéá ôçí Éäéüôçôá ìİëïõò Metin+ óôçí áíôßóôïé÷ç óåëßäá ğáôşíôáò «Ôé íİï õğÜñ÷åé;».	SNA
TOOLTIP_AFFECT_PREMIUM_PRIVATE_SHOP	Ğñïóùğéêü ğñïíïìéïı÷ï êáôÜóôçìá	SNA
TOOLTIP_AFFECT_RAMADNA_CANDY	ÃëõêÜ \n+10 Ôá÷ıôçôá êßíçóçò \n+5% ÆçìéÜ åğßèåóçò \n+10% ÅÌĞ	SNA
TOOLTIP_AFFECT_RANJU	Ïéíüìåëï \n+10 Ôá÷ıôçôá êßíçóçò \n+5% ÆçìéÜ åğßèåóçò \n+10% ÅÌĞ	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Áıîçóç ÷ñüíïõ çñåìßáò	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Áíôßóôáóç óôç ÆçìéÜ Éêáíüôçôáò +15% | Áíôßóôáóç åíÜíôéá óôçí êáíïíéêŞ ÆçìéÜ åğßèåóçò +15%	SNA
TOOLTIP_AFFECT_REFINE_FREE_MATERIAL	Åõëïãßá, ğïõ ìåôÜ ôçí åíåñãïğïßçóç öñïíôßæåé íá ìçí êáôáíáëşíåé õëéêÜ ï åğüìåíïò åîåõãåíéóìüò.	SNA
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	ÅëéîŞñéï ôïõ ÅñåõíçôŞ	SNA
TOOLTIP_AFFECT_RHP_REGEN	Äåí åßíáé äõíáôŞ ç îåêïıñáóç.	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Ìğüíïõò áğïèŞêåõóçò\n +3% ÅÌĞ	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Ìğüíïõò áğïèŞêåõóçò\n+20 Üìõíá	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Ìğüíïõò áğïèŞêåõóçò\n+1% HP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Ìğüíïõò áğïèŞêåõóçò\n+3% äıíáìç åíÜíôéá óå ôİñáôá	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_A	ÁğïêôÜò İíá åğéğëİïí Êïõôß èçóáõñïı áí ïëïêëçñşóåéò åğéôõ÷şò ôïí Íáü Öéäéşí Ş ôç ËÜêá Âïñåßïõ Áíİìïõ.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_B	ÁğïêôÜò İíá åğéğëİïí Êïõôß èçóáõñïı áí íéêŞóåéò ôïí Jotun Thrym Ş ïëïêëçñşóåéò ôïí Æùäéáêü Íáü.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_C	ÁğïêôÜò İíá åğéğëİïí Êïõôß èçóáõñïı áí íéêŞóåéò ôïí ÁæñáŞë Ş ôïí Beran-Setaou.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_A	Ğñüïäïò Íáïı Áßíéãìá Ìğüíïõò Á: %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_B	Ğñüïäïò Íáïı Áßíéãìá Ìğüíïõò Â: %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_C	Ğñüïäïò Íáïı Áßíéãìá Ìğüíïõò Ã: %d	SA
TOOLTIP_AFFECT_SET_ITEM_1	Éåñü Ìğüíïõò áğü Óåô	SNA
TOOLTIP_AFFECT_SET_ITEM_2	Ëáìğñü Ìğüíïõò áğü Óåô	SNA
TOOLTIP_AFFECT_SET_ITEM_3	Éğğïôéêü Ìğüíïõò áğü Óåô	SNA
TOOLTIP_AFFECT_SET_ITEM_4	Ğñéãêéğéêü Ìğüíïõò áğü Óåô	SNA
TOOLTIP_AFFECT_SET_ITEM_5	Ìåãáëåéşäåò Ìğüíïõò áğü Óåô	SNA
TOOLTIP_AFFECT_SHACKLE	ÄåóìÜ
TOOLTIP_AFFECT_SKILL_ATTACK_DAMAGE_BUFF	%0.1f x ÆçìéÜ ÉêáíïôŞôùí
TOOLTIP_AFFECT_SKILL_ATTACK_FORCE_TYPE	Ç÷ş Éêáíüôçôáò
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_RANK_BUFF	×åéìåñíŞ Ìáãåßá	SNA
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_RANK_BUFF_ACQUIRED	: ÁğïêôŞèçêå\n
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_RANK_BUFF_NOT_ACQUIRED	: Äåí áğïêôŞèçêå\n
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_SNOWFLAKE_BUFF_1	Ìáãåßá ×éïíïíéöÜäáò	SNA
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_SNOWFLAKE_BUFF_2	Ìğïñåßò íá áğïêôŞóåéò ×éïíüìğáëåò êáé ÊëáäéÜ ×éïíÜíèñùğïõ áğü íéêçìİíá ôİñáôá.
TOOLTIP_AFFECT_SUNGMAHEE_TOWER_CURSE	ÊáôÜñá Sung Mahi (óõìøçöéóìİíç %d öïñİò). Ïé HP óïõ ğİöôïõí êáôÜ 10%% êÜèå 10 äåõôåñüëåğôá áíÜ óùñü. Ìğïñåß íá óõìøçöéóôåß ùò êáé 10 öïñİò.	SA
TOOLTIP_AFFECT_SUNGMA_ALL	ÁõîÜíåé üëåò ôéò áîßåò SungMa êáôÜ 10 %.	SNA
TOOLTIP_AFFECT_SUNGMA_DESC	Áõôü ôï ìİñïò åßíáé ãåìÜôï áğü ôç Èİëçóç ôïõ Sung Mahi.
TOOLTIP_AFFECT_SUNGMA_HP	Èİëçóç Sung Mahi (VIT): %d
TOOLTIP_AFFECT_SUNGMA_HP_BUFF	ÁõîÜíåé ôç Èİëçóç SungMa (VIT) óïõ êáôÜ +%d.	SA
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Èİëçóç Sung Mahi (INT): %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE_BUFF	ÁõîÜíåé ôç Èİëçóç SungMa (INT) óïõ êáôÜ +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE	Èİëçóç Sung Mahi (RES): %d
TOOLTIP_AFFECT_SUNGMA_MOVE_BUFF	ÁõîÜíåé ôç Èİëçóç SungMa (RES) óïõ êáôÜ +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE_DEBUFF	-20 Èİëçóç SungMa (RES)	SNA
TOOLTIP_AFFECT_SUNGMA_STR	Èİëçóç Sung Mahi (STR): %d
TOOLTIP_AFFECT_SUNGMA_STR_BUFF	ÁõîÜíåé ôç Èİëçóç SungMa (STR) óïõ êáôÜ +%d.	SA
TOOLTIP_AFFECT_SUNGMA_STR_DEBUFF	-20 Èİëçóç SungMa (STR)	SNA
TOOLTIP_AFFECT_WHITE_DRAGON_BLESS	Õğüëïéğá Öïñôßá ãéá 10%% ìğüíïõò æçìéÜò: %d
TOOLTIP_AFFECT_WORLD_BOSS_DAILY_REWARD	Êáèçìåñéíü ìğüíïõò ôïõ event áñ÷çãïı êüóìïõ\n Áîßá Åğßèåóçò +%d%%	SA
TOOLTIP_AFFECT_WORLD_BOSS_REWARD	Èİóç ôïõ event áñ÷çãïı êüóìïõ\n Ñßøç áíôéêåéìİíùí +%d	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Óå ğåñßğôùóç ÷áìçëşí ğüíôùí êáôÜôáîçò áõîÜíåôáé ç æçìéÜ.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Áíôßóôáóç óå êñßóéìá ÷ôõğŞìáôá +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Áíôßóôáóç óå äéáôñçôéêÜ ÷ôõğŞìáôá +%d%%	SA
TOOLTIP_ANTI_SELL	Äåí ìğïñåß íá ğïõëçèåß óå êáôÜóôçìá.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Ğéèáíüôçôá áğïññüöçóçò: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Äõíáôü åíÜíôéá óå Æşá +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Äõíáôü åíÜíôéá óå Íßíôæá +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Èñáıóç Üìõíáò êáìğÜíáò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Èñáıóç Üìõíáò âİëïõò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Èñáıóç Üìõíáò íõ÷éşí +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Äıíáìç åíÜíôéá óå æùäéáêÜ ôİñáôá +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Èñáıóç Üìõíáò óôéëİôïõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Äıíáìç åíÜíôéá óå ôİñáôá åñŞìïõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Äõíáôü åíÜíôéá óå ÄéÜâïëï +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DRAGON	Äıíáìç åíÜíôéá óå ÄñÜêïõò +%d %%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Èñáıóç Üìõíáò âåíôÜëéáò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Äõíáôü åíÜíôéá óå Çìéáíèñşğïõò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Äıíáìç åíÜíôéá óå İíôïìá +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Äõíáôü åíÜíôéá óå Ìõóôéêéóôİò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Äõíáôü åíÜíôéá óå Ôİñáôá +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MOON	Äıíáìç åíÜíôéá óå Ôİñáôá ÓåëçíïóêéÜò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MYSTERY_DUNGEON	Äıíáìç åíÜíôéá óå ÌõóôŞñéá +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Äõíáôü åíÜíôéá óå Ïñê +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Äõíáôü åíÜíôéá óå ÓáìÜíïõò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Äõíáôü åíÜíôéá óå Sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Èñáıóç Üìõíáò îßöïõò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Èñáıóç Üìõíáò äß÷åéñïõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Äõíáôü åíÜíôéá óå Áğİèáíôïõò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Äõíáôü åíÜíôéá óå Ğïëåìéóôİò +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Äıíáìç åíÜíôéá óå Ëõêáíïıò + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Åğßèåóç áéìïññáãßáò + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Áíôßóôáóç óå åğéèİóåéò áéìïññáãßáò + %d%%	SA
TOOLTIP_APPLY_BLOCK	Ğéèáíüôçôá áğüêñïõóçò åğßèåóçò óşìá ìå óşìá %d%%	SA
TOOLTIP_APPLY_BLOCK_PENETRATE_PCT	+%d %% ÄéÜôñçóç ìğëïêáñßóìáôïò	SA
TOOLTIP_APPLY_BONUS_BLOCK_PENETRATE_PCT	+%d%% óõí. áîßáò ÄéÜôñçóç ìğëïêáñßóìáôïò	SA
TOOLTIP_APPLY_BONUS_HIT_PCT	+%d%% Áêñßâåéá	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Áíáğëçñşíåé SP êÜèå 5 äåõôåñüëåğôá óå ìÜ÷ç %d	SA
TOOLTIP_APPLY_CONFUSION_TO_MOB	Ğéèáíüôçôá Óıã÷õóçò: %0.1f%%	SA
TOOLTIP_APPLY_CRITICAL_PCT	Ğéèáíüôçôá Êñßóéìïõ ×ôõğŞìáôïò +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% ğéèáíüôçôá íá áíáêôŞóåéò SP üôáí óå ÷ôõğŞóïõí	SA
TOOLTIP_APPLY_DODGE	%d%% ğéèáíüôçôá íá áğïöıãåéò âİëç	SA
TOOLTIP_APPLY_ENCHANT_DARK	Äıíáìç óêüôïõò +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Äıíáìç óêüôïõò +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Äıíáìç ãçò +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Äıíáìç ãçò +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Äıíáìç áóôñáğşí +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Äıíáìç áóôñáğşí +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Äıíáìç öùôéÜò +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Äıíáìç öùôéÜò +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Äıíáìç ğÜãïõ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Äıíáìç ğÜãïõ +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Äıíáìç áíİìïõ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Äıíáìç áíİìïõ +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% ğéèáíüôçôá ãéá ìğüíïõò ÅÌĞ	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% ğéèáíüôçôá ãéá äéğëÜóéá Yang	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Áíïóßá óôçí Áéìïññáãßá	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Áíïóßá óôçí ğôşóç	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Áíïóßá óôï ÄçëçôŞñéï	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	¢ìõíá óôçí êáèõóôİñçóç	SNA
TOOLTIP_APPLY_IMMUNE_STUN	¢ìõíá óôç ëéğïèõìßá	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% ğéèáíüôçôá ãéá äéğëÜóéá áíôéêåßìåíá	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% ğéèáíüôçôá áíÜêôçóçò HP	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% ğéèáíüôçôá áíÜêôçóçò SP	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% Ğéèáíüôçôá êëïğŞò ÌÜíá	SA
TOOLTIP_APPLY_MAX_HP_PCT	Ìåã. HP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Ìåã. SP +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Áíôßóôáóç óå åğéèİóåéò ôåñÜôùí %d	SA
TOOLTIP_APPLY_NOAFFECT	×ùñßò áğïôİëåóìá
TOOLTIP_APPLY_NO_DEATH_PENALTY	Äåí ÷Üíïíôáé âáèìïß åìğåéñßáò êáôÜ ôçí áíÜóôáóç ôïõ ÷áñáêôŞñá óôïí ôüğï èáíÜôïõ.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Ï ÄñÜêïò Èåüò óå ğñïóôáôåıåé ìå ôéò öôåñïıãåò ôïõ. Áí áíáóôçèåßò óôï ìİñïò üğïõ ğİèáíåò, äåí ÷Üíåéò ğüíôïõò åìğåéñßáò.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% Ğéèáíü ×ôığçìá ÄéÜôñçóçò	SA
TOOLTIP_APPLY_POISON_PCT	Ğéèáíüôçôá Äçëçôçñßáóçò %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Áíôßóôáóç óôï äçëçôŞñéï %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Áıîçóç åğßäñáóçò ößëôñïõ %d%%	SA
TOOLTIP_APPLY_REFLECT_CURSE	Ğéèáíüôçôá áíÜêëáóçò êáôÜñáò: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% ğéèáíüôçôá áíÜêëáóçò ÷ôõğŞìáôïò óşìá ìå óşìá	SA
TOOLTIP_APPLY_REFUSE_EXP	Êáìßá óõëëïãŞ åìğåéñßáò	SNA
TOOLTIP_APPLY_RESIST_ASSASSIN	Ğéèáíüôçôåò Üìõíáò áğü åğéèİóåéò Íßíôæá: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	¢ìõíá ÊáìğÜíáò %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	¢ìõíá íõ÷éşí + %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	¢ìõíá Óôéëİôïõ %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	¢ìõíá ÂåíôÜëéáò%d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Áíôßóôáóç óå Çìéáíèñşğïõò %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Áíôßóôáóç óå ğôşóç +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Ğéèáíüôçôåò Üìõíáò áğü åğéèİóåéò óáìÜíïõ: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Ğéèáíüôçôåò Üìõíáò áğü åğéèİóåéò Sura: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	¢ìõíá Îßöïõò %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	¢ìõíá Äıï ×åñéşí %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Ğéèáíüôçôåò Üìõíáò áğü åğéèİóåéò ğïëåìéóôŞ: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Áíôßóôáóç Áíİìïõ %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Ğéèáíüôçôá Üìõíáò åíÜíôéá óå Ëõêáíïıò + %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Ç ğéèáíüôçôá íá ìÜèåéò áğü ôá âéâëßá, áíáâáèìßóôçêå êáôÜ ğáñÜãïíôá 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Áí áğïôı÷åé ç åêìÜèçóç, İ÷åéò Üëëç ìéá ğñïóğÜèåéá.	SNA
TOOLTIP_APPLY_SLOW_PCT	%d%% ğéèáíüôçôá åğéâñÜäõíóçò	SA
TOOLTIP_APPLY_STEAL_HP	%d%% æçìéÜ èá áğïññïöçèåß áğü HP.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% æçìéÜ áğïññïöÜôáé áğü SP.	SA
TOOLTIP_APPLY_STUN_PCT	%d%% ğéèáíüôçôá ëéğïèõìßáò	SA
TOOLTIP_ARMOR	Ğáíïğëßá
TOOLTIP_ARROW	Âİëïò
TOOLTIP_ASSASSIN	Íßíôæá
TOOLTIP_ATTBONUS_PER_ANIMAL	Äıíáìç åíÜíôéá óå Æşá (+%d%% ôçò óõíïëéêŞò áîßáò)	SA
TOOLTIP_ATTBONUS_PER_CZ	Äıíáìç åíÜíôéá óå æùäéáêÜ ôİñáôá (+%d%% ôçò óõíïëéêŞò áîßáò)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Äıíáìç åíÜíôéá óå ôİñáôá åñŞìïõ (+%d%% ôçò óõíïëéêŞò áîßáò)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Äıíáìç åíÜíôéá óå Äéáâüëïõò (+%d%% ôçò óõíïëéêŞò áîßáò)	SA
