ACCE_ABSORB_COST	Koszty po³¹czenia: %d
TOOLTIP_AFFECT_SUNGMA_HP_BUFF	Zwiêksza twoj¹ wola SungMa (WIT) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Wola SungMa (INT): %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE_BUFF	Zwiêksza twoj¹ wola SungMa (INT) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE	Wola SungMa (ODP): %d
TOOLTIP_AFFECT_SUNGMA_MOVE_BUFF	Zwiêksza twoj¹ wola SungMa (ODP) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE_DEBUFF	-20 Woli SungMa (ODP)	SNA
TOOLTIP_AFFECT_SUNGMA_STR	Wola SungMa (SI£A): %d
TOOLTIP_AFFECT_SUNGMA_STR_BUFF	Zwiêksza twoj¹ wola SungMa (SI£A) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_STR_DEBUFF	-20 Woli SungMa (SI£A)	SNA
TOOLTIP_AFFECT_WHITE_DRAGON_BLESS	Pozosta³e ³adunki 10%% bonusu do obra¿eñ: %d
TOOLTIP_AFFECT_WORLD_BOSS_DAILY_REWARD	Dzienny bonus misji eventu Boss Œwiata\nSi³a ataku +%d%%	SA
TOOLTIP_AFFECT_WORLD_BOSS_REWARD	Bonus rangi eventu Boss Œwiata\n Dropy przedmiotu +%d	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Niski ranking powoduje zwiêkszenie zadawanych obra¿eñ.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Odpornoœæ na cios krytyczny +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Odpornoœæ na przeszywaj¹cy cios +%d%%	SA
TOOLTIP_ANTI_SELL	Nie mo¿e zostaæ sprzedany w Magazynie
TOOLTIP_APPLY_ACCEDRAIN_RATE	Stopnieñ absorpcji: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Silny przeciwko Zwierzêtom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Silny przeciwko Ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Z³amanie Odpornoœci na Dzwony +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Z³amanie Odpornoœci na Strza³y +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Z³amanie Odpornoœci na Szpony +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Si³a w walce z potworami Zodiaku +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Z³amanie Odpornoœci na Sztylety: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Si³a w walce z potworami pustyni +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Si³a w walce z diab³ami +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DRAGON	Si³a w walce ze smokami +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Z³amanie Odpornoœci na Wachlarze +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Si³a w walce z pó³ludŸmi +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Si³a w walce z insektami +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Silny przeciwko Mistykom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Silny przeciwko Potworom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MOON	Si³a w walce z potworami Mroku Ksiê¿yca +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MYSTERY_DUNGEON	Si³a przeciwko tajemnicom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Silny przeciwko Orkom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Silny przeciwko Szamanom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Silny przeciwko Sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Z³amanie Odpornoœci na Miecze: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Z³amanie Odpornoœci na Broñ oburêczn¹ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Silny przeciwko Nieumar³ym +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Silny przeciwko Wojownikom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Silny przeciwko Likanom + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Atak krwawienia + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Odpornoœæ na atak krwawienia + %d%%	SA
TOOLTIP_APPLY_BLOCK	Szansa na blok ciosów %d%%	SA
TOOLTIP_APPLY_BLOCK_PENETRATE_PCT	+%d%% przebicia bloku	SA
TOOLTIP_APPLY_BONUS_BLOCK_PENETRATE_PCT	+%d%% wartoœci ca³kowitej przebicia bloku	SA
TOOLTIP_APPLY_BONUS_HIT_PCT	+%d%% precyzji	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Odzyskiwanie PE przez 5 sekund podczas Bitwy %d	SA
TOOLTIP_APPLY_CONFUSION_TO_MOB	Szansa na Zamieszanie: %0.1f%%	SA
TOOLTIP_APPLY_CRITICAL_PCT	Szansa na cios krytyczny +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	Szansa na odzyskanie PE: %d%%	SA
TOOLTIP_APPLY_DODGE	Szansa na unikniêcie Strza³y: %d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Si³a Mroku +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Si³a Mroku +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Si³a Ziemi +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Si³a Ziemi +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Si³a B³yskawic +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Si³a B³yskawic +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Si³a Ognia +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Si³a Ognia +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Si³a Lodu +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Si³a Lodu +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Si³a Wiatru +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Si³a Wiatru +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	Szansa na Bonus DOŒ: %d%%	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	Szansa na podwójn¹ iloœæ Yang: %d%%	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Odpornoœæ na krwawienie	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Niewra¿liwy na Upadek	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Odpornoœæ na truciznê	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Odpornoœæ na Spowolnienia	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Odpornoœæ na Omdlenia	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	Szansa na podwójn¹ iloœæ Przedmiotów: %d%%	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	Szansa na odzyskanie P¯: %d%%	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	Szansa na odzyskanie PE: %d%%	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% Szansa na kradzie¿ PE	SA
TOOLTIP_APPLY_MAX_HP_PCT	Maks. P¯ +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Maks. PE +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Odpornoœæ na atak potworów %d	SA
TOOLTIP_APPLY_NOAFFECT	Brak efektu
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nie tracisz Punktów Doœwiadczenia podczas wznawiania gry w miejscu œmierci.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Bóg Smoków rozpostar³ nad tob¹ swoje ochronne skrzyd³a. Jeœli zostaniesz o¿ywiony w miejscu swojej œmierci, nie stracisz punktów doœwiadczenia.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Szansa na przeszywaj¹ce Uderzenie: %d%%	SA
TOOLTIP_APPLY_POISON_PCT	Szansa na Otrucie %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Odpornoœæ na Trucizny: %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Mikstury %d%% efekt podniesiony	SA
TOOLTIP_APPLY_REFLECT_CURSE	Szansa na odbicie Kl¹twy: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% Szansa na odbicie Ciosu	SA
TOOLTIP_APPLY_REFUSE_EXP	Nie zbieraj doœwiadczenia	SNA
TOOLTIP_APPLY_RESIST_ASSASSIN	Odpornoœæ na Ninja: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Odpornoœæ na Dzwony: %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Odpornoœæ na Szpony +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Odpornoœæ na Sztylety: %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Odpornoœæ na Wachlarze: %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Odpornoœæ na pó³ludzi %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Odpornoœæ na Upadek +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Odpornoœæ na Szamanów: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Odpornoœæ na Sura: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Odpornoœæ na Miecze: %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Odpornoœæ na Broñ Dwurêczn¹: %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Odpornoœæ na Wojowników: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Odpornoœæ na Wiatr: %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Odpornoœæ na Atak Likanów + %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Szansa na pomyœln¹ naukê zwiêkszona o wspó³czynnik 2.5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Jeœli trening siê nie powiedzie, mo¿esz od razu spróbowaæ ponownie.	SNA
TOOLTIP_APPLY_SLOW_PCT	Szansa na Spowolnienie %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% obra¿eñ bêdzie dodanych do P¯	SA
TOOLTIP_APPLY_STEAL_SP	%d%% obra¿eñ bêdzie dodanych do PE	SA
TOOLTIP_APPLY_STUN_PCT	Szansa na Omdlenie %d%%	SA
TOOLTIP_ARMOR	Zbroja
TOOLTIP_ARROW	Strza³a
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_PER_ANIMAL	Si³a w walce ze zwierzêtami (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_CZ	Si³a w walce z potworami Zodiaku (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Si³a w walce z potworami pustyni (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Si³a w walce z diab³ami (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Si³a w walce z pó³ludŸmi (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_INSECT	Si³a w walce z insektami (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Si³a w walce z mistykami (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	Si³a w walce z potworami (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_ORC	Si³a w walce z orkom (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_STONE	Si³a w walce z kamieniami Metin (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Si³a w walce z nieumar³ymi (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% si³y przeciwko kamieniom Metin	SA
TOOLTIP_ATT_GRADE	Wartoœæ Ataku +%d	SA
TOOLTIP_ATT_SPEED	Szybkoœæ Ataku +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Zmniejszona Szybkoœæ Ataku	SNA
TOOLTIP_AUTO_DAMAGE_POTION_REST	Pozosta³y czas: %d
TOOLTIP_AUTO_PICKUP	Posiadasz %d%% szansy, ¿e przez 30 sek. zbierzesz automatycznie przedmioty w twoim pobli¿u	SA
TOOLTIP_AUTO_POTION_HP	Eliksir S³oñca
TOOLTIP_AUTO_POTION_REST	Pozosta³o: %.2f%%
TOOLTIP_AUTO_POTION_SP	Eliksir Ksiê¿yca
TOOLTIP_AUTO_POTION_USING	Aktywny
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto £owy	SNA
TOOLTIP_BATTLE_POTION	Mikstura Pojedynku Strefy Walki	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	Bezkresna Wytrzyma³oœæ	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	Zwiêkszona szybkoœæ ruchu	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	Zmniejszona szybkoœæ ruchu	SNA
TOOLTIP_BOW_DISTANCE	Zasiêg +%dm	SA
TOOLTIP_BUYPRICE	Cena: %s
TOOLTIP_CAST_SPEED	Szybkoœæ Zaklêcia +%d%%	SA
TOOLTIP_CON	Witalnoœæ +%d	SA
TOOLTIP_CONFUSION_IMMUNE	Odpornoœæ na zamieszanie
TOOLTIP_COSTUME_ATTR_BONUS	Bonus kostiumu %d%%	SA
TOOLTIP_CURSE_OF_DARKNESS_UI_CONTENT	Zwiêksza z ka¿dym u¿yciem atak i obronê Aamona\noraz pozwala mu czêœciej u¿ywaæ umiejêtnoœci.\nPo 5 zastosowaniach mo¿esz, z pomoc¹ Albiry, u¿yæ mocy Okruchów S³oñca\n, aby zdj¹æ kl¹twê Mroku Ksiê¿yca.
TOOLTIP_CURSE_OF_DARKNESS_UI_TITLE	Kl¹twa Mroku Ksiê¿yca (%d-krotnie)
TOOLTIP_CURSE_OF_ELEMENTAL	Kl¹twa ¯ywio³ów (na³o¿ona %d razy). Twoje P¯ stale siê obni¿aj¹. Mo¿na nak³adaæ do 10 razy.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbuje obra¿enia do %d%% jako P¯	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbuje obra¿enia do %d%% jako PE	SA
TOOLTIP_DEF_GRADE	Obrona +%d	SA
TOOLTIP_DEX	Zrêcznoœæ +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Przy zsiadaniu z wierzchowca zwiêkszy siê szybkoœæ ruchu o %d%% na 10 sekund	SA
TOOLTIP_DRAGON_SOUL_DECK1	Niebo	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Ziemia	SNA
TOOLTIP_DS_SET	Zestaw efektu SSK	SNA
TOOLTIP_DURATION	Czas trwania
TOOLTIP_EAR	Kolczyki
TOOLTIP_ENCHANT_PER_DARK	Si³a Mroku (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ENCHANT_PER_EARTH	Si³a Ziemi (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ENCHANT_PER_ELECT	Si³a B³yskawic (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ENCHANT_PER_FIRE	Si³a Ognia (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ENCHANT_PER_ICE	Si³a Lodu (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ENCHANT_PER_WIND	Si³a Wiatru (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_ENERGY	Energia %d	SA
TOOLTIP_ETC	I tak dalej
TOOLTIP_EXP_BONUS_EVENT	PD +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. dodany bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. dodany bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Punkty %d / %d
TOOLTIP_FISHINGROD_LEVEL	Si³a: %d
TOOLTIP_FISHINGROD_UPGRADE1	Daj Rybakowi,
TOOLTIP_FISHINGROD_UPGRADE2	aby dostaæ
TOOLTIP_FISHINGROD_UPGRADE3	Ulepszon¹ Wêdkê.
TOOLTIP_FISH_LEN	D³ugoœæ: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Nasiona Kwiatów
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. dodany bonus +%d%%	SA
TOOLTIP_GLOVE	Rêkawice
TOOLTIP_GLOVE_BASE_EFFECT_INCREASE	Atrybuty podstawowe twoich rêkawic s¹ zwiêkszone o %d%%.	SA
TOOLTIP_GOLDEN_LAND_OASIS_SHOP_MERCH_REMAIN_COUNT	Pozosta³e zakupy: %d
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_1	Jubiler
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_2	(Buty, kolczyki, bransolety, naszyjniki i talizmany)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	Kowal Zbroi
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(Zbroje, tarcze i he³my)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	Spec. Fabryka Zbroi
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(Rêkawice i pasy)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	Fabryka Broni
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(Broñ)
TOOLTIP_GUILD_BUILDING_GLOVE_1	Fabryka Skóry
TOOLTIP_GUILD_BUILDING_GLOVE_2	(Rêkawice)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	Warsztaty Skór
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(Dostêp do Inskryptorki)
TOOLTIP_GUILD_SKILL_ACCEL	Przyspieszenie +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	B³ogos³awieñstwo Boga Smoków +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Krew Boga Smoków +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Furia Boga Smoków +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Magiczna Pomoc +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Œwiêta Zbroja +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	Burza Balathora \nBrak omdlenia i spowolnienia\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	Nieugiêtoœæ Balathora \nBrak odrzutu\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	Wola Balathora \nBrak og³uszenia, kajdan i zamro¿enia\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% PD | +5% dropu przedmiotu | +10% si³a w walce z potworami	SNA
TOOLTIP_HELMET	He³m
TOOLTIP_HIT_AREA_ELEC_ATTACK	Atakuj potwory w pobli¿u za pomoc¹ b³yskawic, których obra¿enia odpowiadaj¹ obra¿eniom od zwyk³ego ataku.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	Podczas walki otrzymasz efekt eliksiru s³oñca	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Podczas walki otrzymasz efekt eliksiru ksiê¿yca	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Otrzymujesz moc mroku na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Otrzymujesz moc ziemi na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Otrzymujesz moc b³yskawic na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Otrzymujesz moc ognia na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Otrzymujesz moc lodu na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Otrzymujesz moc wiatru na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Otrzymujesz odpornoœæ na mrok na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Otrzymujesz odpornoœæ na ziemiê na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Otrzymujesz odpornoœæ na b³yskawice na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Otrzymujesz odpornoœæ na ogieñ na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Otrzymujesz odpornoœæ na lód na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Otrzymujesz odpornoœæ na wiatr na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Zwiêksza wolê SungMa (WIT) w walce o 15 na %d sek.	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Zwiêksza wolê SungMa (INT) w walce o 15 na %d sek.	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Zwiêksza wolê SungMa (ODP) w walce o 15 na %d sek.	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Zwiêksza wolê SungMa (SI£A) w walce o 15 na %d sek.	SA
TOOLTIP_HIT_PCT	Precyzja %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Podczas ataku na Kamieñ Metin doznajesz +%d%% obra¿eñ przez 5 sekund (si³a w walce z kamieniami Metin)	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Podczas ataku na Kamieñ Metin otrzymasz +%d obrony przez 5 sekund	SA
TOOLTIP_HP_REGEN	Regeneracja P¯: +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Aktualny poziom: %d
TOOLTIP_INT	Inteligencja +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Wartoœæ Ataku: %d
TOOLTIP_ITEM_ATT_POWER	Wartoœæ Ataku: %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Wartoœæ Ataku: %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Wartoœæ Ataku: %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Szybkoœæ Ataku: %s
TOOLTIP_ITEM_DEF_GRADE	Obrona %d
TOOLTIP_ITEM_FAST	Szybki
TOOLTIP_ITEM_LIMIT_CON	Górna granica Witalnoœci: %d
TOOLTIP_ITEM_LIMIT_DEX	Górny limit Zrêcznoœci: %d
TOOLTIP_ITEM_LIMIT_INT	Górna granica Inteligencji: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Od Poziomu: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimalny poziom czempiona: %d
TOOLTIP_ITEM_LIMIT_STR	Górna granica Si³y: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Wartoœæ Magicznego Ataku: %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Wartoœæ Magicznego Ataku: %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magiczna Obrona %d
TOOLTIP_ITEM_NORMAL	Normalny
TOOLTIP_ITEM_SLOW	Wolny
TOOLTIP_ITEM_VERY_FAST	Bardzo szybki
TOOLTIP_ITEM_VERY_SLOW	Bardzo wolny
TOOLTIP_ITEM_WEARABLE_JOB	[ Do ubrania ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Jeœli któryœ z bossów zostanie pokonany, zwiêkszy siê szansa dropu o %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Szczêœliwy Numer: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magiczny atak +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Wartoœæ Magicznego Ataku: +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magiczna Obrona: +%d	SA
TOOLTIP_MALL_ATTBONUS	Wartoœæ Ataku: +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Si³a ataku	SNA
TOOLTIP_MALL_AUTOLOOT	Rêka, która automatycznie podnosi upuszczone Yang.	SNA
TOOLTIP_MALL_DEFBONUS	Obrona: +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Obrona	SNA
TOOLTIP_MALL_EXPBONUS	Punkty Doœwiadczenia: +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe DOŒ Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% wiêcej PD	SNA
TOOLTIP_MALL_FISH_MIND	Szansa schwytania rzadkiej ryby zostanie podwojona.	SNA
TOOLTIP_MALL_GOLDBONUS	Szansa na drop Yang zwiêkszona o %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Szansa znalezienia Yang zostanie podwojona	SNA
TOOLTIP_MALL_ITEMBONUS	Szansa na dropy przedmiotów zwiêkszona o %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe szansa na zdobycie przedmiotów plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Zwiêkszono szansê na dropy przedmiotów o 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punkty Mi³oœci szybciej siê regeneruj¹.	SNA
TOOLTIP_MALL_SAFEBOX	Zwiêkszona pojemnoœæ Magazynu	SNA
TOOLTIP_MAX_HP	Max P¯: +%d	SA
TOOLTIP_MAX_HP_PCT	Max P¯: +%d%%	SA
TOOLTIP_MAX_SP	Max PE: +%d	SA
TOOLTIP_MAX_SP_PCT	Max PE: +%d%%	SA
TOOLTIP_MAX_STAMINA	Max Wytrzyma³oœæ: +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magiczny/krótkodystansowy atak +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s (%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	BRAK NAZWY (%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Podczas ataku istnieje %d%% szansy, ¿e wszystkie stoj¹ce woko³o potwory zaatakuj¹ ciê (peleryna mêstwa)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Jeœli masz powy¿ej 90%% P¯, doznajesz obra¿enia ni¿sze o %d%%.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Przy wsiadaniu na wierzchowca zwiêksz¹ siê obra¿enia o +%d%% na 10 sekund	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% szansy, aby przez 20 sekund nie odpychaæ przeciwnika. Czas regeneracji: 2 minuty.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Czy chcesz nauczyæ siê umiejêtnoœci konnej %s?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Czy chcesz ulepszyæ umiejêtnoœæ swojego konia? \n Potrzebujesz Gaya i Yang: %d Gaya i %d Yang
TOOLTIP_MOV_SPEED	Szybkoœæ Ruchu %d%%	SA
TOOLTIP_NECK	Naszyjnik
TOOLTIP_NEED_ALL_SP	Wymagane PE: Max
