ACCE_ABSORB_COST	Coûts de combi : %d
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	La volonté de SunMa (RES) augmente de 15 au combat pendant %d secondes.	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	La volonté de SunMa (STR) augmente de 15 au combat pendant %d secondes.	SA
TOOLTIP_HIT_PCT	Précision %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	En cas d'attaque sur une pierre Metin, vous obtenez +%d %% de dégâts (force contre pierres Metin) pendant 5 secondes.	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	En cas d'attaque sur une pierre Metin, vous obtenez +%d de défense pendant 5 secondes.	SA
TOOLTIP_HP_REGEN	Régénération des PV +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Niveau actuel : %d
TOOLTIP_INT	Intelligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valeur d'attaque %d
TOOLTIP_ITEM_ATT_POWER	Valeur d'attaque %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valeur d'attaque %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valeur d'attaque %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Vitesse d'attaque %s
TOOLTIP_ITEM_DEF_GRADE	Défense %d
TOOLTIP_ITEM_FAST	Rapide
TOOLTIP_ITEM_LIMIT_CON	Limite sup. de vitalité : %d
TOOLTIP_ITEM_LIMIT_DEX	Limite sup. de dextérité : %d
TOOLTIP_ITEM_LIMIT_INT	Limite sup. de l'intelligence : %d
TOOLTIP_ITEM_LIMIT_LEVEL	Du niveau : %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Niveau de champion minimum : %d
TOOLTIP_ITEM_LIMIT_STR	Limite sup. de la force : %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valeur de l'attaque magique %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valeur de l'attaque magique %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Défense magique %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Ralenti
TOOLTIP_ITEM_VERY_FAST	Très rapide
TOOLTIP_ITEM_VERY_SLOW	Très ralenti
TOOLTIP_ITEM_WEARABLE_JOB	[ Portable ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Lorsqu'un boss est vaincu, vos chances d'obtenir un butin augmentent de %d %%.	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numéro de loterie : %d
TOOLTIP_MAGIC_ATTBONUS_PER	Attaques magiques +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valeur d'attaque magique +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Défense magique +%d	SA
TOOLTIP_MALL_ATTBONUS	Valeur d'attaque +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valeur d'attaque	SNA
TOOLTIP_MALL_AUTOLOOT	Une main qui ramasse les Yangs automatiquement.	SNA
TOOLTIP_MALL_DEFBONUS	Défense +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Défense	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	Bonus CyberCafé EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50 % d'EXP en plus	SNA
TOOLTIP_MALL_FISH_MIND	La chance d'attraper un poisson est augmenter.	SNA
TOOLTIP_MALL_GOLDBONUS	Chance de butin de Yangs augmentée de %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Deux fois plus chance de butin de Yangs	SNA
TOOLTIP_MALL_ITEMBONUS	Chance de butin d'objets augmentée de %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	Chance CyberCafé de butin de Yangs augmentée de %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Votre chance de butin d'objets augmente de 200 %.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Points d'amours augmente plus rapidement	SNA
TOOLTIP_MALL_SAFEBOX	Plus d'espace dans l'entrepôt disponible	SNA
TOOLTIP_MAX_HP	PV max. +%d	SA
TOOLTIP_MAX_HP_PCT	PV max. +%d%%	SA
TOOLTIP_MAX_SP	PM max. +%d	SA
TOOLTIP_MAX_SP_PCT	PM max. +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Endurance +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Attaque au corps à corps/magique +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS Erreur (%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	En cas d'attaque, il y a %d %% de chances que tous les monstres environnants vous attaquent (cape de bravoure).	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Si vous avez plus de 90 %% de PV, les dégâts que vous subissez sont réduits de %d %%.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Lorsque vous enfourchez une monture, les dégâts augmentent de +%d %% pendant 10 secondes.	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% de probabilité de ne pas repousser les adversaires pendant 20 secondes. Temps de rechargement : 2 minutes.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Voulez-vous apprendre l'aptitude de monture « %s » ?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Voulez-vous améliorer la compétence de votre cheval ? \n Gayas et Yangs nécessaires : %d Gayas et%d Yangs
TOOLTIP_MOV_SPEED	Vit. de déplt %d%%	SA
TOOLTIP_NECK	Collier
TOOLTIP_NEED_ALL_SP	PM requis : Max.
TOOLTIP_NEED_GSP	Esprit du Dragon requis : %d
TOOLTIP_NEED_HP	PV requis : %d
TOOLTIP_NEED_HP_PER_SEC	PV/sec. : %d
TOOLTIP_NEED_SKILL_POINT	Points de compétences requis :
TOOLTIP_NEED_SP	PM requis : %d
TOOLTIP_NEED_SP_PER_SEC	PM/sec. : %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Prochain niveau : %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Prochain niveau : %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Les dégâts d'attaque ont %d %% de probabilité d'être bloqués	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Dégats moyen :  %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Dégâts d'attaque contre les boss +%d %%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Résistance aux Dégâts Moyens : %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Dégâts d'attaque des boss -%d %%	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Vous avez %d %% de chances d'échapper à la mort et de restaurer 30 %% de l'ensemble de vos PV.	SA
TOOLTIP_NO_FALLEN	Obtenez au combat avec %d %% de chance une résistance à la chute pendant 15 secondes.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Bonus élémentaires : %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Obscurité
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Terre
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Éclairs
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Feu
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Glace
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Aucune
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Vent
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Niveau de monstre : %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Rang de monstre : %s
TOOLTIP_PARTY_INFO_GRADE_UP1	D'avantage de %d que de membres du Groupe
TOOLTIP_PARTY_INFO_GRADE_UP2	Niveau de l'attaque +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Niveau de défense +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restaure les PV/PM de tous les membres du groupe toutes les 60 minutes.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restaure les PV/PM de tous les membres du groupe toutes les 30 minutes.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Vous devez attendre 3 minutes après la mort d'un membre du Groupe.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Vous pouvez appeler les membres du Groupe qui sont sur le même serveur à tout moment.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Niveau de l'attaque +(nombre de membres du Groupe /2) Attaquant %d peut être choisi.
TOOLTIP_PARTY_INFO_SET_TANKER	Niveau de défense +(nombre du membres du groupe) combattants au corps-à-corps 1 peuvent être choisis.
TOOLTIP_PARTY_SKILL_LEVEL	Niveau actuel : %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attaque/Défense améliorée]
TOOLTIP_PARTY_TITLE_HEAL	[restaurer]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Lorsque vous avez plus de %d membres de Groupe vous obtenez %d%% de Bonus EXP .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Appeler]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Nommer un attaquant]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Nommer un combattant au corps-à-corps]
TOOLTIP_PASSIVE_JOB_DECK	Bonus de relique	SNA
TOOLTIP_PEPSI_EVENT	5 % de bonus d'EXP et 5 % de plus de chance d'obtenir des objets.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Durée de familier : %s heures	SA
TOOLTIP_PETBAG_PET_TYPE	Type de familier : %s	SA
TOOLTIP_PICK_EXP	Points : %d / %d
TOOLTIP_PICK_LEVEL	Niveau : %d
TOOLTIP_PICK_UPGRADE1	Donnez-la au bûcheron
TOOLTIP_PICK_UPGRADE2	pour obtenir une
TOOLTIP_PICK_UPGRADE3	Pioche améliorée.
TOOLTIP_POTION_CURE	Annuler les effets négatifs
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Potion de protection des éléments : +5 % d'attaque de mêlée/magique | +10 % de résistances aux éléments	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Vitesse d'attaque +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ATT MONSTRE . +%d %%
TOOLTIP_POTION_PLUS_ATT_POINT	ATT : +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATT : +%d %%
TOOLTIP_POTION_PLUS_DEF_POINT	DÉF : +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX : +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP . +%d %%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RÉSISTANCE AUX DÉGÂTS : +%d %%
TOOLTIP_POTION_PLUS_HP_PERCENT	PV +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	PV +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Vitesse de déplacement +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RÉS OBSCURE : +%d %%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RÉS TERRE : +%d %%
TOOLTIP_POTION_PLUS_RESIST_ICE	RÉS GLACE : +%d %%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RÉS MAG. : +%d %%
TOOLTIP_POTION_PLUS_SP_PERCENT	PM +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	PM +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR+ : +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durée :
TOOLTIP_PROTECTION_OF_ELEMENTAL	Immunise contre les sorts élémentaires	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Participation au tournoi JcJ	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	Tournoi JcJ EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Vous devez atteindre le niveau 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Vous devez atteindre le niveau 41.
TOOLTIP_REQUIREMENT_LEVEL	Vous devez atteindre le niveau %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s niveau %d requis.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d requis
TOOLTIP_RESIST_BOW	Défense contre les flèches %d%%	SA
TOOLTIP_RESIST_DARK	Résistance à l'obscurité %d%%	SA
TOOLTIP_RESIST_EARTH	Résistance à la terre +%d%%	SA
TOOLTIP_RESIST_ELEC	Résistance à la foudre %d%%	SA
TOOLTIP_RESIST_FIRE	Résistance au feu %d%%	SA
TOOLTIP_RESIST_ICE	Résistance à la glace +%d%%	SA
TOOLTIP_RESIST_MAGIC	Résistance à la Magie %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Effet d'anti-magie de %d%%	SA
TOOLTIP_RESIST_PER_DARK	Résistance à l'obscurité (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_EARTH	Résistance à la terre (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_ELEC	Résistance à la foudre (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_FIRE	Résistance au feu (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_HUMAN	Résistance contre les demi-humains (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_ICE	Résistance à la glace (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_MAGIC	Résistance à la magie (+%d %% de la valeur totale)	SA
TOOLTIP_RESIST_PER_WIND	Résistance au vent (+%d %% de la valeur totale)	SA
TOOLTIP_REST_USABLE_COUNT	Restant : %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonus du chef : %d %%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Niveau actuel : %d
TOOLTIP_SCROLL_DOWN	Défiler vers le bas
TOOLTIP_SCROLL_UP	Défiler vers le haut
TOOLTIP_SEALED	Lié à l'âme
TOOLTIP_SEASON_PVE_BUFF	Vos dégâts en JcE augmentent de 40 % pendant 10 minutes.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Augmentez vos points de grade de 20 % pendant 10 minutes.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2e bonus ajouté +%d %%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s : %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Vous pouvez utiliser un objet ici:
TOOLTIP_SELLPRICE	Prix : %s
TOOLTIP_SET_ITEM	Bonus de set	SNA
TOOLTIP_SET_ITEM_1	(S) 
TOOLTIP_SET_ITEM_2	(G) 
TOOLTIP_SET_ITEM_3	(V) 
TOOLTIP_SET_ITEM_4	(P) 
TOOLTIP_SET_ITEM_5	(M) 
TOOLTIP_SHAMAN	Chamane
TOOLTIP_SHIELD	Bouclier
TOOLTIP_SHOES	Chaussures
TOOLTIP_SKILL	Compétences	SNA
TOOLTIP_SKILLBOOK_NAME	Manuel de compétences
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valeur d'attaque: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valeur d'attaque :
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Vitesse d'attaque : +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Défense :
TOOLTIP_SKILL_AFFECT_DODGE	Valeur d'attaque de l'adversaire  : -
TOOLTIP_SKILL_AFFECT_HEAL	Restaurer les PV :
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Vitesse d'attaque : +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance de renvoyer une attaque au Corps-à-corps :
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Résistance contre les dommages corporels :
TOOLTIP_SKILL_COOL_TIME	Temps d'attente : 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Dégâts d'embuscade +%d %%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Dégâts de talisman volant +%d %%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Dégats de compétence %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Dégâts de compétence contre les boss +%d %%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Dégâts d'invocation de foudre +%d %%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Dégâts de griffe de foudre +%d %%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Dégâts de dague filante +%d %%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Dégâts de déchiqueter +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Dégâts de coup d'épée +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Dégâts d'attaque de l'esprit +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Dégâts de flèche empoisonnée +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Dégâts de bond de loup +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Dégâts d'attaque rapide +%d %%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Dégâts d'attaque de la paume +%d %%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Dégâts de flèche de feu +%d %%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Dégâts d'attaque de flammes +%d %%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Dégâts de pluie de flèches +%d %%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Dégâts d'orbe des ténèbres +%d %%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Dégâts d'attaque des ténèbres +%d %%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Dégâts de jet de foudre +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Dégâts de contre-sort +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Dégâts de rugissement du dragon +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Dégâts de moulinet à l'épée +%d %%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Dégâts de griffe de loup +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Dégâts de souffle de loup +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Dégâts de triple lacération +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Dégâts de brume empoisonnée +%d %%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Dégâts de toucher brûlant +%d %%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Dégâts d'accélération +%d %%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Dégâts de tir à répétition +%d %%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Dégâts de dragon chassant +%d %%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Dégâts de tourbillon du dragon +%d %%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Résistance contre les dégats de compétences %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Dégâts de compétence des boss -%d %%	SA
TOOLTIP_SKILL_DURATION	Durée : %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Durée de furtivité +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Durée de l'aura de l'épée +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Durée de foulée de plume +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Durée d'âme du loup pourpre +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Livre de l'oubli
TOOLTIP_SKILL_LEVEL	Niveau actuel : %d
TOOLTIP_SKILL_LEVEL_MASTER	Niveau actuel : %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Niveau actuel : %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Niveau suivant : %d
TOOLTIP_SOCKET_EMPTY	Vide
TOOLTIP_SOCKET_REFINABLE_ITEM	[Objet à emplacement]
TOOLTIP_SP_REGEN	Régénération des PM +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Obscurité
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Terre
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Foudre
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Feu
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Glace
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Vent
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Bleu
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Vert
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Rouge
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Jaune
TOOLTIP_STR	Force +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Bonus de volonté de SungMa	SNA
TOOLTIP_SUNGMA_HP	%d de volonté de SungMa (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d de volonté de SungMa (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d de volonté de SungMa (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%d %% de volonté de SungMa (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d %% de volonté de SungMa (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d %% de volonté de SungMa (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%d %% de volonté de SungMa (STR)	SA
TOOLTIP_SUNGMA_STR	%d de volonté de SungMa (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3e bonus ajouté +%d %%	SA
TOOLTIP_TIME_CHARGER_FIX	Recharge temporelle %d s.	SA
TOOLTIP_TIME_CHARGER_PER	Recharge temporelle %d%%	SA
TOOLTIP_UNIQUE	Unique
TOOLTIP_UNSEAL_LEFT_TIME	Séparation de l'âme dans : %d h %d min
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Vous absorbez %d %% de PV avec l'utilisation d'embuscade	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Temps de rechargement de Talisman volant : -%d sec. avec 10 %% de probabilité	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Temps de rechargement de Talisman volant : -%d sec. avec 20 %% de probabilité	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Vous absorbez jusqu'à %d %% de PV en utilisant invocation de foudre.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Vous absorbez %d %% de PV avec l'utilisation de griffe de foudre	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Dague filante étourdit l'ennemi avec une probabilité de %d %%	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Vous augmentez votre probabilité d'infliger une attaque critique pendant %d sec. en utilisant déchiqueter	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Vous absorbez %d %% de PV avec l'utilisation de déchiqueter	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Votre vitesse de sort augmente pendant %d sec. en utilisant âme du loup indigo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Votre vitesse de déplacement augmente pendant %d sec. en utilisant âme du loup indigo	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	À l'utilisation du bouclier éthéré, il y a %d %% de chance\nque le prochain temps de rechargement du bouclier éthéré diminue de 5 secondes.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Votre vitesse de sort augmente pendant %d sec. en utilisant corps puissant.	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Il y a %d %% de chances que les temps de rechargement de vos compétences soient réinitialisés.	SA
TOOLTIP_USE_SKILL_FINISH_NEXT_COOLTIME_DECREASE_PCT	À l'utilisation du tremblement de terre, il y a %d %% de chance que le prochain temps de rechargement du tremblement de terre diminue de 5 secondes.	SA
TOOLTIP_USE_SKILL_GEOMAGGWI_NEXT_COOLTIME_DECREASE_PCT	À l'utilisation du coup démoniaque, il y a %d %% de chance que le prochain temps de rechargement du coup démoniaque diminue de 5 secondes.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Temps de rechargement de coup d'épée : -%d sec. avec 10 %% de probabilité	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Temps de rechargement de coup d'épée : -%d sec. avec 20 %% de probabilité	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Recevez un bonus d'attaque pendant %d sec. en utilisant aide du Dragon	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Attaque de l'esprit étourdit l'ennemi avec une probabilité de %d %%	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Recevez un bonus d'attaque pendant %d sec. en utilisant flèche empoisonnée	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Recevez un bonus d'attaque pendant %d sec. en utilisant volonté de vivre	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Bond de loup a une probabilité de %d %% de répliquer par un coup.	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Bond de loup étourdit l'ennemi avec une probabilité de %d %%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Temps de rechargement d'attaque rapide : -%d sec. avec 10 %% de probabilité	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Temps de rechargement d'attaque rapide : -%d sec. avec 20 %% de probabilité	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Recevez un bonus de défense pendant %d sec. en utilisant lame magique	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Attaque de la paume a une probabilité de %d %% de répliquer par un coup.	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Recevez un bonus de défense pendant %d sec. en utilisant bénédiction	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Attaque de flammes a une probabilité de %d %% de répliquer par un coup.	SA
TOOLTIP_USE_SKILL_ILGWANGPYO_NEXT_COOLTIME_DECREASE_PCT	À l'utilisation d'étoiles brillantes, il y a %d %% de chance que le prochain temps de rechargement d'étoiles brillantes diminue de 5 secondes.	SA
TOOLTIP_USE_SKILL_ILIPUNGU_NEXT_COOLTIME_DECREASE_PCT	À l'utilisation de tempête cinglante, il y a %d %% de chance que le prochain temps de rechargement de tempête cinglante diminue de 5 secondes.	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Recevez un bonus de défense pendant %d sec. en utilisant âme du loup pourpre	SA
