ACCE_ABSORB_COST	Costo combinazione: %d
TOOLTIP_HIT_BUFF_SUNGMA_HP	In combattimento, la Volontà SungMa (VIT) aumenta di 15 per %d secondi	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	In combattimento, la Volontà SungMa (INT) aumenta di 15 per %d secondi	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	In combattimento, la Volontà SungMa (RES) aumenta di 15 per %d secondi	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	In combattimento, la Volontà SungMa (STR) aumenta di 15 per %d secondi	SA
TOOLTIP_HIT_PCT	Precisione %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Quando attacchi una Roccia Metin, il danno che infliggi aumenta per 5 secondi (+%d%%, Forte contro Rocce Metin)	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Quando attacchi una Roccia Metin, la tua difesa aumenta per 5 secondi (+%d)	SA
TOOLTIP_HP_REGEN	Rigenerazione HP +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_INT	Intelligenza +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valore d'attacco %d
TOOLTIP_ITEM_ATT_POWER	Valore d'attacco %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valore d'attacco %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valore d'attacco %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Velocità d'attacco %s
TOOLTIP_ITEM_DEF_GRADE	Difesa %d
TOOLTIP_ITEM_FAST	Veloce
TOOLTIP_ITEM_LIMIT_CON	Valore massimo vitalità: %d
TOOLTIP_ITEM_LIMIT_DEX	Valore massimo destrezza: %d
TOOLTIP_ITEM_LIMIT_INT	Valore massimo intelligenza: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Da liv: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Livello Campione minino: %d
TOOLTIP_ITEM_LIMIT_STR	Valore massimo forza: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valore attacco magico %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valore attacco magico %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Difesa magica %d
TOOLTIP_ITEM_NORMAL	Normale
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Molto veloce
TOOLTIP_ITEM_VERY_SLOW	Molto lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipaggiabile ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Quando un boss viene sconfitto, la probabilità di drop aumenta (+%d%%)	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numero fortuna: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Attacco magico +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valore d'attacco magico +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Difesa magica +%d	SA
TOOLTIP_MALL_ATTBONUS	Valore d'attacco +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valore d'attacco	SNA
TOOLTIP_MALL_AUTOLOOT	Drop di Yang vengono raccolti automaticamete.	SNA
TOOLTIP_MALL_DEFBONUS	Difesa +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Difesa	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	+50% EXP	SNA
TOOLTIP_MALL_FISH_MIND	La possibilità di catturare un pesce è aumentata.	SNA
TOOLTIP_MALL_GOLDBONUS	Probabilità di drop di Yang incrementata (%d%%)	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Doppia probabilità di drop di Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Probabilità di drop di oggetti incrementata (%d%%)	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Possibilità di razziare oggetti "+" %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Probabilità di drop di oggetti incrementata del 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punti amore aumentano più veocemente.	SNA
TOOLTIP_MALL_SAFEBOX	Più spazio a disposizione nel magazzino.	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. resistenza +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Attacco/magico Attacco/corpo a corpo +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-ERRORE(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Quando attacchi vi è una certa probabilità (%d%%) che tutti i mostri intorno a te ti attacchino (Mantello del coraggio)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Se hai più del 90%% di HP, il danno subito diminuisce (-%d%%).	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Quando sali sulla cavalcatura, il danno aumenta per 10 secondi (+%d%%)	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% di probabilità di non respingere gli avversari per 20 secondi. 2 Minuti di tempo di ricarica.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Vuoi apprendere l'abilità del cavallo %s?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Vuoi migliorare l'abilità del tuo cavallo?\nGaya e Yang necessari: %d Gaya/%d Yang.
TOOLTIP_MOV_SPEED	Velocità movimento %d%%	SA
TOOLTIP_NECK	Collana
TOOLTIP_NEED_ALL_SP	MP necessari: Max.
TOOLTIP_NEED_GSP	Spirito del drago necessario: %d
TOOLTIP_NEED_HP	HP necessari: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Punti abilità necessari:
TOOLTIP_NEED_SP	MP necessari: %d
TOOLTIP_NEED_SP_PER_SEC	MP / Sec.:%d
TOOLTIP_NEXT_SKILL_LEVEL_1	Prossimo livello: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Prossimo livello: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Probabilità blocco danni da attacco: %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Danni medi %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Danni da attacco contro boss: +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Resistenza ai danni medi %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Danni da attacco da boss: -%d%%	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Vi è una certa probabilità (%d%%) di sfuggire alla morte e di rigenerare il 30%% dei tuoi HP totali	SA
TOOLTIP_NO_FALLEN	Ottieni Resistenza alla caduta per 15 secondi in battaglia: %d%% di probabilità.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Bonus elementali: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Oscurità
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Terra
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Lampi
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Fuoco
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Ghiaccio
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Nessuno
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Vento
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Livello mostro: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Rango mostro: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Più di %d membri del gruppo
TOOLTIP_PARTY_INFO_GRADE_UP2	Grado d'attacco +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Grado di difesa +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Ripristinare una volta in 60 minuti gli HP/MP di tutti i membri del gruppo.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Ripristinare una volta in 30 minuti gli HP/MP di tutti i membri del gruppo.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Devi aspettare 3 minuti dopo la morte del membro del gruppo.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Puoi richiamare in ogni momento i membri del gruppo che sono sul server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Grado d'attacco +(Numero dei membri/2) %d attaccanti possono essere scelti.
TOOLTIP_PARTY_INFO_SET_TANKER	Grado di difesa +(Numero dei membri del gruppo).  Può essere scelto lottatore corpo a corpo 1.
TOOLTIP_PARTY_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attacco/Difesa migliorata]
TOOLTIP_PARTY_TITLE_HEAL	[Ripristina]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Per più di %d membri del gruppo c'è un Bonus EXP %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Richiama]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[scegli attaccante]
TOOLTIP_PARTY_TITLE_SET_TANKER	[annota lottatore corpo a corpo]
TOOLTIP_PASSIVE_JOB_DECK	Bonus Reliquia	SNA
TOOLTIP_PEPSI_EVENT	5% in più di bonus EXP e 5% in più di probabilità di razziare oggetti.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Durata del pet: %s ore	SA
TOOLTIP_PETBAG_PET_TYPE	Tipo di pet: %s	SA
TOOLTIP_PICK_EXP	Punti: %d / %d
TOOLTIP_PICK_LEVEL	Livello: %d
TOOLTIP_PICK_UPGRADE1	Consegnalo al boscaiolo
TOOLTIP_PICK_UPGRADE2	per ottenere
TOOLTIP_PICK_UPGRADE3	un piccone migliore.
TOOLTIP_POTION_CURE	Annullare effetto negativo.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Pozione Proteggielementali. +5% attacco magico/corpo a corpo | +10% di resistenze agli elementi	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Velocità d'attacco: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ATT. MOSTRO: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATT: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATT: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DIF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RESISTENZA DANNI: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Velocità di movimento: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RESISTENZA OSCURITÀ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RESISTENZA TERRA: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	RESISTENZA GHIACCIO: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RESISTENZA MAGIA: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MP +%d
TOOLTIP_POTION_PLUS_STR_POINT	FORTE: +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durata:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Immune contro Maledizione elementale	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Partecipazione al torneo PvP	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP torneo PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Devi aver raggiunto livello 21
TOOLTIP_REQUIREMENT_41_LEVEL	Devi aver raggiunto livello 41
TOOLTIP_REQUIREMENT_LEVEL	Devi aver raggiunto livello %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Livello %d necessario
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necessario
TOOLTIP_RESIST_BOW	Difesa frecce %d%%	SA
TOOLTIP_RESIST_DARK	Resistenza contro l'oscurità %d%%	SA
TOOLTIP_RESIST_EARTH	Resistenza terra +%d%%	SA
TOOLTIP_RESIST_ELEC	Resistenza lampo %d%%	SA
TOOLTIP_RESIST_FIRE	Resistenza fuoco %d%%	SA
TOOLTIP_RESIST_ICE	Resistenza ghiaccio +%d%%	SA
TOOLTIP_RESIST_MAGIC	Resistenza magia %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Anti-magia del seguente valore: %d%%	SA
TOOLTIP_RESIST_PER_DARK	Resistenza all'oscurità (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_EARTH	Resistenza alla terra (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_ELEC	Resistenza ai fulmini (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_FIRE	Resistenza al fuoco (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_HUMAN	Resistenza ai Mezziuomini (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_ICE	Resistenza al ghiaccio (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_MAGIC	Resistenza alla magia (+%d%% del valore totale)	SA
TOOLTIP_RESIST_PER_WIND	Resistenza al vento (+%d%% del valore totale)	SA
TOOLTIP_REST_USABLE_COUNT	Rimane: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonus Capo: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_SCROLL_DOWN	Scrolla verso il basso
TOOLTIP_SCROLL_UP	Scrolla verso l'alto
TOOLTIP_SEALED	Legato all'anima
TOOLTIP_SEASON_PVE_BUFF	Aumenta i danni PvE del 40% per 10 minuti.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Aumenta i punti karma del 20% per 10 minuti.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2° bonus aggiunto +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s: %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Qui puoi utilizzare un item:
TOOLTIP_SELLPRICE	Prezzo %s
TOOLTIP_SET_ITEM	Bonus del Set	SNA
TOOLTIP_SET_ITEM_1	[Sacro] 
TOOLTIP_SET_ITEM_2	[Sont.] 
TOOLTIP_SET_ITEM_3	[Cort.] 
TOOLTIP_SET_ITEM_4	[Reale] 
TOOLTIP_SET_ITEM_5	[Maes.] 
TOOLTIP_SHAMAN	Shamana
TOOLTIP_SHIELD	Scudo
TOOLTIP_SHOES	Scarpe
TOOLTIP_SKILL	Abilità	SNA
TOOLTIP_SKILLBOOK_NAME	Libro dell'abilità
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valore d'attacco: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valore d'attacco:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Velocità d'attacco: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Difesa:
TOOLTIP_SKILL_AFFECT_DODGE	Valore d'attacco avversario: -
TOOLTIP_SKILL_AFFECT_HEAL	ripristinare HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Velocità di movimento: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Possibilità di riflettere un attacco corporale:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistenza ai danni corporali:
TOOLTIP_SKILL_COOL_TIME	Tempo di ricarica: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Danni da Tranello +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Danni da Talismano volante +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Danni abilità %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Danni abilità contro boss +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Danni da Evocare i lampi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Danni da Artiglio di lampo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Danni da Vortice del pugnale +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Danni da Dilania +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Danni da Colpo di spada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Danni da Penetrazione +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Danni da Freccia avvelenata +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Danni da Salto del lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Danni da Attacco lampo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Danni da Colpo potente +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Danni da Freccia di fuoco +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Danni da Colpo di fiamma +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Danni da Pioggia di frecce +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Danni da Pietra oscura +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Danni da Colpo oscuro +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Danni da Lancio di lampi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Danni da Annullamento magia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Danni da Ruggito del drago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Danni da Vortice di spada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Danni da Artiglio di lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Danni da Respiro del lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Danni da Taglio a tre vie +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Danni da Nuvola velenosa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Danni da Schiocco di dita +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Danni da Sibilare +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Danni da Tiro ripetuto +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Danni da Tiro del drago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Danni da Vortice del drago +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistenza contro i danni abilità %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Danni abilità da boss -%d%%	SA
TOOLTIP_SKILL_DURATION	Durata: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Durata Camuffamento +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Durata Aura della spada +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Durata di Passo piumato +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Durata Anima lupo purpureo +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Libro dell'amnesia
TOOLTIP_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_SKILL_LEVEL_MASTER	Livello attuale: %d (Maestro)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Livello attuale: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Prossimo livello: %d
TOOLTIP_SOCKET_EMPTY	Vuoto
TOOLTIP_SOCKET_REFINABLE_ITEM	[Oggetto con montatura]
TOOLTIP_SP_REGEN	Rigenerazione MP +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Oscurità
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Terra
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Lampo
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Fuoco
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Ghiaccio
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Vento
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Blu
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Verdi
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Rossi
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Gialli
TOOLTIP_STR	Forza +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Booster Volontà SungMa	SNA
TOOLTIP_SUNGMA_HP	Volontà SungMa %d (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	Volontà SungMa %d (INT)	SA
TOOLTIP_SUNGMA_MOVE	Volontà SungMa %d (RES)	SA
TOOLTIP_SUNGMA_PER_HP	Volontà SungMa %d%% (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	Volontà SungMa %d%% (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	Volontà SungMa %d%% (RES)	SA
TOOLTIP_SUNGMA_PER_STR	Volontà SungMa %d%% (STR)	SA
TOOLTIP_SUNGMA_STR	Volontà SungMa %d (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3° bonus aggiunto +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Tempo di ricarica %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Tempo di ricarica %d%%	SA
TOOLTIP_UNIQUE	Unico
TOOLTIP_UNSEAL_LEFT_TIME	Slegamento dall'anima tra: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Assorbi %d%% HP utilizzando Tranello	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Talismano volante: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Talismano volante: -%d sec. (20%% di chance)	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Assorbi max. %d%% HP utilizzando Evocare i lampi	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Assorbi %d%% HP utilizzando Artiglio di lampo	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Vortice del pugnale stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Aumenti chance di attacco critico per %d sec. utilizzando Dilania	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Assorbi %d%% HP utilizzando Dilania	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Anima del lupo indaco	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Aumenti Velocità di movimento per %d sec. utilizzando Anima del lupo indaco	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	Quando si usa Scudo etereo, riduce il tempo di attesa successivo di Scudo etereo di 5 secondi: %d%% di probabilità.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Corpo forte	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Resetta il tempo di ricarica delle tue skill (probabilità: %d%%)	SA
TOOLTIP_USE_SKILL_FINISH_NEXT_COOLTIME_DECREASE_PCT	Quando si usa Terremoto, riduce il tempo di attesa successivo di Terremoto di 5 secondi: %d%% di probabilità.	SA
TOOLTIP_USE_SKILL_GEOMAGGWI_NEXT_COOLTIME_DECREASE_PCT	Quando si usa Infernus, riduce il tempo di attesa successivo di Infernus di 5 secondi: %d%% di probabilità.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Colpo di spada: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Colpo di spada: -%d sec. (20%% di chance)	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Aiuto del drago	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Penetrazione stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Freccia avvelenata	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Volontà di vivere	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Salto del lupo respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Salto del lupo stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Attacco lampo: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Attacco lampo: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Bonus difesa per %d sec. utilizzando Lama incantata	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Colpo potente respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Bonus difesa per %d sec. utilizzando Benedizione	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Colpo di fiamma respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_ILGWANGPYO_NEXT_COOLTIME_DECREASE_PCT	Quando si usa Luce astrale, riduce il tempo di attesa successivo di Luce astrale di 5 secondi: %d%% di probabilità.	SA
TOOLTIP_USE_SKILL_ILIPUNGU_NEXT_COOLTIME_DECREASE_PCT	Quando si usa Cicatrix, riduce il tempo di attesa successivo di Cicatrix di 5 secondi: %d%% di probabilità.	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Bonus difesa per %d sec. utilizzando Anima del lupo purpureo	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Cura	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Bonus difesa per %d sec. utilizzando Attacco+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Pioggia di frecce respinge gli avversari (%d%% di chance)	SA
