ACCE_ABSORB_COST	Ñòîèìîñòü ñî÷åòàíèÿ: %d
TOOLTIP_BUYPRICE	Öåíà: %s
TOOLTIP_CAST_SPEED	Ñêîğîñòü çàêëèíàíèÿ +%d%%	SA
TOOLTIP_CON	Çäîğîâüå +%d	SA
TOOLTIP_CONFUSION_IMMUNE	Èììóíèòåò ïğîòèâ ïóòàíèöû
TOOLTIP_COSTUME_ATTR_BONUS	Áîíóñ êîñòşìà %d%%	SA
TOOLTIP_CURSE_OF_DARKNESS_UI_CONTENT	Ñ êàæäûì ïğèìåíåíèåì ïîâûøàåò àòàêó è çàùèòó Ààìîíà\nè ïîçâîëÿåò åìó ÷àùå èñïîëüçîâàòü íàâûêè.\nÏîñëå 5 ïğèìåíåíèé âû ìîæåòå ñ ïîìîùüş Àëüáèğû èñïîëüçîâàòü ñèëó\nñîëíå÷íûõ îñêîëêîâ, ÷òîáû ñíÿòü ïğîêëÿòèå.
TOOLTIP_CURSE_OF_DARKNESS_UI_TITLE	Ïğîêëÿòèå Ëóííîé òåíè (%d ğàç(à))
TOOLTIP_CURSE_OF_ELEMENTAL	Ñòèõèéíîå ïğîêëÿòèå (íàêîïëåíî %d ğàç(à)) ×èñëî âàøèõ ÎÇ ïîñòîÿííî óìåíüøàåòñÿ. Ìîæåò íàêàïëèâàòüñÿ äî 10 ğàç.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Ïğåâğàùàåò %d%% ïîëó÷åííîãî óğîíà â ÕÏ	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Ïğåâğàùàåò %d%% ïîëó÷åííîãî óğîíà â ÌÏ	SA
TOOLTIP_DEF_GRADE	Çàùèòà +%d	SA
TOOLTIP_DEX	Ïîäâèæíîñòü+%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Êîãäà âû ñëåçàåòå ñ åçäîâîãî æèâîòíîãî, âàøà ñêîğîñòü ïåğåäâèæåíèÿ íà 10 ñåêóíä ïîâûøàåòñÿ íà %d%%	SA
TOOLTIP_DRAGON_SOUL_DECK1	Íåáåñà	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Çåìëÿ	SNA
TOOLTIP_DS_SET	İôôåêò çà íàáîğ ÊÄ	SNA
TOOLTIP_DURATION	Äëèòåëüíîñòü
TOOLTIP_EAR	Ñåğüãè
TOOLTIP_ENCHANT_PER_DARK	Ñèëà òüìû (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_ENCHANT_PER_EARTH	Ñèëà çåìëè (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_ENCHANT_PER_ELECT	Ñèëà ìîëíèé (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_ENCHANT_PER_FIRE	Ñèëà îãíÿ (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_ENCHANT_PER_ICE	Ñèëà ëüäà (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_ENCHANT_PER_WIND	Ñèëà âåòğà (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_ENERGY	İíåğãèÿ %d	SA
TOOLTIP_ETC	è ò.ä.
TOOLTIP_EXP_BONUS_EVENT	Îïûò +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5-é äîáàâëåííûé áîíóñ +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1-é äîáàâëåííûé áîíóñ +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Î÷êè: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Ñèëà: %d
TOOLTIP_FISHINGROD_UPGRADE1	Îòäàòü ğûáàêó,
TOOLTIP_FISHINGROD_UPGRADE2	÷òîáû ïîëó÷èòü
TOOLTIP_FISHINGROD_UPGRADE3	óëó÷øåíîå óäèëèùå.
TOOLTIP_FISH_LEN	Äëèíà: %.2f ñì.
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Öâåòî÷íûå ñåìåíà
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4-é äîáàâëåííûé áîíóñ +%d%%	SA
TOOLTIP_GLOVE	Ïåğ÷àòêè
TOOLTIP_GLOVE_BASE_EFFECT_INCREASE	Áàçîâûå ïàğàìåòğû âàøèõ ïåğ÷àòîê óâåëè÷åíû íà +%d%%.	SA
TOOLTIP_GOLDEN_LAND_OASIS_SHOP_MERCH_REMAIN_COUNT	Îñòàëîñü ïîêóïîê: %d
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_1	Şâåëèğ
TOOLTIP_GUILD_BUILDING_BUILD_ACCE_2	(Îáóâü, ñåğüãè, áğàñëåòû, îæåğåëüÿ è òàëèñìàíû)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_1	Ôàáğèêà áğîíè
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_1_2	(Äîñïåõè, ùèòû è øëåìû)
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_1	Îñîáàÿ ôàáğèêà áğîíè
TOOLTIP_GUILD_BUILDING_BUILD_ARMOR_2_2	(Ïåğ÷àòêè è ïîÿñà)
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_1	Îğóæåéíàÿ ôàáğèêà
TOOLTIP_GUILD_BUILDING_BUILD_WEAPON_2	(Îğóæèå)
TOOLTIP_GUILD_BUILDING_GLOVE_1	Êîæåâåííàÿ ôàáğèêà
TOOLTIP_GUILD_BUILDING_GLOVE_2	(Ïåğ÷àòêè)
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_1	Êîæåâåííàÿ ìàñòåğñêàÿ
TOOLTIP_GUILD_BUILDING_GLOVE_SHOP_2	(Äîñòóï ê íà÷åğòàòåëüíèöå)
TOOLTIP_GUILD_SKILL_ACCEL	Óñêîğåíèå +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Áëàãîñëîâåíèå Áîãà-Äğàêîíà +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Êğîâü Áîãà-Äğàêîíà +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	ßğîñòü Áîãà-Äğàêîíà +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Ïîìîùü ñîòâîğåíèÿ çàêëèíàíèé +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Ñâÿùåííàÿ çàùèòà +%d	SA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_BLESS	Áóğÿ Áàëàòîğà \nÍèêàêîãî ãîëîâîêğóæåíèÿ è çàìåäëåíèÿ\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_FIRMNESS	Íåïğåêëîííîñòü Áàëàòîğà \nÍèêàêîé îòäà÷è\n	SNA
TOOLTIP_GUILD_SKILL_WHITE_DRAGON_RESOLUTION	Âîëÿ Áàëàòîğà \nÍèêàêîãî îãëóøåíèÿ, êàíäàëîâ è çàìîğîçêè\n	SNA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% ê îïûòó | +5% ê âûïàäåíèş ïğåäìåòîâ | +10% ê ñèëå ïğîòèâ ìîíñòğîâ	SNA
TOOLTIP_HELMET	Øëåì
TOOLTIP_HIT_AREA_ELEC_ATTACK	Àòàêóéòå ìîíñòğîâ ïîáëèçîñòè âñïûøêîé - åå óğîí ğàâåí óğîí îò âàøåé îáû÷íîé àòàêè.	SNA
TOOLTIP_HIT_AUTO_HP_RECOVERY	Âî âğåìÿ áîÿ âû ïîëó÷àåòå ıôôåêò İëèêñèğà ñîëíöà	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Âî âğåìÿ áîÿ âû ïîëó÷àåòå ıôôåêò İëèêñèğà ëóíû	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Ïîëó÷èòå íà %d ñåê. â áîş ñèëó òüìû	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Ïîëó÷èòå íà %d ñåê. â áîş ñèëó çåìëè	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Ïîëó÷èòå íà %d ñåê. â áîş ñèëó ìîëíèé	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Ïîëó÷èòå íà %d ñåê. â áîş ñèëó îãíÿ	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Ïîëó÷èòå íà %d ñåê. â áîş ñèëó ëüäà	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Ïîëó÷èòå íà %d ñåê. â áîş ñèëó âåòğà	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Ïîëó÷èòå íà %d ñåê. â áîş ñîïğîòèâëÿåìîñòü òüìå	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Ïîëó÷èòå íà %d ñåê. â áîş ñîïğîòèâëÿåìîñòü çåìëå	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Ïîëó÷èòå íà %d ñåê. â áîş ñîïğîòèâëÿåìîñòü ìîëíèÿì	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Ïîëó÷èòå íà %d ñåê. â áîş ñîïğîòèâëÿåìîñòü îãíş	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Ïîëó÷èòå íà %d ñåê. â áîş ñîïğîòèâëÿåìîñòü ëüäó	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Ïîëó÷èòå íà %d ñåê. â áîş ñîïğîòèâëÿåìîñòü âåòğó	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Ïîâûøàåò âîëş Ñóíã Ìà (ÇÄÎĞ) â áîş íà 15 åä. íà %d ñåê.	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Ïîâûøàåò âîëş Ñóíã Ìà (ÈÍÒ) â áîş íà 15 åä. íà %d ñåê.	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Ïîâûøàåò âîëş Ñóíã Ìà (ÑÎÏĞ) â áîş íà 15 åä. íà %d ñåê.	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Ïîâûøàåò âîëş Ñóíã Ìà (ÑÈË) â áîş íà 15 åä. íà %d ñåê.	SA
TOOLTIP_HIT_PCT	Ìåòêîñòü %d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Àòàêóÿ êàìåíü ìåòèíà, âû íà 5 ñåêóíä ïîëó÷àåòå +%d%% ê óğîíó (ñèëà ïğîòèâ êàìíåé ìåòèíà)	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Àòàêóÿ êàìåíü ìåòèíà, âû íà 5 ñåêóíä ïîëó÷àåòå +%d ê çàùèòå	SA
TOOLTIP_HP_REGEN	ÕÏ-ğåãåíåğàöèÿ +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Àêòóàëüíûé óğîâåíü: %d
TOOLTIP_INT	Èíòåëëåêò +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Ïîêàçàòåëü àòàêè %d
TOOLTIP_ITEM_ATT_POWER	Ïîêàçàòåëü àòàêè %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Ïîêàçàòåëü àòàêè  %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Ïîêàçàòåëü àòàêè %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Ñêîğîñòü àòàêè %s
TOOLTIP_ITEM_DEF_GRADE	Çàùèòà %d
TOOLTIP_ITEM_FAST	Áûñòğî
TOOLTIP_ITEM_LIMIT_CON	Ïğåäåë çäîğîâüÿ: %d
TOOLTIP_ITEM_LIMIT_DEX	Ïğåäåë ïîäâèæíîñòè: %d
TOOLTIP_ITEM_LIMIT_INT	Ïğåäåë èíòåëëåêòà: %d
TOOLTIP_ITEM_LIMIT_LEVEL	ñ óğîâíÿ: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Ìèí. ÷åìïèîíñêèé óğîâåíü: %d
TOOLTIP_ITEM_LIMIT_STR	Ïğåäåë ñèëû: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Ïîêàçàòåëü ìàãè÷åñêîé àòàêè %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Ïîêàçàòåëü ìàãè÷åñêîé àòàêè %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Ìàãè÷åñêàÿ çàùèòà %d
TOOLTIP_ITEM_NORMAL	íîğìàëüíî
TOOLTIP_ITEM_SLOW	ìåäëåííî
TOOLTIP_ITEM_VERY_FAST	î÷åíü áûñòğî
TOOLTIP_ITEM_VERY_SLOW	î÷åíü ìåäëåííî
TOOLTIP_ITEM_WEARABLE_JOB	[ìîæíî ñíàğÿæàòü]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Ïğè ïîáåäå íàä áîññîì âàø øàíñ íà äîáû÷ó ïîâûøàåòñÿ íà %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Ñ÷àñòëèâîå ÷èñëî: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Ìàãè÷åñêàÿ àòàêà +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Ïîêàçàòåëü ìàãè÷åñêîé àòàêè +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Ìàãè÷åñêàÿ çàùèòà +%d	SA
TOOLTIP_MALL_ATTBONUS	Ïîêàçàòåëü àòàêè +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Ïîêàçàòåëü àòàêè	SNA
TOOLTIP_MALL_AUTOLOOT	ßíã ïğèíèìàåòñÿ àâòîì.	SNA
TOOLTIP_MALL_DEFBONUS	Çàùèòà +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Çàùèòà	SNA
TOOLTIP_MALL_EXPBONUS	Îïûò +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	èÊàôå áîíóñ ê îïûòó +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	+50% ê îïûòó	SNA
TOOLTIP_MALL_FISH_MIND	Ïîâûøåííûé øàíñ ïîéìàòü ğûáó.	SNA
TOOLTIP_MALL_GOLDBONUS	Øàíñû íà âûïàäåíèå ÿíã óâåëè÷åíû íà %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Óäâîåííûå øàíñû íà âûïàäåíèå ÿíã	SNA
TOOLTIP_MALL_ITEMBONUS	Øàíñû íà âûïàäåíèå ïğåäìåòîâ óâåëè÷åíû íà %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	èÊàôå-øàíñ íà ïîëó÷åíèå ïğåäìåòîâ ïëşñ %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Øàíñ íà âûïàäåíèå ïğåäìåòîâ óâåëè÷åí íà 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Î÷êè ëşáâè âîçğàñòàşò áûñòğåå.	SNA
TOOLTIP_MALL_SAFEBOX	Â âàøåì ğàñïîğÿæåíèè áîëüøå ñêëàäñêèõ ïîìåùåíèé.	SNA
TOOLTIP_MAX_HP	Ìàêñèì. ÕÏ +%d	SA
TOOLTIP_MAX_HP_PCT	Ìàêñèì. ÕÏ +%d%%	SA
TOOLTIP_MAX_SP	Ìàêñèì. ÌÏ +%d	SA
TOOLTIP_MAX_SP_PCT	Ìàêñèì. ÌÏ +%d%%	SA
TOOLTIP_MAX_STAMINA	Ìàêñèì. âûíîñëèâîñòü +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Ìàãè÷åñêàÿ, áëèæíÿÿ àòàêà +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-îøèáêà(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Ïğè àòàêå íà âàñ ñ âåğîÿòíîñòüş â %d%% íàïàäóò âñå ìîíñòğû ïîáëèçîñòè (Ïëàù ñìåëîñòè)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Åñëè ó âàñ áîëüøå 90%% ÕÏ, ïîëó÷àåìûé óğîí ñíèæàåòñÿ íà %d%%.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Çàïğûãèâàÿ íà åçäîâîå æèâîòíîå, âû íà 10 ñåêóíä ïîëó÷àåòå +%d%% ê óğîíó	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	%d%% øàíñ íå îòáğàñûâàòü âğàãîâ 20 ñåêóíä. Âğåìÿ ïåğåçàğÿäêè: 2 ìèíóòû.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Õîòèòå èçó÷èòü íàâûê êîíÿ %s?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Õîòèòå óëó÷øèòü íàâûê ñâîåãî êîíÿ? \n Íà ıòî íóæíî %d Gaya è %d ÿíã
TOOLTIP_MOV_SPEED	Ñêîğîñòü äâèæåíèÿ %d%%	SA
TOOLTIP_NECK	Îæåğåëüå
TOOLTIP_NEED_ALL_SP	Íåîáõîäèìûå ÌÏ: Ìàêñèì.
TOOLTIP_NEED_GSP	Íåîáõîäèìî Äóõ Äğàêîíà: %d
TOOLTIP_NEED_HP	Íåîáõîäèìûå ÕÏ: %d
TOOLTIP_NEED_HP_PER_SEC	ÕÏ: %d / Ñåê.
TOOLTIP_NEED_SKILL_POINT	Íåîáõîäèìûå î÷êè íàâûêîâ:
TOOLTIP_NEED_SP	Íåîáõîäèìûå ÌÏ: %d
TOOLTIP_NEED_SP_PER_SEC	ÌÏ / Ñåê.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Ñëåäóşùèé óğîâåíü:%d (Ìàêñèì. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Ñëåäóşùèé óğîâåíü: %d (Ìàêñèì. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Óğîí îò àòàêè áëîêèğóåòñÿ ñ âåğîÿòíîñòüş â %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Ñğåäíèé óğîí %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Óğîí îò àòàêè ïğîòèâ áîññîâ +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Ñğåäí.óñòîé÷èâîñòü óğîíó %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Óğîí îò àòàêè ïğîòèâ áîññîâ -%d%%	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Ó âàñ åñòü øàíñ â %d%% èçáåæàòü ñìåğòè è âåğíóòü 30%% îáùåãî çàïàñà ÕÏ	SA
TOOLTIP_NO_FALLEN	Ïîëó÷èòå â áîş ñîïğîòèâëÿåìîñòü ê ïàäåíèş íà 15 ñåêóíä ñ âåğîÿòíîñòüş â %d%%.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Ñòèõèéíûå áîíóñû: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Òüìà
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Çåìëÿ
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Ìîëíèÿ
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Îãîíü
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Ëåä
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Íåò
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Âåòåğ
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Óğîâåíü ìîíñòğà: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Ğàíã ìîíñòğà: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Áîëüøå ÷åì %d ó÷àñòíèêîâ ãğóïïû
TOOLTIP_PARTY_INFO_GRADE_UP2	Ñòóïåíü àòàêè +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Ñòóïåíü çàùèòû +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Âîññòàíîâèòü ÕÏ/ÌÏ âñåõ ó÷àñòíèêîâ ãğóïïû ÷åğåç 60 Ìèíóò.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Âîññòàíîâèòü ÕÏ/ÌÏ âñåõ ó÷àñòíèêîâ ãğóïïû ÷åğåç 30 Ìèíóò.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Âğåìÿ îæèäàíèÿ ïîñëå ñìåğòè ó÷àñòíèêà ãğóïïû ñîñòàâëÿåò 3 ìèíóòû.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Ñîçâàòü ó÷àñòíèêîâ ãğóïïû íà îäíîì è òîì æå ñåğâåğå ìîæíî â ëşáîå âğåìÿ.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Ñòóïåíü àòàêè +(êîë.ó÷àñòíèêîâ ãğóïïû/ 2) Áîéöû àòàêè %d ìîãóò áûòü âûáğàííû.
TOOLTIP_PARTY_INFO_SET_TANKER	Ñòóïåíü çàùèòû+(êîë.ó÷àñòíèêîâ ãğóïïû). Áîéöû áëèæíåãî áîÿ 1 ìîãóò áûòü âûáğàíû.
TOOLTIP_PARTY_SKILL_LEVEL	Àêòóàëüíûé óğîâåíü: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Àòàêà/Çàùèòà óëó÷øåíû]
TOOLTIP_PARTY_TITLE_HEAL	[Âîññòàíîâèòü]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Áîëüøå %d  ó÷àñòíèêîâ ãğóïïû äàşò áîíóñ ê îïûòó %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Áîíóñ ê îïûòó]
TOOLTIP_PARTY_TITLE_RECALL	[Ñîçâàòü]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Îïğåäåëèòü áîéöîâ àòàêè]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Îïğåäåëèòü Áîéöîì áëèæíåãî áîÿ]
TOOLTIP_PASSIVE_JOB_DECK	Ğåëèêòîâûé áîíóñ	SNA
TOOLTIP_PEPSI_EVENT	+5% ê îïûòó è +5% ê øàíñó ïîëó÷èòü ïğåäìåòû.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Ñğîê äåéñòâèÿ ïèòîìöà: %s ÷.	SA
TOOLTIP_PETBAG_PET_TYPE	Òèï ïèòîìöà: %s	SA
TOOLTIP_PICK_EXP	Î÷êè:  %d / %d
TOOLTIP_PICK_LEVEL	Óğîâåíü: %d
TOOLTIP_PICK_UPGRADE1	Îòäàòü ëåñîğóáó
TOOLTIP_PICK_UPGRADE2	÷òîáû ê ëó÷øåé
TOOLTIP_PICK_UPGRADE3	Óëó÷øèòü Êèğêó
TOOLTIP_POTION_CURE	Óáğàòü íåãàòèâíûå ıôôåêòû.
TOOLTIP_POTION_MIN	Ìèí.
TOOLTIP_POTION_OF_ELEMENTAL	Çàùèòíîå çåëüå ñòèõèé. +5% ê ôèçè÷åñêîé è ìàãè÷åñêîé àòàêå áëèæíåãî áîÿ | +10% ê ñîïğîòèâëåíèÿì ñòèõèÿì	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Ñêîğîñòü àòàêè: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ÀÒÊ-ÁÎÍÓÑ ÌÎÍÑÒĞÀÌ: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ÀÒÊ: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ÀÒÊ: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	ÇÀÙ: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	ÏÎÄÂ: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	ÎÏÛÒ: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	ÑÎÏĞÎÒÈÂËÅÍÈÅ ÓĞÎÍÓ: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	ÕÏ: +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	ÕÏ: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Ñêîğîñòü äâèæåíèÿ +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	ÑÎÏĞ. ÒÜÌÅ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ÑÎÏĞ. ÇÅÌËÅ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ÑÎÏĞ. ËÜÄÓ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	ÑÎÏĞ. ÌÀÃÈÈ: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	ÌÏ +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	ÌÏ +%d
TOOLTIP_POTION_PLUS_STR_POINT	ÑÈËÀ: +%d
TOOLTIP_POTION_SEC	Ñåê.
TOOLTIP_POTION_TIME	Äëèòåëüíîñòü:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Èììóíèòåò ïğîòèâ ñòèõèéíîãî ïğîêëÿòèÿ	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Ó÷àñòèå â PvP-òóğíèğå	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	Îïûò çà PvP-òóğíèğ +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Íåîáõîäèìî äîñòèãíóòü õîòÿ áû 21 óğîâåíü.
TOOLTIP_REQUIREMENT_41_LEVEL	Íåîáõîäèìî äîñòèãíóòü õîòÿ áû 41 óğîâåíü.
TOOLTIP_REQUIREMENT_LEVEL	Íåîáõîäèìî äîñòèãíóòü õîòÿ áû óğîâåíü %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s óğîâåíü %d îáÿçàòåëåí.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d îáÿçàòåëåí
TOOLTIP_RESIST_BOW	Çàùèòà îò ñòğåë %d%%	SA
TOOLTIP_RESIST_DARK	Ñîïğîòèâëåíèå òåìíîòå %d%%	SA
TOOLTIP_RESIST_EARTH	Ñîïğîòèâëåíèå çåìëå +%d%%	SA
TOOLTIP_RESIST_ELEC	Ñîïğîòèâëÿåìîñòü ìîëíèÿì %d%%	SA
TOOLTIP_RESIST_FIRE	Ñîïğîòèâëÿåìîñòü îãíş %d%%	SA
TOOLTIP_RESIST_ICE	Ñîïğîòèâëåíèå ëüäó +%d%%	SA
TOOLTIP_RESIST_MAGIC	Ñîïğîòèâëÿåìîñòü Ìàãèè %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Ğàññåèâàíèå ìàãèè %d%%	SA
TOOLTIP_RESIST_PER_DARK	Ñîïğîòèâëåíèå òåìíîòå (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_RESIST_PER_EARTH	Ñîïğîòèâëåíèå çåìëå (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_RESIST_PER_ELEC	Ñîïğîòèâëåíèå ìîëíèÿì (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_RESIST_PER_FIRE	Ñîïğîòèâëåíèå îãíş (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
TOOLTIP_RESIST_PER_HUMAN	Ñîïğîòèâëåíèå ïîëóëşäÿì (+%d%% îò îáùåãî çíà÷åíèÿ)	SA
