ACCE_ABSORB_COST	Costuri combinaşie: %d
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necesar
TOOLTIP_RESIST_BOW	Apãrare Sãgeatã %d%%	SA
TOOLTIP_RESIST_DARK	Rezistenta la intunecare %d%%	SA
TOOLTIP_RESIST_EARTH	Rezistenta pamant +%d%%	SA
TOOLTIP_RESIST_ELEC	Rezistenşa la fulger %d%%	SA
TOOLTIP_RESIST_FIRE	Rezistenşa la foc %d%%	SA
TOOLTIP_RESIST_ICE	Rezistenşã gheaşã +%d%%	SA
TOOLTIP_RESIST_MAGIC	Rezistenşa la magie %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Penetrare magica de %d%%	SA
TOOLTIP_RESIST_PER_DARK	Rezistenşã la Întuneric (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_EARTH	Rezistenşã la Pãmânt (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_ELEC	Rezistenşã la Fulger (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_FIRE	Rezistenşã la Foc (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_HUMAN	Rezistenşã la Semi-Oameni (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_ICE	Rezistenşã la Gheaşã (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_MAGIC	Rezistenşã la Magie (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_WIND	Rezistenşã la Vânt (+%d%% din valoarea totalã)	SA
TOOLTIP_REST_USABLE_COUNT	Rãmas: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonus Lider: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SCROLL_DOWN	Deruleazã în jos
TOOLTIP_SCROLL_UP	Deruleazã în sus
TOOLTIP_SEALED	Personalizat
TOOLTIP_SEASON_PVE_BUFF	Daune PvE mãrite cu 40% pentru 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Cresc punctele de rang cu 20% timp de 10 minute.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	al 2lea bonus +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s: %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Puteşi folosi un obiect aici:
TOOLTIP_SELLPRICE	Preş: %s
TOOLTIP_SET_ITEM	Set Bonus	SNA
TOOLTIP_SET_ITEM_1	Sfânt 
TOOLTIP_SET_ITEM_2	Glorios 
TOOLTIP_SET_ITEM_3	Cavaler 
TOOLTIP_SET_ITEM_4	Roial 
TOOLTIP_SET_ITEM_5	Maiest 
TOOLTIP_SHAMAN	ªaman
TOOLTIP_SHIELD	Scut
TOOLTIP_SHOES	Papuci
TOOLTIP_SKILL	Abilitate	SNA
TOOLTIP_SKILLBOOK_NAME	Cartea Abilitãşii
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valoarea atacului: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valoarea atacului:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Viteza de atac: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Apãrare:
TOOLTIP_SKILL_AFFECT_DODGE	Valoarea atacului inamic: -
TOOLTIP_SKILL_AFFECT_HEAL	Reînnoieºte PV:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Viteza de miºcare: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	ªansa de a evita un atac corporal:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Rezistenşã la pagubã corporalã:
TOOLTIP_SKILL_COOL_TIME	Re-încãrcare: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Daune Ambuscadã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Daune Talisman Zburãtor +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Paguba Abilitãşii %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% daune de abilitate împotriva ºefilor	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Daune Chemarea Fulgerului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Daune Gheara Fulgerului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Daune Pumnal Rulant +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Daune Sfâºie +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Daune Atacul Sabiei +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Atacul Spiritului (W) +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Daune Sãgeatã Otrãvitã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Daune Sãritura Lupului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Daune Atac Fulger +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Daune Zdrobire +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Daune Sãgeatã de Foc +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Daune Lovitura Focului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Daune Ploaie de Sãgeşi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Daune Sferã Întunecatã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Daune Loviturã Întunecatã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Daune Aruncarea Fulgerului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Daune Risipirea Magiei +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Daune Rãgetul Dragonului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Daune Vârtejul Sabiei+ %d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Daune Ghearã de Lup +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Daune Suflul Lupului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Daune Incizie Triplã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Daune Nor Otrãvitor +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Daune Lovitura Degetului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Daune Izbiturã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Daune Foc Repetat +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Daune Aruncarea Dragonului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Daune Vârtejul Dragonului +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Rezistenşã la Paguba Abilitãşii %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% daune de abilitate de la ºefi	SA
TOOLTIP_SKILL_DURATION	Durata: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Duratã Camuflaj +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Duratã Aura Sabiei +%dsec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Duratã Mers de Fulg +%dsec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Duratã Sufletul Lupului Roºu +%dsec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Cartea Uitãrii
TOOLTIP_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SKILL_LEVEL_MASTER	Nivel actual: %d (Maestru)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nivel actual: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Urmãtorul nivel: %d
TOOLTIP_SOCKET_EMPTY	Gol
TOOLTIP_SOCKET_REFINABLE_ITEM	[Obiect cu suport]
TOOLTIP_SP_REGEN	Regenerare PM +%d%%	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Întuneric
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Pãmânt
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Fulger
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Foc
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Gheaşã
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Vânt
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Albastru
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Verde
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Roºu
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Galben
TOOLTIP_STR	Putere +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Ajutor voinşã Sung Ma	SNA
TOOLTIP_SUNGMA_HP	%d Voinşã Sung Ma (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d Voinşã Sung Ma (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d Voinşã Sung Ma (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% Voinşã Sung Ma (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% Voinşã Sung Ma (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% Voinşã Sung Ma (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% Voinşã Sung Ma (STR)	SA
TOOLTIP_SUNGMA_STR	%d Voinşã Sung Ma (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	al 3lea bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Timp de incarcare %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Timp de incarcare %d%%	SA
TOOLTIP_UNIQUE	Unic
TOOLTIP_UNSEAL_LEFT_TIME	Personalizat inca: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absoarbe %d%% PV cu Ambuscadã	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Calmare Talismanul Zburãtor: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Calmare Talismanul Zburãtor: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorbe pânã la %d%% PV cu Chemarea Fulgerului	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absoarbe %d%% PV cu Gheara Fulgerului	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% ºansã de ameşealã cu Pumnal Rulant	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Creºte ºansa la atacuri critice pentru %d sec. cu Sfâºie	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absoarbe %d%% PV cu Sfâºie	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Creºte viteza farmecului pentru %d sec. cu Sufletul Lupului Indigo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Creºte viteza de miºcare pentru %d sec. cu Sufletul Lupului Indigo	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Abis, existã %d%% ºansa\nde a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Creºte viteza farmecului pentru %d sec. cu Corp Rezistent	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Are o ºansã de %d%% sã reseteze calmarea abilitãşilor	SA
TOOLTIP_USE_SKILL_FINISH_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Cutremur, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_GEOMAGGWI_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Chinul Iadului, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Calmare Atacul Sabiei: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Calmare Atacul Sabiei: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Ajutorul Dragonului	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	%d%% ºansã de ameşealã cu Atacul Spiritului (W)	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Sãgeatã Otrãvitã	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Puterea Vieşii	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	%d%% ºansã aruncare în spate cu Sãritura Lupului	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	%d%% ºansã de ameşealã cu Sãritura Lupului	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Calmare Atac Fulger: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Calmare Atac Fulger: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Lamã Fermecatã	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	%d%% ºansã aruncare în spate cu Zdrobire	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Binecuvântare	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	%d%% ºansã aruncare în spate cu Lovitura Focului	SA
TOOLTIP_USE_SKILL_ILGWANGPYO_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Luminã Astralã, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_ILIPUNGU_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Furtunã Iute, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Sufletul Lupului Roºu	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Leac	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Atac Forşat	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	%d%% ºansã aruncare în spate cu Ploaie de Sãgeşi	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Calmare Ploaie de Sageti: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Calmare Ploaie de Sageti: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_MABEOBAGGWI_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Val Ucigaº, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	%d%% ºansã de ameşealã cu Sferã Întunecatã	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Creºte viteza farmecului pentru %d sec. cu Protecşie Întunecatã	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Calmare Loviturã Întunecatã: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Calmare Loviturã Întunecatã: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_METEO_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Meteorit, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Spiritul Flãcãrii	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Sfera Sabiei	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Calmare Aruncarea Fulgerului: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Calmare Aruncarea Fulgerului: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	%d%% ºansã de ameşealã cu Risipirea Magiei	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absoarbe %d%% PV cu Rãgetul Dragonului	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absoarbe %d%% PV cu Vârtejul Sabiei	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Calmare Ghearã de Lup: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Calmare Ghearã de Lup: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absoarbe %d%% PM cu Ghearã de Lup	SA
TOOLTIP_USE_SKILL_PUNGLOEPO_NEXT_COOLTIME_DECREASE_PCT	Când foloseºti Furtunã Aprigã, existã o ºansã de %d%% de a reduce urmãtorul timp de calmare cu 5 secunde.	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Calmare Suflul Lupului: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Calmare Suflul Lupului: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Calmare Incizie Triplã: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Calmare Incizie Triplã: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	%d%% ºansã de ameşealã cu Incizie Triplã	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Nor Otrãvitor	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	%d%% ºansã aruncare în spate cu Otravã Subtilã	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	%d%% ºansã aruncare în spate cu Lovitura Degetului	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Fricã	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absoarbe %d%% PV cu Atacul Spiritului (S)	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absoarbe %d%% PV cu Foc Repetat	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absoarbe %d%% PV cu Aruncarea Dragonului	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Calmare Vârtejul Dragonului: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Calmare Vârtejul Dragonului: -%d sec. cu 20%% ºansã	SA
TOOLTIP_WARRIOR	Rãzboinic
TOOLTIP_WEAPON	Armã
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Brãşarã
TREASURE_HUNT_DUNGEON_CANNOT_GET_GOLD_IN_DUNGEON	Nu poşi primi mai multi Dubloni. Cheltuieºte o parte pentru a vedea recompensele.
TREASURE_HUNT_DUNGEON_ESCORT_START_1	Mergi cu Spiriduºul Comorilor la obiectivul sãu.
TREASURE_HUNT_DUNGEON_ESCORT_START_2	Misiunea eºueazã dacã tu sau Spiriduºul Comorilor moare.
TREASURE_HUNT_DUNGEON_FIND_TREASURE_BOX	Ai protejat cu succes Spiriduºul Comorilor!
TREASURE_HUNT_DUNGEON_GET_GOLD_IN_DUNGEON_WHEN_MOB_KILL	Ai primit 1 Dublon.
TREASURE_HUNT_DUNGEON_GIVEUP_1	Misiunea de escortare a eºuat.
TREASURE_HUNT_DUNGEON_GIVEUP_2	Vei fi teleportat în scurt timp.
TREASURE_HUNT_DUNGEON_GIVE_REWARD_GOLD	Ai primit 100 Dubloni.
TREASURE_HUNT_DUNGEON_GIVE_UP_BUTTON	Pãrãseºte
TREASURE_HUNT_DUNGEON_GIVE_UP_POPUP	Doreºti sã anulezi Vânãtoarea de Comori?
TREASURE_HUNT_DUNGEON_GOBLIN_BUFF_TOOLTIP_TITLE	\nBinecuvântare Goblin
TREASURE_HUNT_DUNGEON_GOBLIN_IMMUNE_POISON_BUFF_TOOLTIP	Imunitatea la Otrãvire Goblin
TREASURE_HUNT_DUNGEON_GOBLIN_INCREASE_DEF_BUFF_TOOLTIP	Apãrare Goblin
TREASURE_HUNT_DUNGEON_GOBLIN_INCREASE_HP_BUFF_TOOLTIP	Viaşã Goblin
TREASURE_HUNT_DUNGEON_GOBLIN_INCREASE_SPEED_BUFF_TOOLTIP	Vitezã Goblin
TREASURE_HUNT_DUNGEON_OVER_TIME	Timpul a expirat! Vei fi teleportat afarã.
TREASURE_HUNT_DUNGEON_REMAINING_TIME	Timp rãmas: %s
TREASURE_HUNT_DUNGEON_REPLAY_ESCORT	Acesta este cufãrul de comori greºit. Mergi din nou cu Spiriduºul Comorilor!
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT_RANKING_BUTTON	Ranguri Rundã
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT_TOOLTIP	Trebuie sã colectezi 9 recompense pentru a finaliza o rundã.
TREASURE_HUNT_EVENT_BUFF_TITLE	Binecuvântare Rafinare
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_LEVEL	Trebuie sã ai nivelul 70 pentru a putea intra.
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_MAX_GOLD	Ai %s Dubloni. Valorificã Dublonii pentru a participa din nou.
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_PARTY	Nu poşi intra deoarece eºti într-un grup.
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_TIME_OVER	Evenimentul a luat sfârºit. Nu mai poşi intra.
TREASURE_HUNT_EVENT_CANNOT_INCREASE_ACCUMULATED_COUNT	Nu mai poşi finaliza runde.
TREASURE_HUNT_EVENT_CANNOT_RESET_REWARD_LIST	Poşi reseta recompensele dupã ce ai colectat cel puşin una.
TREASURE_HUNT_EVENT_CANNOT_REWARD_RESET	Trebuie sã colectezi recompensa rundei înainte de a reseta recompensele.
TREASURE_HUNT_EVENT_CANNOT_SHOW_ANCIENT_REWARD_TOOLTIP	Antic: Aceste recompense vor fi deblocate dupã 5 runde.
TREASURE_HUNT_EVENT_CANNOT_SHOW_LEGENDARY_REWARD_TOOLTIP	Legendar: Aceste recompense vor fi deblocate dupã 10 runde.
TREASURE_HUNT_EVENT_CANNOT_SHOW_REAR_REWARD_TOOLTIP	Rar: Aceste recompense vor fi deblocate dupã 3 runde.
TREASURE_HUNT_EVENT_CANNOT_USE_DUNGEON_TICKET_PLACE	Nu poşi folosi asta aici.
TREASURE_HUNT_EVENT_CANNOT_USE_MASTER_KEY_BOX	Nu poşi folosi asta acum.
TREASURE_HUNT_EVENT_CAN_TREASURE_HUNT	Recompensele au fost stabilite. Le poşi primi din meniul Insula Comorilor.
TREASURE_HUNT_EVENT_ENTER_DUNGEON_POPUP	Vrei sã mergi pe Insula Comorilor?
TREASURE_HUNT_EVENT_GET_ACCUMULATED_REWARD_BUTTON_TOOLTIP	Trebuie sã colectezi recompensa rundei înainte de a vedea recompensele noi.
TREASURE_HUNT_EVENT_GOLD_COUNT	%d
TREASURE_HUNT_EVENT_GOLD_ICON_TOOLTIP_1	Poate fi primit pe Insula Comorilor pentru a proteja Spiriduºul Comorilor.
TREASURE_HUNT_EVENT_GOLD_ICON_TOOLTIP_2	Poşi primi Tichete Comoarã de la toate tipurile de cufere care conşin comori. Maximum de Dubloni: %d
TREASURE_HUNT_EVENT_INCREASE_ACCUMULATED_COUNT	[Vânãtoare de Comori] Ai ajuns la o nouã rundã!
TREASURE_HUNT_EVENT_INCREASE_REFINE_PCT_BUFF_TOOLTIP	Mãreºte ºansa de succes a urmãtoarei rafinãri cu 10% (se poate utiliza o datã pe eveniment).
TREASURE_HUNT_EVENT_LAST_ACCUMULATED_COUNT_REWARD_POPUP	Din runda %d poşi doar sã\nprimeºti recompense de la runda %d.
TREASURE_HUNT_EVENT_NOTICE_CAN_GET_ACCUMULATED_REWARD	Colecteazã recompensa de rundã din fereastra Vânãtoare de Comori.
TREASURE_HUNT_EVENT_NOTICE_EXHAUSTED_BUFF	Pentru runda %d de Vânãtoare de Comori nu mai sunt binecuvântãri disponibile.
TREASURE_HUNT_EVENT_NOTICE_REMAIN_BUFF	Pentru runda %d de Vânãtoare de Comori mai sunt %d binecuvântãri disponibile.
TREASURE_HUNT_EVENT_NOT_ENOUGH_DRAGON_SOUL_INVENTORY_SPACE	Nu este destul loc în inventarul Alchimia Piatrã Dragon.
TREASURE_HUNT_EVENT_NOT_ENOUGH_GOLD	Ai nevoie de 30 de Dubloni pentru a vedea recompensele.
TREASURE_HUNT_EVENT_NOT_ENOUGH_INVENTORY_SPACE	Nu ai destul spaşiu în inventar.
TREASURE_HUNT_EVENT_NOT_ENOUGH_LEVEL	Nivelul tãu este prea scãzut pentru a participa la acest eveniment.
TREASURE_HUNT_EVENT_NOT_ENOUGH_MASTER_KEY	Nu ai suficiente Chei Goblin.
TREASURE_HUNT_EVENT_OFF	Vânãtoarea de Comori s-a încheiat.
TREASURE_HUNT_EVENT_ON	Vânãtoarea de Comori a început.
TREASURE_HUNT_EVENT_OPEN_ANCIENT_LIST_TYPE	Runda 5 finalizatã: Recompense antice deblocate!
TREASURE_HUNT_EVENT_OPEN_LEGENDARY_LIST_TYPE	Runda 10 finalizatã: Recompense legendare deblocate!
TREASURE_HUNT_EVENT_OPEN_RARE_LIST_TYPE	Runda 3 finalizatã: Recompense rare deblocate!
TREASURE_HUNT_EVENT_REFINE_FREE_MATERIAL_BUFF_TOOLTIP	Urmãtoarea rafinare nu va consuma materiale. (Se poate utiliza o datã pe eveniment)
TREASURE_HUNT_EVENT_REMAIN_BUFF_MAX_TOOLTIP	Doar primele %d caractere primesc binecuvântarea.
TREASURE_HUNT_EVENT_REMAIN_BUFF_REWARD_TOOLTIP	Rãmas: %d
TREASURE_HUNT_EVENT_RESET_BUTTON_TOOLTIP	Reseteazã
TREASURE_HUNT_EVENT_REWARD_BUTTON_TOOLTIP_1	Vânãtoare de Comori
TREASURE_HUNT_EVENT_REWARD_BUTTON_TOOLTIP_2	Poşi cãuta comori numai când ai vãzut recompensele.
